K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987744,0.088458003,0.999985522,0.097968845,0.998219792,0.088615083
0.239800035,0.999987744,0.088458010,0.999985522,0.097968852,0.998219792,0.088615089
0.239800070,0.999987745,0.088458016,0.999985523,0.097968859,0.998219793,0.088615096
0.239800105,0.999987745,0.088458023,0.999985524,0.097968866,0.998219793,0.088615102
0.239800140,0.999987746,0.088458029,0.999985525,0.097968873,0.998219794,0.088615109
0.239800175,0.999987747,0.088458036,0.999985525,0.097968880,0.998219794,0.088615115
0.239800210,0.999987747,0.088458042,0.999985526,0.097968887,0.998219795,0.088615122
0.239800245,0.999987748,0.088458048,0.999985527,0.097968894,0.998219795,0.088615128
0.239800280,0.999987749,0.088458055,0.999985527,0.097968902,0.998219796,0.088615134
0.239800315,0.999987749,0.088458061,0.999985528,0.097968909,0.998219796,0.088615141
0.239800350,0.999987750,0.088458068,0.999985529,0.097968916,0.998219797,0.088615147
0.239800385,0.999987751,0.088458074,0.999985529,0.097968923,0.998219797,0.088615154
0.239800420,0.999987751,0.088458081,0.999985530,0.097968930,0.998219798,0.088615160
0.239800455,0.999987752,0.088458087,0.999985531,0.097968937,0.998219798,0.088615167
0.239800490,0.999987752,0.088458093,0.999985532,0.097968944,0.998219799,0.088615173
0.239800525,0.999987753,0.088458100,0.999985532,0.097968951,0.998219799,0.088615180
0.239800560,0.999987754,0.088458106,0.999985533,0.097968959,0.998219800,0.088615186
0.239800595,0.999987754,0.088458113,0.999985534,0.097968966,0.998219801,0.088615193
0.239800630,0.999987755,0.088458119,0.999985534,0.097968973,0.998219801,0.088615199
0.239800665,0.999987756,0.088458126,0.999985535,0.097968980,0.998219802,0.088615205
0.239800700,0.999987756,0.088458132,0.999985536,0.097968987,0.998219802,0.088615212
0.239800735,0.999987757,0.088458139,0.999985536,0.097968994,0.998219803,0.088615218
0.239800770,0.999987758,0.088458145,0.999985537,0.097969001,0.998219803,0.088615225
0.239800805,0.999987758,0.088458151,0.999985538,0.097969008,0.998219804,0.088615231
0.239800840,0.999987759,0.088458158,0.999985539,0.097969016,0.998219804,0.088615238
0.239800875,0.999987759,0.088458164,0.999985539,0.097969023,0.998219805,0.088615244
0.239800910,0.999987760,0.088458171,0.999985540,0.097969030,0.998219805,0.088615251
0.239800945,0.999987761,0.088458177,0.999985541,0.097969037,0.998219806,0.088615257
0.239800980,0.999987761,0.088458184,0.999985541,0.097969044,0.998219806,0.088615264
0.239801015,0.999987762,0.088458190,0.999985542,0.097969051,0.998219807,0.088615270
0.239801050,0.999987763,0.088458196,0.999985543,0.097969058,0.998219807,0.088615276
0.239801085,0.999987763,0.088458203,0.999985543,0.097969065,0.998219808,0.088615283
0.239801120,0.999987764,0.088458209,0.999985544,0.097969072,0.998219808,0.088615289
0.239801155,0.999987765,0.088458216,0.999985545,0.097969080,0.998219809,0.088615296
0.239801190,0.999987765,0.088458222,0.999985546,0.097969087,0.998219809,0.088615302
0.239801225,0.999987766,0.088458229,0.999985546,0.097969094,0.998219810,0.088615309
0.239801260,0.999987766,0.088458235,0.999985547,0.097969101,0.998219810,0.088615315
0.239801295,0.999987767,0.088458241,0.999985548,0.097969108,0.998219811,0.088615322
0.239801330,0.999987768,0.088458248,0.999985548,0.097969115,0.998219811,0.088615328
0.239801365,0.999987768,0.088458254,0.999985549,0.097969122,0.998219812,0.088615335
0.239801400,0.999987769,0.088458261,0.999985550,0.097969129,0.998219812,0.088615341
0.239801435,0.999987770,0.088458267,0.999985550,0.097969137,0.998219813,0.088615348
0.239801470,0.999987770,0.088458274,0.999985551,0.097969144,0.998219813,0.088615354
0.239801505,0.999987771,0.088458280,0.999985552,0.097969151,0.998219814,0.088615360
0.239801540,0.999987772,0.088458287,0.999985553,0.097969158,0.998219814,0.088615367
0.239801575,0.999987772,0.088458293,0.999985553,0.097969165,0.998219815,0.088615373
0.239801610,0.999987773,0.088458299,0.999985554,0.097969172,0.998219815,0.088615380
0.239801645,0.999987773,0.088458306,0.999985555,0.097969179,0.998219816,0.088615386
0.239801680,0.999987774,0.088458312,0.999985555,0.097969186,0.998219816,0.088615393
0.239801715,0.999987775,0.088458319,0.999985556,0.097969194,0.998219817,0.088615399
0.239801750,0.999987775,0.088458325,0.999985557,0.097969201,0.998219817,0.088615406
0.239801785,0.999987776,0.088458332,0.999985557,0.097969208,0.998219818,0.088615412
0.239801820,0.999987777,0.088458338,0.999985558,0.097969215,0.998219818,0.088615419
0.239801855,0.999987777,0.088458344,0.999985559,0.097969222,0.998219819,0.088615425
0.239801890,0.999987778,0.088458351,0.999985560,0.097969229,0.998219819,0.088615431
0.239801925,0.999987779,0.088458357,0.999985560,0.097969236,0.998219820,0.088615438
0.239801960,0.999987779,0.088458364,0.999985561,0.097969243,0.998219820,0.088615444
0.239801995,0.999987780,0.088458370,0.999985562,0.097969251,0.998219821,0.088615451
0.239802030,0.999987780,0.088458377,0.999985562,0.097969258,0.998219821,0.088615457
0.239802065,0.999987781,0.088458383,0.999985563,0.097969265,0.998219822,0.088615464
0.239802100,0.999987782,0.088458389,0.999985564,0.097969272,0.998219822,0.088615470
0.239802135,0.999987782,0.088458396,0.999985564,0.097969279,0.998219823,0.088615477
0.239802170,0.999987783,0.088458402,0.999985565,0.097969286,0.998219823,0.088615483
0.239802205,0.999987784,0.088458409,0.999985566,0.097969293,0.998219824,0.088615490
0.239802240,0.999987784,0.088458415,0.999985567,0.097969300,0.998219824,0.088615496
0.239802275,0.999987785,0.088458422,0.999985567,0.097969307,0.998219825,0.088615503
0.239802310,0.999987786,0.088458428,0.999985568,0.097969315,0.998219825,0.088615509
0.239802345,0.999987786,0.088458435,0.999985569,0.097969322,0.998219826,0.088615515
