K,rho,angle,label
1.000000000,0.984885780,0.103419784,complex
1.101265823,0.984885780,0.186569515,complex
1.202531646,0.984885780,0.195039941,complex
1.303797468,0.984885780,0.203161807,complex
1.405063291,0.984885780,0.210975378,complex
1.506329114,0.984885780,0.218513734,complex
1.607594937,0.984885780,0.225804444,complex
1.708860759,0.984885780,0.232870776,complex
1.810126582,0.984885780,0.139867832,complex
1.911392405,0.984885780,0.246406934,complex
2.012658228,0.984885780,0.252908698,complex
2.113924051,0.984885780,0.259250857,complex
2.215189873,0.984885780,0.265444857,complex
2.316455696,0.984885780,0.158466968,complex
2.417721519,0.984885780,0.277427852,complex
2.518987342,0.984885780,0.283233991,complex
2.620253165,0.984885780,0.288926550,complex
2.721518987,0.984885780,0.171914221,complex
2.822784810,0.984885780,0.175116232,complex
2.924050633,0.984885780,0.178261313,complex
3.025316456,0.984885780,0.310684074,complex
3.126582278,0.984885780,0.315896454,complex
3.227848101,0.984885780,0.321027002,complex
3.329113924,0.984885780,0.190328047,complex
3.430379747,0.984885780,0.331057775,complex
3.531645570,0.984885780,0.335964883,complex
3.632911392,0.984885780,0.198903715,complex
3.734177215,0.984885780,0.345577937,complex
3.835443038,0.984885780,0.350289410,complex
3.936708861,0.984885780,0.354940895,complex
4.037974684,0.984885780,0.209800260,complex
4.139240506,0.984885780,0.364073077,complex
4.240506329,0.984885780,0.215044469,complex
4.341772152,0.984885780,0.372991461,complex
4.443037975,0.984885780,0.220165684,complex
4.544303797,0.984885780,0.381711058,complex
4.645569620,0.984885780,0.225172298,complex
4.746835443,0.984885780,0.390245219,complex
4.848101266,0.984885780,0.394446540,complex
4.949367089,0.984885780,0.398605878,complex
5.050632911,0.984885780,0.402724538,complex
5.151898734,0.984885780,0.406803757,complex
5.253164557,0.984885780,0.239575591,complex
5.354430380,0.984885780,0.241894280,complex
5.455696203,0.984885780,0.418816274,complex
5.556962025,0.984885780,0.246467496,complex
5.658227848,0.984885780,0.248723203,complex
5.759493671,0.984885780,0.430513022,complex
5.860759494,0.984885780,0.434346209,complex
5.962025316,0.984885780,0.438147981,complex
6.063291139,0.984885780,0.441919151,complex
6.164556962,0.984885780,0.445660498,complex
6.265822785,0.984885780,0.261858075,complex
6.367088608,0.984885780,0.263985076,complex
6.468354430,0.984885780,0.266095470,complex
6.569620253,0.984885780,0.268189648,complex
6.670886076,0.984885780,0.463945046,complex
6.772151899,0.984885780,0.467522159,complex
6.873417722,0.984885780,0.471074105,complex
6.974683544,0.984885780,0.474601451,complex
7.075949367,0.984885780,0.478104743,complex
7.177215190,0.984885780,0.481584511,complex
7.278481013,0.984885780,0.485041261,complex
7.379746835,0.984885780,0.488475487,complex
7.481012658,0.984885780,0.286365375,complex
7.582278481,0.984885780,0.288316003,complex
7.683544304,0.984885780,0.498647677,complex
7.784810127,0.984885780,0.501996389,complex
7.886075949,0.984885780,0.505324795,complex
7.987341772,0.984885780,0.508633295,complex
8.088607595,0.984885780,0.511922279,complex
8.189873418,0.984885780,0.515192122,complex
8.291139241,0.984885780,0.518443190,complex
8.392405063,0.984885780,0.521675836,complex
8.493670886,0.984885780,0.524890402,complex
8.594936709,0.984885780,0.528087222,complex
8.696202532,0.984885780,0.531266618,complex
8.797468354,0.984885780,0.534428903,complex
8.898734177,0.984885780,0.537574383,complex
9.000000000,0.984885780,0.540703353,complex
