K,rho,angle,F_triangle,r(theta*),type,diagnosis
1.2,0.9040665267548339,0.0,-2.0943951023931957,0.9999825732792009,real+ (0),
1.2774999999999999,0.8978327938573086,0.0,-2.0943951023931957,0.9999846179987253,real+ (0),
1.355,0.8915990662847668,0.0,-2.0943951023931957,0.9999863228735634,real+ (0),
1.4324999999999999,0.8853653431675104,0.0,-2.0943951023931957,0.99998775924736,real+ (0),
1.5099999999999998,0.8791316238154474,0.0,-2.0943951023931957,0.9999889806792593,real+ (0),
1.5875,0.8728979076740067,0.0,-2.0943951023931957,0.999990028010358,real+ (0),
1.6649999999999998,0.8666641942924265,0.0,-2.0943951023931957,0.999990932822851,real+ (0),
1.7424999999999997,0.8604304833005523,0.0,-2.0943951023931957,0.9999917198492808,real+ (0),
1.8199999999999998,0.8541967743915895,0.0,-2.0943951023931957,0.9999924086808863,real+ (0),
1.8975,0.8479630673091034,0.0,-2.0943951023931957,0.9999930149987637,real+ (0),
1.9749999999999999,0.8417293618370931,0.0,-2.0943951023931957,0.9999935514743095,real+ (0),
2.0524999999999998,0.8354956577923249,0.0,-2.0943951023931957,0.9999940284367123,real+ (0),
2.13,0.8292619550183458,0.0,-2.0943951023931957,0.999994454373909,real+ (0),
2.2074999999999996,0.8230282533807638,0.0,-2.0943951023931957,0.9999948363128504,real+ (0),
2.2849999999999997,0.8167945527634908,0.0,-2.0943951023931957,0.9999951801112008,real+ (0),
2.3625,0.8105608530657307,0.0,-2.0943951023931957,0.9999954906832826,real+ (0),
2.4399999999999995,0.8043271541995398,0.0,-2.0943951023931957,0.9999957721766786,real+ (0),
2.5174999999999996,0.7980934560878432,0.0,-2.0943951023931957,0.9999960281114308,real+ (0),
2.5949999999999998,0.7918597586628054,0.0,-2.0943951023931957,0.9999962614906253,real+ (0),
2.6724999999999994,0.7856260618644861,0.0,-2.0943951023931957,0.9999964748888914,real+ (0),
2.75,0.7793923656397239,0.0,-2.0943951023931957,0.9999966705237174,real+ (0),
2.8274999999999997,0.7731586699412054,0.0,-2.0943951023931957,0.9999968503132912,real+ (0),
2.9049999999999994,0.7669249747266809,0.0,-2.0943951023931957,0.9999970159237004,real+ (0),
2.9825,0.7606912799583057,0.0,-2.0943951023931957,0.999997168807672,real+ (0),
3.0599999999999996,0.754457585602081,0.0,-2.0943951023931957,0.9999973102365385,real+ (0),
3.1374999999999993,0.7482238916273763,0.0,-2.0943951023931957,0.9999974413267553,real+ (0),
3.215,0.741990198006523,0.0,-2.0943951023931957,0.9999975630620016,real+ (0),
3.2924999999999995,0.735756504714465,0.0,-2.0943951023931957,0.9999976763116885,real+ (0),
3.369999999999999,0.7295228117284575,0.0,-2.0943951023931957,0.999997781846525,real+ (0),
3.4475,0.7232891190278051,0.0,-2.0943951023931957,0.9999978803516659,real+ (0),
3.5249999999999995,0.7170554265936389,0.0,-2.0943951023931957,0.9999979724378601,real+ (0),
3.602499999999999,0.7108217344087161,0.0,-2.0943951023931957,0.9999980586509403,real+ (0),
3.6799999999999997,0.704588042457251,0.0,-2.0943951023931957,0.9999981394799307,real+ (0),
3.7574999999999994,0.6983543507247634,0.0,-2.0943951023931957,0.9999982153639968,real+ (0),
3.834999999999999,0.6921206591979459,0.0,-2.0943951023931957,0.9999982866984235,real+ (0),
3.9124999999999996,0.685886967864548,0.0,-2.0943951023931957,0.9999983538397725,real+ (0),
3.9899999999999993,0.6796532767132734,0.0,-2.0943951023931957,0.9999984171103486,real+ (0),
4.067499999999999,0.6734195857336888,0.0,-2.0943951023931957,0.9999984768020724,real+ (0),
4.145,0.6671858949161422,0.0,-2.0943951023931957,0.9999985331798552,real+ (0),
4.222499999999999,0.6609522042516927,0.0,-2.0943951023931957,0.9999985864845433,real+ (0),
4.3,0.6547185137320445,0.0,-2.0943951023931957,0.9999986369354936,real+ (0),
4.3774999999999995,0.648484823349491,0.0,-2.0943951023931957,0.9999986847328348,real+ (0),
4.454999999999999,0.6422511330968629,0.0,-2.0943951023931957,0.9999987300594546,real+ (0),
4.5325,0.6360174429674817,0.0,-2.0943951023931957,0.9999987730827524,real+ (0),
4.609999999999999,0.6297837529551197,0.0,-2.0943951023931957,0.9999988139561867,real+ (0),
4.687499999999999,0.6235500630539617,0.0,-2.0943951023931957,0.9999988528206452,real+ (0),
4.765,0.6173163732585705,0.0,-2.0943951023931957,0.9999988898056607,real+ (0),
4.842499999999999,0.6110826835638593,0.0,-2.0943951023931957,0.9999989250304924,real+ (0),
4.919999999999999,0.6048489939650609,0.0,-2.0943951023931957,0.9999989586050877,real+ (0),
4.9975,0.5986153044577052,0.0,-2.0943951023931957,0.9999989906309416,real+ (0),
5.074999999999999,0.5923816150375958,0.0,-2.0943951023931957,0.9999990212018643,real+ (0),
