K,rho,angle,F_triangle,r(theta*),type,f_pred,A=1-gamma*dt
1.75,0.9805610638812863,0.09812733096845005,-2.0943951023931957,0.9999917905249796,complex,0.015617449776043247,0.9615
1.7516666666666667,0.9805610638812863,0.09817616094653837,-2.0943951023931957,0.9999918061077839,complex,0.015625221308427074,0.9615
1.7533333333333334,0.9805610638812868,0.0982249667277385,-2.0943951023931957,0.999991821646262,complex,0.015632988989756534,0.9615
1.755,0.9805610638812868,0.09827374834810196,-2.0943951023931957,0.9999918371405823,complex,0.015640752825769412,0.9615
1.7566666666666666,0.9805610638812863,0.09874660577488037,-2.0943951023931957,0.9999918525909113,complex,0.015716010422618908,0.9615
1.7583333333333333,0.9805610638812867,0.09837123925008205,-2.0943951023931957,0.9999918679974158,complex,0.01565626898472603,0.9615
1.76,0.9805610638812863,0.09884363581303834,-2.0943951023931957,0.9999918833602611,complex,0.015731453232820145,0.9615
1.7616666666666667,0.9805610638812864,0.098468633939113,-2.0943951023931957,0.9999918986796124,complex,0.015671769830916202,0.9615
1.7633333333333334,0.980561063881286,0.09894057098818582,-2.0943951023931957,0.9999919139556335,complex,0.015746880945104343,0.9615
1.7650000000000001,0.9805610638812866,0.09856593270041432,-2.0943951023931957,0.9999919291884877,complex,0.01568725540973403,0.9615
1.7666666666666666,0.9805610638812867,0.09861454619691247,-2.0943951023931957,0.9999919443783374,complex,0.015694992488002688,0.9615
1.7683333333333333,0.9805610638812859,0.09866313581779822,-2.0943951023931957,0.9999919595253444,complex,0.015702725766349616,0.9615
1.77,0.9805610638812863,0.09871170159833204,-2.0943951023931957,0.9999919746296696,complex,0.01571045525038669,0.9615
1.7716666666666667,0.9805610638812873,0.09876024357368414,-2.0943951023931957,0.9999919896914734,complex,0.01571818094571142,0.9615
1.7733333333333334,0.980561063881286,0.09923081011520188,-2.0943951023931957,0.9999920047109151,complex,0.01579307393684763,0.9615
1.775,0.9805610638812869,0.09885725624910277,-2.0943951023931957,0.9999920196881533,complex,0.015733620992546868,0.9615
1.7766666666666666,0.9805610638812865,0.0989057270190825,-2.0943951023931957,0.9999920346233464,complex,0.01574133535518461,0.9615
1.7783333333333333,0.9805610638812868,0.09895417412370879,-2.0943951023931957,0.9999920495166512,complex,0.015749045951364376,0.9615
1.78,0.9805610638812862,0.09942383362384273,-2.0943951023931957,0.9999920643682244,complex,0.01582379458238076,0.9615
1.7816666666666667,0.9805610638812862,0.09947203115896433,-2.0943951023931957,0.9999920791782216,complex,0.01583146545834021,0.9615
1.7833333333333334,0.9805610638812862,0.09952020542512963,-2.0943951023931957,0.9999920939467981,complex,0.01583913263093024,0.9615
1.7850000000000001,0.9805610638812863,0.09914772658227536,-2.0943951023931957,0.9999921086741079,complex,0.015779850781892833,0.9615
1.7866666666666666,0.9805610638812863,0.09919605587959093,-2.0943951023931957,0.999992123360305,complex,0.015787542628456764,0.9615
1.7883333333333333,0.9805610638812866,0.0992443617187457,-2.0943951023931957,0.9999921380055419,complex,0.01579523074153845,0.9615
1.79,0.9805610638812864,0.09929264413397805,-2.0943951023931957,0.9999921526099709,complex,0.015802915126587092,0.9615
1.7916666666666667,0.9805610638812867,0.09934090315944283,-2.0943951023931957,0.9999921671737436,complex,0.01581059578903861,0.9615
1.7933333333333334,0.980561063881286,0.0998087642603596,-2.0943951023931957,0.9999921816970108,complex,0.01588505819592993,0.9615
1.795,0.9805610638812863,0.09943735117727659,-2.0943951023931957,0.9999921961799224,complex,0.015825945967828266,0.9615
