K,rho1,ang1,rho2,ang2,rho3,ang3
0.240470000,0.996468004,0.041499989,0.996244308,0.045999709,0.995629601,0.041534955
0.240470060,0.996468004,0.041499994,0.996244309,0.045999715,0.995629601,0.041534960
0.240470120,0.996468005,0.041499999,0.996244309,0.045999720,0.995629601,0.041534966
0.240470180,0.996468005,0.041500004,0.996244309,0.045999726,0.995629601,0.041534971
0.240470240,0.996468005,0.041500010,0.996244309,0.045999732,0.995629602,0.041534976
0.240470300,0.996468005,0.041500015,0.996244310,0.045999738,0.995629602,0.041534981
0.240470360,0.996468006,0.041500020,0.996244310,0.045999744,0.995629602,0.041534987
0.240470420,0.996468006,0.041500025,0.996244310,0.045999749,0.995629602,0.041534992
0.240470480,0.996468006,0.041500031,0.996244310,0.045999755,0.995629602,0.041534997
0.240470541,0.996468006,0.041500036,0.996244311,0.045999761,0.995629602,0.041535002
0.240470601,0.996468007,0.041500041,0.996244311,0.045999767,0.995629603,0.041535008
0.240470661,0.996468007,0.041500046,0.996244311,0.045999773,0.995629603,0.041535013
0.240470721,0.996468007,0.041500051,0.996244311,0.045999778,0.995629603,0.041535018
0.240470781,0.996468008,0.041500057,0.996244312,0.045999784,0.995629603,0.041535023
0.240470841,0.996468008,0.041500062,0.996244312,0.045999790,0.995629603,0.041535029
0.240470901,0.996468008,0.041500067,0.996244312,0.045999796,0.995629603,0.041535034
0.240470961,0.996468008,0.041500072,0.996244313,0.045999802,0.995629604,0.041535039
0.240471021,0.996468009,0.041500078,0.996244313,0.045999807,0.995629604,0.041535044
0.240471081,0.996468009,0.041500083,0.996244313,0.045999813,0.995629604,0.041535050
0.240471141,0.996468009,0.041500088,0.996244313,0.045999819,0.995629604,0.041535055
0.240471201,0.996468009,0.041500093,0.996244314,0.045999825,0.995629604,0.041535060
0.240471261,0.996468010,0.041500099,0.996244314,0.045999831,0.995629604,0.041535065
0.240471321,0.996468010,0.041500104,0.996244314,0.045999836,0.995629605,0.041535071
0.240471381,0.996468010,0.041500109,0.996244314,0.045999842,0.995629605,0.041535076
0.240471441,0.996468010,0.041500114,0.996244315,0.045999848,0.995629605,0.041535081
0.240471502,0.996468011,0.041500120,0.996244315,0.045999854,0.995629605,0.041535086
0.240471562,0.996468011,0.041500125,0.996244315,0.045999860,0.995629605,0.041535092
0.240471622,0.996468011,0.041500130,0.996244315,0.045999865,0.995629605,0.041535097
0.240471682,0.996468012,0.041500135,0.996244316,0.045999871,0.995629606,0.041535102
0.240471742,0.996468012,0.041500141,0.996244316,0.045999877,0.995629606,0.041535107
0.240471802,0.996468012,0.041500146,0.996244316,0.045999883,0.995629606,0.041535113
0.240471862,0.996468012,0.041500151,0.996244317,0.045999889,0.995629606,0.041535118
0.240471922,0.996468013,0.041500156,0.996244317,0.045999894,0.995629606,0.041535123
0.240471982,0.996468013,0.041500162,0.996244317,0.045999900,0.995629606,0.041535128
0.240472042,0.996468013,0.041500167,0.996244317,0.045999906,0.995629606,0.041535134
0.240472102,0.996468013,0.041500172,0.996244318,0.045999912,0.995629607,0.041535139
0.240472162,0.996468014,0.041500177,0.996244318,0.045999918,0.995629607,0.041535144
0.240472222,0.996468014,0.041500183,0.996244318,0.045999923,0.995629607,0.041535149
0.240472282,0.996468014,0.041500188,0.996244318,0.045999929,0.995629607,0.041535155
0.240472342,0.996468014,0.041500193,0.996244319,0.045999935,0.995629607,0.041535160
0.240472402,0.996468015,0.041500198,0.996244319,0.045999941,0.995629607,0.041535165
0.240472462,0.996468015,0.041500204,0.996244319,0.045999947,0.995629608,0.041535170
