K,rho1,ang1,rho2,ang2
0.100000000,0.000000000,0.000000000,0.000000000,0.000000000
0.171408149,0.000000000,0.000000000,0.000000000,0.000000000
0.242816297,0.000000000,0.000000000,0.000000000,0.000000000
0.314224446,0.000000000,0.000000000,0.000000000,0.000000000
0.385632595,0.000000000,0.000000000,0.000000000,0.000000000
0.457040743,0.000000000,0.000000000,0.000000000,0.000000000
0.528448892,0.000000000,0.000000000,0.000000000,0.000000000
0.599857041,0.000000000,0.000000000,0.000000000,0.000000000
0.671265189,0.000000000,0.000000000,0.000000000,0.000000000
0.742673338,0.000000000,0.000000000,0.000000000,0.000000000
0.814081487,0.000000000,0.000000000,0.000000000,0.000000000
0.885489635,0.000000000,0.000000000,0.000000000,0.000000000
0.956897784,0.000000000,0.000000000,0.000000000,0.000000000
1.028305933,0.000000000,0.000000000,0.000000000,0.000000000
1.099714081,0.000000000,0.000000000,0.000000000,0.000000000
1.171122230,0.000000000,0.000000000,0.000000000,0.000000000
1.242530379,0.000000000,0.000000000,0.000000000,0.000000000
1.313938528,0.000000000,0.000000000,0.000000000,0.000000000
1.385346676,0.000000000,0.000000000,0.000000000,0.000000000
1.456754825,1.010327507,0.100299594,1.001332886,0.100800995
1.528162974,1.010808423,0.103713259,1.001689388,0.104260594
1.599571122,1.011290536,0.107013533,1.002045763,0.107605899
1.670979271,1.011773252,0.110210605,1.002402012,0.110847262
1.742387420,1.012256123,0.113313223,1.002758133,0.113993554
1.813795568,1.012738812,0.116328959,1.003114129,0.117052448
1.885203717,1.013221062,0.119264424,1.003469998,0.120030630
1.956611866,1.013702678,0.122125425,1.003825741,0.122933970
2.028020014,1.014183510,0.124917101,1.004181358,0.125767656
2.099428163,1.014663446,0.127644020,1.004536849,0.128536299
2.170836312,1.015142398,0.130310271,1.004892215,0.131244020
2.242244460,1.015620303,0.132919525,1.005247454,0.133894518
2.313652609,1.016097115,0.135475096,1.005602569,0.136491131
2.385060758,1.016572800,0.137979987,1.005957558,0.139036883
2.456468906,1.017047334,0.140436930,1.006312421,0.141534521
2.527877055,1.017520703,0.142848419,1.006667160,0.143986553
2.599285204,1.017992899,0.145216736,1.007021773,0.146395274
2.670693352,1.018463921,0.147543978,1.007376262,0.148762792
2.742101501,1.018933769,0.149832076,1.007730626,0.151091047
2.813509650,1.019402448,0.152082814,1.008084866,0.153381831
2.884917798,1.019869966,0.154297844,1.008438981,0.155636801
2.956325947,1.020336334,0.156478697,1.008792972,0.157857496
3.027734096,1.020801563,0.158626798,1.009146838,0.160045346
3.099142244,1.021265664,0.160743475,1.009500581,0.162201683
3.170550393,1.021728653,0.162829967,1.009854199,0.164327750
3.241958542,1.022190543,0.164887435,1.010207694,0.166424712
3.313366690,1.022651350,0.166916963,1.010561065,0.168493658
3.384774839,1.023111089,0.168919573,1.010914313,0.170535610
3.456182988,1.023569774,0.170896224,1.011267437,0.172551530
3.527591137,1.024027423,0.172847817,1.011620438,0.174542322
3.598999285,1.024484051,0.174775203,1.011973316,0.176508841
3.670407434,1.024939672,0.176679188,1.012326071,0.178451892
3.741815583,1.025394304,0.178560529,1.012678703,0.180372234
3.813223731,1.025847960,0.180419946,1.013031212,0.182270591
3.884631880,1.026300657,0.182258121,1.013383599,0.184147643
3.956040029,1.026752410,0.184075700,1.013735863,0.186004038
4.027448177,1.027203232,0.185873296,1.014088005,0.187840393
4.098856326,1.027653139,0.187651495,1.014440024,0.189657291
4.170264475,1.028102145,0.189410850,1.014791922,0.191455290
4.241672623,1.028550264,0.191151893,1.015143697,0.193234919
4.313080772,1.028997508,0.192875127,1.015495351,0.194996684
4.384488921,1.029443893,0.194581034,1.015846883,0.196741067
4.455897069,1.029889430,0.196270075,1.016198293,0.198468530
4.527305218,1.030334133,0.197942689,1.016549582,0.200179512
4.598713367,1.030778014,0.199599297,1.016900749,0.201874436
4.670121515,1.031221086,0.201240303,1.017251795,0.203553705
4.741529664,1.031663359,0.202866092,1.017602720,0.205217705
4.812937813,1.032104846,0.204477036,1.017953525,0.206866808
4.884345961,1.032545558,0.206073490,1.018304208,0.208501369
4.955754110,1.032985507,0.207655794,1.018654770,0.210121731
5.027162259,1.033424703,0.209224277,1.019005212,0.211728221
5.098570407,1.033863156,0.210779255,1.019355534,0.213321155
5.169978556,1.034300878,0.212321030,1.019705735,0.214900837
5.241386705,1.034737877,0.213849895,1.020055816,0.216467560
5.312794853,1.035174164,0.215366132,1.020405776,0.218021604
5.384203002,1.035609749,0.216870011,1.020755617,0.219563242
5.455611151,1.036044640,0.218361794,1.021105338,0.221092735
5.527019299,1.036478848,0.219841733,1.021454939,0.222610335
5.598427448,1.036912380,0.221310072,1.021804421,0.224116287
5.669835597,1.037345246,0.222767046,1.022153783,0.225610826
5.741243746,1.037777454,0.224212882,1.022503026,0.227094179
5.812651894,1.038209012,0.225647801,1.022852149,0.228566566
5.884060043,1.038639929,0.227072013,1.023201153,0.230028200
5.955468192,1.039070213,0.228485726,1.023550039,0.231479286
6.026876340,1.039499870,0.229889139,1.023898805,0.232920024
6.098284489,1.039928910,0.231282443,1.024247453,0.234350607
6.169692638,1.040357338,0.232665825,1.024595982,0.235771221
6.241100786,1.040785163,0.234039468,1.024944393,0.237182048
6.312508935,1.041212391,0.235403545,1.025292685,0.238583264
6.383917084,1.041639030,0.236758228,1.025640859,0.239975038
6.455325232,1.042065085,0.238103682,1.025988914,0.241357535
6.526733381,1.042490565,0.239440066,1.026336852,0.242730917
6.598141530,1.042915474,0.240767537,1.026684672,0.244095340
6.669549678,1.043339820,0.242086246,1.027032374,0.245450953
6.740957827,1.043763609,0.243396340,1.027379958,0.246797906
6.812365976,1.044186847,0.244697961,1.027727425,0.248136339
6.883774124,1.044609539,0.245991249,1.028074774,0.249466393
6.955182273,1.045031691,0.247276338,1.028422006,0.250788203
7.026590422,1.045453310,0.248553361,1.028769121,0.252101900
7.097998570,1.045874400,0.249822444,1.029116119,0.253407612
7.169406719,1.046294967,0.251083713,1.029462999,0.254705464
7.240814868,1.046715017,0.252337288,1.029809763,0.255995577
7.312223016,1.047134554,0.253583288,1.030156411,0.257278069
7.383631165,1.047553584,0.254821829,1.030502941,0.258553055
7.455039314,1.047972112,0.256053021,1.030849355,0.259820648
7.526447462,1.048390142,0.257276975,1.031195653,0.261080958
7.597855611,1.048807680,0.258493797,1.031541834,0.262334090
7.669263760,1.049224731,0.259703591,1.031887900,0.263580150
7.740671909,1.049641298,0.260906459,1.032233849,0.264819238
7.812080057,1.050057386,0.262102500,1.032579682,0.266051453
7.883488206,1.050473000,0.263291810,1.032925400,0.267276893
7.954896355,1.050888145,0.264474483,1.033271002,0.268495652
8.026304503,1.051302823,0.265650613,1.033616488,0.269707822
