K,rho,angle,F_triangle,r(theta*),type,lam_pred,J_frobenius
1.79,0.9805610638812864,0.09929264413397805,-2.0943951023931957,0.9999921526099709,real+,0.8560253410582945,2.405906267350286
1.7903030303030303,0.9805610638812863,0.09930142024096743,-2.0943951023931957,0.9999921552609484,real+,0.8560009663439556,2.4059077807967646
1.7906060606060605,0.9805610638812862,0.0997301489372769,-2.0943951023931957,0.9999921579105836,real+,0.8559765916298097,2.405909294738589
1.790909090909091,0.9805610638812862,0.09973888702355223,-2.0943951023931957,0.9999921605588764,real+,0.855952216915857,2.4059108091757575
1.7912121212121213,0.9805610638812866,0.09932774392473072,-2.0943951023931957,0.9999921632058282,real+,0.8559278422020976,2.4059123241082694
1.7915151515151515,0.9805610638812865,0.09933651694092016,-2.0943951023931957,0.9999921658514396,real+,0.8559034674885313,2.405913839536124
1.7918181818181818,0.9805610638812863,0.09934528918491901,-2.0943951023931957,0.9999921684957114,real+,0.8558790927751581,2.405915355459321
1.7921212121212122,0.9805610638812868,0.0993540606569308,-2.0943951023931957,0.9999921711386446,real+,0.8558547180619778,2.405916871877858
1.7924242424242425,0.9805610638812868,0.0993628313571603,-2.0943951023931957,0.9999921737802402,real+,0.8558303433489902,2.405918388791735
1.7927272727272727,0.9805610638812864,0.09937160128581293,-2.0943951023931957,0.999992176420499,real+,0.8558059686361955,2.4059199062009506
1.793030303030303,0.9805610638812865,0.09938037044309107,-2.0943951023931957,0.9999921790594218,real+,0.8557815939235933,2.4059214241055047
1.7933333333333334,0.9805610638812863,0.09938913882920013,-2.0943951023931957,0.9999921816970099,real+,0.8557572192111838,2.4059229425053954
1.7936363636363637,0.9805610638812864,0.09939790644434433,-2.0943951023931957,0.9999921843332638,real+,0.8557328444989667,2.4059244614006223
1.793939393939394,0.9805610638812863,0.09982622595097825,-2.0943951023931957,0.9999921869681847,real+,0.8557084697869419,2.405925980791184
1.7942424242424242,0.9805610638812868,0.09941543936255211,-2.0943951023931957,0.9999921896017732,real+,0.8556840950751093,2.40592750067708
1.7945454545454547,0.9805610638812868,0.09942420466602411,-2.0943951023931957,0.9999921922340302,real+,0.8556597203634689,2.4059290210583093
1.794848484848485,0.9805610638812863,0.09943296919934617,-2.0943951023931957,0.9999921948649568,real+,0.8556353456520206,2.405930541934871
1.7951515151515152,0.9805610638812859,0.09986114020106987,-2.0943951023931957,0.9999921974945538,real+,0.8556109709407642,2.405932063306764
