K,rho,angle,label
1.000000000,1.000623281,0.176942646,complex
1.010012516,1.000779602,0.177814056,complex
1.020025031,1.000935898,0.178680856,complex
1.030037547,1.001092170,0.179543113,complex
1.040050063,1.001248417,0.180400892,complex
1.050062578,1.001404640,0.181254257,complex
1.060075094,1.001560839,0.182103269,complex
1.070087610,1.001717013,0.182947991,complex
1.080100125,1.001873163,0.183788482,complex
1.090112641,1.002029289,0.184624799,complex
1.100125156,1.002185390,0.185456999,complex
1.110137672,1.002341467,0.186285138,complex
1.120150188,1.002497520,0.187109270,complex
1.130162703,1.002653549,0.187929448,complex
1.140175219,1.002809553,0.188745723,complex
1.150187735,1.002965533,0.189558146,complex
1.160200250,1.003121488,0.190366767,complex
1.170212766,1.003277420,0.191171635,complex
1.180225282,1.003433327,0.191972796,complex
1.190237797,1.003589210,0.192770298,complex
1.200250313,1.003745068,0.193564185,complex
1.210262829,1.003900903,0.194354502,complex
1.220275344,1.004056713,0.195141293,complex
1.230287860,1.004212500,0.195924600,complex
1.240300375,1.004368262,0.196704466,complex
1.250312891,1.004523999,0.197480931,complex
1.260325407,1.004679713,0.198254036,complex
1.270337922,1.004835403,0.199023820,complex
1.280350438,1.004991068,0.199790321,complex
1.290362954,1.005146710,0.200553578,complex
1.300375469,1.005302327,0.201313627,complex
1.310387985,1.005457920,0.202070505,complex
1.320400501,1.005613489,0.202824247,complex
1.330413016,1.005769034,0.203574890,complex
1.340425532,1.005924555,0.204322466,complex
1.350438048,1.006080052,0.205067011,complex
1.360450563,1.006235525,0.205808556,complex
1.370463079,1.006390974,0.206547135,complex
1.380475594,1.006546399,0.207282779,complex
1.390488110,1.006701800,0.208015520,complex
1.400500626,1.006857177,0.208745388,complex
1.410513141,1.007012530,0.209472415,complex
1.420525657,1.007167859,0.210196628,complex
1.430538173,1.007323164,0.210918059,complex
1.440550688,1.007478445,0.211636735,complex
1.450563204,1.007633702,0.212352684,complex
1.460575720,1.007788935,0.213065934,complex
1.470588235,1.007944144,0.213776513,complex
1.480600751,1.008099330,0.214484448,complex
1.490613267,1.008254491,0.215189763,complex
1.500625782,1.008409629,0.215892486,complex
1.510638298,1.008564743,0.216592642,complex
1.520650814,1.008719833,0.217290256,complex
1.530663329,1.008874899,0.217985352,complex
1.540675845,1.009029941,0.218677955,complex
1.550688360,1.009184960,0.219368088,complex
1.560700876,1.009339954,0.220055775,complex
1.570713392,1.009494925,0.220741039,complex
1.580725907,1.009649872,0.221423903,complex
1.590738423,1.009804796,0.222104388,complex
1.600750939,1.009959695,0.222782518,complex
1.610763454,1.010114571,0.223458313,complex
1.620775970,1.010269423,0.224131796,complex
