K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987738,0.088457933,0.999985522,0.097968845,0.998219785,0.088615013
0.239800035,0.999987739,0.088457940,0.999985522,0.097968852,0.998219785,0.088615019
0.239800070,0.999987739,0.088457946,0.999985523,0.097968859,0.998219786,0.088615026
0.239800105,0.999987740,0.088457953,0.999985524,0.097968866,0.998219786,0.088615032
0.239800140,0.999987741,0.088457959,0.999985525,0.097968873,0.998219787,0.088615039
0.239800175,0.999987741,0.088457966,0.999985525,0.097968880,0.998219788,0.088615045
0.239800210,0.999987742,0.088457972,0.999985526,0.097968887,0.998219788,0.088615052
0.239800245,0.999987743,0.088457978,0.999985527,0.097968894,0.998219789,0.088615058
0.239800280,0.999987743,0.088457985,0.999985527,0.097968902,0.998219789,0.088615064
0.239800315,0.999987744,0.088457991,0.999985528,0.097968909,0.998219790,0.088615071
0.239800350,0.999987744,0.088457998,0.999985529,0.097968916,0.998219790,0.088615077
0.239800385,0.999987745,0.088458004,0.999985529,0.097968923,0.998219791,0.088615084
0.239800420,0.999987746,0.088458011,0.999985530,0.097968930,0.998219791,0.088615090
0.239800455,0.999987746,0.088458017,0.999985531,0.097968937,0.998219792,0.088615097
0.239800490,0.999987747,0.088458024,0.999985532,0.097968944,0.998219792,0.088615103
0.239800525,0.999987748,0.088458030,0.999985532,0.097968951,0.998219793,0.088615110
0.239800560,0.999987748,0.088458036,0.999985533,0.097968959,0.998219793,0.088615116
0.239800595,0.999987749,0.088458043,0.999985534,0.097968966,0.998219794,0.088615123
0.239800630,0.999987750,0.088458049,0.999985534,0.097968973,0.998219794,0.088615129
0.239800665,0.999987750,0.088458056,0.999985535,0.097968980,0.998219795,0.088615136
0.239800700,0.999987751,0.088458062,0.999985536,0.097968987,0.998219795,0.088615142
0.239800735,0.999987751,0.088458069,0.999985536,0.097968994,0.998219796,0.088615148
0.239800770,0.999987752,0.088458075,0.999985537,0.097969001,0.998219796,0.088615155
0.239800805,0.999987753,0.088458081,0.999985538,0.097969008,0.998219797,0.088615161
0.239800840,0.999987753,0.088458088,0.999985539,0.097969016,0.998219797,0.088615168
0.239800875,0.999987754,0.088458094,0.999985539,0.097969023,0.998219798,0.088615174
0.239800910,0.999987755,0.088458101,0.999985540,0.097969030,0.998219798,0.088615181
0.239800945,0.999987755,0.088458107,0.999985541,0.097969037,0.998219799,0.088615187
0.239800980,0.999987756,0.088458114,0.999985541,0.097969044,0.998219799,0.088615194
0.239801015,0.999987757,0.088458120,0.999985542,0.097969051,0.998219800,0.088615200
0.239801050,0.999987757,0.088458126,0.999985543,0.097969058,0.998219800,0.088615207
0.239801085,0.999987758,0.088458133,0.999985543,0.097969065,0.998219801,0.088615213
0.239801120,0.999987758,0.088458139,0.999985544,0.097969072,0.998219801,0.088615219
0.239801155,0.999987759,0.088458146,0.999985545,0.097969080,0.998219802,0.088615226
0.239801190,0.999987760,0.088458152,0.999985546,0.097969087,0.998219802,0.088615232
0.239801225,0.999987760,0.088458159,0.999985546,0.097969094,0.998219803,0.088615239
0.239801260,0.999987761,0.088458165,0.999985547,0.097969101,0.998219803,0.088615245
0.239801295,0.999987762,0.088458172,0.999985548,0.097969108,0.998219804,0.088615252
0.239801330,0.999987762,0.088458178,0.999985548,0.097969115,0.998219804,0.088615258
0.239801365,0.999987763,0.088458184,0.999985549,0.097969122,0.998219805,0.088615265
0.239801400,0.999987764,0.088458191,0.999985550,0.097969129,0.998219805,0.088615271
0.239801435,0.999987764,0.088458197,0.999985550,0.097969137,0.998219806,0.088615278
0.239801470,0.999987765,0.088458204,0.999985551,0.097969144,0.998219806,0.088615284
0.239801505,0.999987765,0.088458210,0.999985552,0.097969151,0.998219807,0.088615291
0.239801540,0.999987766,0.088458217,0.999985553,0.097969158,0.998219807,0.088615297
0.239801575,0.999987767,0.088458223,0.999985553,0.097969165,0.998219808,0.088615303
0.239801610,0.999987767,0.088458229,0.999985554,0.097969172,0.998219808,0.088615310
0.239801645,0.999987768,0.088458236,0.999985555,0.097969179,0.998219809,0.088615316
0.239801680,0.999987769,0.088458242,0.999985555,0.097969186,0.998219809,0.088615323
0.239801715,0.999987769,0.088458249,0.999985556,0.097969194,0.998219810,0.088615329
0.239801750,0.999987770,0.088458255,0.999985557,0.097969201,0.998219810,0.088615336
0.239801785,0.999987771,0.088458262,0.999985557,0.097969208,0.998219811,0.088615342
0.239801820,0.999987771,0.088458268,0.999985558,0.097969215,0.998219811,0.088615349
0.239801855,0.999987772,0.088458275,0.999985559,0.097969222,0.998219812,0.088615355
0.239801890,0.999987772,0.088458281,0.999985560,0.097969229,0.998219812,0.088615362
0.239801925,0.999987773,0.088458287,0.999985560,0.097969236,0.998219813,0.088615368
0.239801960,0.999987774,0.088458294,0.999985561,0.097969243,0.998219813,0.088615374
0.239801995,0.999987774,0.088458300,0.999985562,0.097969251,0.998219814,0.088615381
0.239802030,0.999987775,0.088458307,0.999985562,0.097969258,0.998219814,0.088615387
0.239802065,0.999987776,0.088458313,0.999985563,0.097969265,0.998219815,0.088615394
0.239802100,0.999987776,0.088458320,0.999985564,0.097969272,0.998219815,0.088615400
0.239802135,0.999987777,0.088458326,0.999985564,0.097969279,0.998219816,0.088615407
0.239802170,0.999987777,0.088458332,0.999985565,0.097969286,0.998219816,0.088615413
0.239802205,0.999987778,0.088458339,0.999985566,0.097969293,0.998219817,0.088615420
0.239802240,0.999987779,0.088458345,0.999985567,0.097969300,0.998219817,0.088615426
