K,rho1,ang1,rho2,ang2
0.500000000,0.000000000,0.000000000,0.000000000,0.000000000
0.568345324,0.000000000,0.000000000,0.000000000,0.000000000
0.636690647,0.000000000,0.000000000,0.000000000,0.000000000
0.705035971,0.000000000,0.000000000,0.000000000,0.000000000
0.773381295,0.000000000,0.000000000,0.000000000,0.000000000
0.841726619,0.000000000,0.000000000,0.000000000,0.000000000
0.910071942,0.000000000,0.000000000,0.000000000,0.000000000
0.978417266,0.000000000,0.000000000,0.000000000,0.000000000
1.046762590,1.013506591,0.101824359,0.997202649,0.102193796
1.115107914,1.014160929,0.109827795,0.998079537,0.110430332
1.183453237,1.014916495,0.117277833,0.998955656,0.118076443
1.251798561,1.015741262,0.124269694,0.999831007,0.125240381
1.320143885,1.016614933,0.130874389,1.000705593,0.132000737
1.388489209,1.017524046,0.137146434,1.001579415,0.138416716
1.456834532,1.018459337,0.143128707,1.002452475,0.144534242
1.525179856,1.019414238,0.148855623,1.003324775,0.150389796
1.593525180,1.020383974,0.154355291,1.004196318,0.156012928
1.661870504,1.021364999,0.159651013,1.005067105,0.161427979
1.730215827,1.022354632,0.164762353,1.005937138,0.166655280
1.798561151,1.023350818,0.169705930,1.006806419,0.171712025
1.866906475,1.024351957,0.174495996,1.007674950,0.176612908
1.935251799,1.025356791,0.179144884,1.008542734,0.181370609
2.003597122,1.026364320,0.183663352,1.009409771,0.185996156
2.071942446,1.027373744,0.188060849,1.010276065,0.190499217
2.140287770,1.028384415,0.192345729,1.011141616,0.194888322
2.208633094,1.029395809,0.196525419,1.012006426,0.199171043
2.276978417,1.030407495,0.200606559,1.012870499,0.203354139
2.345323741,1.031419122,0.204595111,1.013733835,0.207443673
2.413669065,1.032430398,0.208496458,1.014596436,0.211445109
2.482014388,1.033441083,0.212315473,1.015458305,0.215363393
2.550359712,1.034450978,0.216056588,1.016319442,0.219203017
2.618705036,1.035459917,0.219723849,1.017179851,0.222968079
2.687050360,1.036467763,0.223320959,1.018039532,0.226662326
2.755395683,1.037474402,0.226851319,1.018898488,0.230289197
2.823741007,1.038479738,0.230318061,1.019756721,0.233851860
2.892086331,1.039483692,0.233724076,1.020614232,0.237353235
2.960431655,1.040486200,0.237072042,1.021471023,0.240796027
3.028776978,1.041487207,0.240364442,1.022327096,0.244182741
3.097122302,1.042486669,0.243603588,1.023182452,0.247515708
