K,rho,angle,label
5.800000000,0.984885780,0.432050120,complex
5.803061224,0.984885780,0.432166076,complex
5.806122449,0.984885780,0.432282004,complex
5.809183673,0.984885780,0.432397902,complex
5.812244898,0.984885780,0.432513771,complex
5.815306122,0.984885780,0.432629611,complex
5.818367347,0.984885780,0.432745422,complex
5.821428571,0.984885780,0.432861204,complex
5.824489796,0.984885780,0.252383884,complex
5.827551020,0.984885780,0.433092680,complex
5.830612245,0.984885780,0.433208375,complex
5.833673469,0.984885780,0.433324041,complex
5.836734694,0.984885780,0.252651434,complex
5.839795918,0.984885780,0.433555287,complex
5.842857143,0.984885780,0.433670866,complex
5.845918367,0.984885780,0.433786417,complex
5.848979592,0.984885780,0.433901938,complex
5.852040816,0.984885780,0.434017431,complex
5.855102041,0.984885780,0.253052239,complex
5.858163265,0.984885780,0.434248331,complex
5.861224490,0.984885780,0.434363737,complex
5.864285714,0.984885780,0.434479115,complex
5.867346939,0.984885780,0.434594465,complex
5.870408163,0.984885780,0.253385770,complex
5.873469388,0.984885780,0.434825077,complex
5.876530612,0.984885780,0.253519062,complex
5.879591837,0.984885780,0.435055575,complex
5.882653061,0.984885780,0.435170782,complex
5.885714286,0.984885780,0.435285959,complex
5.888775510,0.984885780,0.253785440,complex
5.891836735,0.984885780,0.253851992,complex
5.894897959,0.984885780,0.435631321,complex
5.897959184,0.984885780,0.435746385,complex
5.901020408,0.984885780,0.435861420,complex
5.904081633,0.984885780,0.435976427,complex
5.907142857,0.984885780,0.436091406,complex
5.910204082,0.984885780,0.436206356,complex
5.913265306,0.984885780,0.436321278,complex
5.916326531,0.984885780,0.254383794,complex
5.919387755,0.984885780,0.436551037,complex
5.922448980,0.984885780,0.436665873,complex
5.925510204,0.984885780,0.436780682,complex
5.928571429,0.984885780,0.436895463,complex
5.931632653,0.984885780,0.437010215,complex
5.934693878,0.984885780,0.254781933,complex
5.937755102,0.984885780,0.437239635,complex
5.940816327,0.984885780,0.437354303,complex
5.943877551,0.984885780,0.437468942,complex
5.946938776,0.984885780,0.437583554,complex
5.950000000,0.984885780,0.437698137,complex
