K,rho1,ang1,rho2,ang2,rho3,ang3
0.010000000,0.995315792,0.006995145,0.995221868,0.008068318,0.995111866,0.006996579
0.010099505,0.995316416,0.007046368,0.995222306,0.008122682,0.995111958,0.007047815
0.010199010,0.995317041,0.007097220,0.995222744,0.008176684,0.995112049,0.007098682
0.010298515,0.995317668,0.007147711,0.995223182,0.008230332,0.995112138,0.007149187
0.010398020,0.995318296,0.007197848,0.995223620,0.008283632,0.995112226,0.007199338
0.010497525,0.995318925,0.007247637,0.995224058,0.008336592,0.995112312,0.007249142
0.010597030,0.995319556,0.007297087,0.995224496,0.008389217,0.995112398,0.007298606
0.010696535,0.995320187,0.007346204,0.995224934,0.008441514,0.995112482,0.007347737
0.010796040,0.995320820,0.007394995,0.995225372,0.008493489,0.995112566,0.007396542
0.010895545,0.995321453,0.007443465,0.995225810,0.008545148,0.995112649,0.007445027
0.010995050,0.995322087,0.007491622,0.995226248,0.008596496,0.995112730,0.007493199
0.011094555,0.995322722,0.007539472,0.995226686,0.008647540,0.995112812,0.007541062
0.011194060,0.995323357,0.007587019,0.995227124,0.008698283,0.995112892,0.007588624
0.011293565,0.995323994,0.007634271,0.995227562,0.008748733,0.995112972,0.007635890
0.011393070,0.995324630,0.007681231,0.995228000,0.008798893,0.995113051,0.007682864
0.011492575,0.995325268,0.007727906,0.995228438,0.008848769,0.995113130,0.007729554
0.011592080,0.995325906,0.007774301,0.995228876,0.008898365,0.995113208,0.007775963
0.011691585,0.995326544,0.007820421,0.995229314,0.008947686,0.995113286,0.007822097
0.011791090,0.995327182,0.007866270,0.995229752,0.008996736,0.995113363,0.007867960
0.011890595,0.995327821,0.007911853,0.995230190,0.009045521,0.995113440,0.007913557
0.011990100,0.995328461,0.007957175,0.995230628,0.009094044,0.995113517,0.007958894
0.012089604,0.995329100,0.008002240,0.995231066,0.009142309,0.995113593,0.008003973
0.012189109,0.995329740,0.008047053,0.995231504,0.009190321,0.995113669,0.008048800
0.012288614,0.995330380,0.008091618,0.995231942,0.009238083,0.995113745,0.008093379
0.012388119,0.995331020,0.008135938,0.995232380,0.009285600,0.995113821,0.008137714
0.012487624,0.995331660,0.008180018,0.995232818,0.009332874,0.995113897,0.008181808
0.012587129,0.995332301,0.008223862,0.995233256,0.009379910,0.995113972,0.008225666
0.012686634,0.995332941,0.008267473,0.995233694,0.009426712,0.995114048,0.008269292
0.012786139,0.995333582,0.008310856,0.995234132,0.009473282,0.995114123,0.008312688
0.012885644,0.995334222,0.008354012,0.995234570,0.009519624,0.995114199,0.008355860
0.012985149,0.995334863,0.008396948,0.995235008,0.009565742,0.995114274,0.008398809
0.013084654,0.995335503,0.008439664,0.995235446,0.009611638,0.995114350,0.008441540
0.013184159,0.995336144,0.008482165,0.995235884,0.009657317,0.995114425,0.008484055
0.013283664,0.995336784,0.008524455,0.995236322,0.009702780,0.995114501,0.008526359
0.013383169,0.995337425,0.008566535,0.995236760,0.009748031,0.995114576,0.008568454
0.013482674,0.995338065,0.008608410,0.995237198,0.009793073,0.995114652,0.008610343
0.013582179,0.995338705,0.008650082,0.995237636,0.009837908,0.995114728,0.008652029
0.013681684,0.995339345,0.008691554,0.995238074,0.009882540,0.995114804,0.008693515
0.013781189,0.995339985,0.008732829,0.995238512,0.009926972,0.995114880,0.008734805
0.013880694,0.995340625,0.008773910,0.995238950,0.009971205,0.995114956,0.008775900
0.013980199,0.995341265,0.008814799,0.995239388,0.010015243,0.995115032,0.008816803
0.014079704,0.995341904,0.008855500,0.995239826,0.010059089,0.995115109,0.008857518
0.014179209,0.995342543,0.008896014,0.995240264,0.010102743,0.995115186,0.008898047
0.014278714,0.995343182,0.008936344,0.995240702,0.010146210,0.995115263,0.008938391
0.014378219,0.995343821,0.008976493,0.995241140,0.010189492,0.995115340,0.008978555
0.014477724,0.995344460,0.009016464,0.995241578,0.010232590,0.995115417,0.009018539
0.014577229,0.995345098,0.009056257,0.995242016,0.010275508,0.995115495,0.009058347
0.014676734,0.995345736,0.009095877,0.995242454,0.010318247,0.995115573,0.009097981
0.014776239,0.995346374,0.009135325,0.995242892,0.010360809,0.995115651,0.009137443
0.014875744,0.995347011,0.009174603,0.995243330,0.010403198,0.995115729,0.009176735
0.014975249,0.995347649,0.009213713,0.995243768,0.010445414,0.995115808,0.009215860
0.015074754,0.995348286,0.009252658,0.995244206,0.010487461,0.995115887,0.009254819
0.015174259,0.995348922,0.009291440,0.995244644,0.010529339,0.995115966,0.009293615
0.015273764,0.995349559,0.009330061,0.995245082,0.010571052,0.995116046,0.009332250
0.015373269,0.995350195,0.009368522,0.995245520,0.010612600,0.995116126,0.009370726
0.015472774,0.995350831,0.009406826,0.995245958,0.010653986,0.995116206,0.009409044
0.015572279,0.995351466,0.009444974,0.995246396,0.010695213,0.995116287,0.009447207
0.015671784,0.995352101,0.009482969,0.995246834,0.010736281,0.995116368,0.009485216
0.015771289,0.995352736,0.009520813,0.995247272,0.010777192,0.995116449,0.009523074
0.015870794,0.995353370,0.009558506,0.995247710,0.010817948,0.995116530,0.009560781
0.015970299,0.995354004,0.009596051,0.995248148,0.010858552,0.995116612,0.009598341
0.016069803,0.995354638,0.009633450,0.995248586,0.010899004,0.995116694,0.009635754
0.016169308,0.995355272,0.009670704,0.995249024,0.010939307,0.995116777,0.009673022
0.016268813,0.995355905,0.009707816,0.995249462,0.010979461,0.995116860,0.009710148
0.016368318,0.995356537,0.009744785,0.995249900,0.011019470,0.995116943,0.009747132
0.016467823,0.995357170,0.009781615,0.995250338,0.011059333,0.995117027,0.009783976
0.016567328,0.995357802,0.009818307,0.995250776,0.011099053,0.995117111,0.009820682
0.016666833,0.995358433,0.009854862,0.995251214,0.011138632,0.995117195,0.009857251
0.016766338,0.995359065,0.009891282,0.995251652,0.011178070,0.995117280,0.009893685
0.016865843,0.995359695,0.009927568,0.995252090,0.011217370,0.995117365,0.009929986
0.016965348,0.995360326,0.009963722,0.995252528,0.011256532,0.995117451,0.009966154
0.017064853,0.995360956,0.009999745,0.995252966,0.011295559,0.995117536,0.010002191
0.017164358,0.995361586,0.010035639,0.995253404,0.011334451,0.995117623,0.010038099
0.017263863,0.995362215,0.010071405,0.995253842,0.011373210,0.995117709,0.010073880
0.017363368,0.995362844,0.010107044,0.995254280,0.011411838,0.995117796,0.010109533
0.017462873,0.995363473,0.010142558,0.995254718,0.011450335,0.995117884,0.010145061
0.017562378,0.995364101,0.010177948,0.995255156,0.011488703,0.995117972,0.010180465
0.017661883,0.995364728,0.010213215,0.995255594,0.011526943,0.995118060,0.010215747
0.017761388,0.995365356,0.010248361,0.995256032,0.011565057,0.995118148,0.010250907
0.017860893,0.995365983,0.010283387,0.995256470,0.011603046,0.995118237,0.010285947
0.017960398,0.995366609,0.010318293,0.995256908,0.011640910,0.995118327,0.010320868
0.018059903,0.995367236,0.010353082,0.995257346,0.011678652,0.995118416,0.010355671
0.018159408,0.995367861,0.010387754,0.995257784,0.011716272,0.995118507,0.010390358
0.018258913,0.995368487,0.010422311,0.995258222,0.011753772,0.995118597,0.010424929
0.018358418,0.995369112,0.010456754,0.995258660,0.011791152,0.995118688,0.010459386
0.018457923,0.995369736,0.010491084,0.995259098,0.011828414,0.995118780,0.010493729
0.018557428,0.995370361,0.010525301,0.995259536,0.011865559,0.995118871,0.010527961
0.018656933,0.995370984,0.010559408,0.995259974,0.011902589,0.995118964,0.010562082
0.018756438,0.995371608,0.010593404,0.995260412,0.011939503,0.995119056,0.010596093
0.018855943,0.995372231,0.010627292,0.995260850,0.011976303,0.995119149,0.010629995
0.018955448,0.995372853,0.010661072,0.995261288,0.012012991,0.995119243,0.010663789
0.019054953,0.995373476,0.010694746,0.995261726,0.012049567,0.995119336,0.010697477
0.019154458,0.995374097,0.010728313,0.995262164,0.012086032,0.995119431,0.010731059
0.019253963,0.995374719,0.010761776,0.995262602,0.012122388,0.995119525,0.010764536
0.019353468,0.995375340,0.010795135,0.995263040,0.012158634,0.995119620,0.010797909
0.019452973,0.995375960,0.010828391,0.995263478,0.012194773,0.995119716,0.010831180
0.019552478,0.995376580,0.010861545,0.995263916,0.012230806,0.995119811,0.010864348
0.019651983,0.995377200,0.010894599,0.995264354,0.012266732,0.995119908,0.010897416
0.019751488,0.995377819,0.010927552,0.995264792,0.012302553,0.995120004,0.010930383
0.019850993,0.995378438,0.010960406,0.995265230,0.012338270,0.995120101,0.010963252
0.019950498,0.995379057,0.010993162,0.995265668,0.012373884,0.995120199,0.010996022
0.020050003,0.995379675,0.011025821,0.995266106,0.012409396,0.995120297,0.011028695
0.020149507,0.995380293,0.011058383,0.995266544,0.012444807,0.995120395,0.011061271
0.020249012,0.995380910,0.011090849,0.995266982,0.012480117,0.995120493,0.011093752
0.020348517,0.995381527,0.011123221,0.995267420,0.012515327,0.995120592,0.011126138
0.020448022,0.995382144,0.011155498,0.995267858,0.012550439,0.995120692,0.011158429
0.020547527,0.995382760,0.011187683,0.995268296,0.012585452,0.995120792,0.011190628
0.020647032,0.995383375,0.011219775,0.995268734,0.012620368,0.995120892,0.011222734
0.020746537,0.995383991,0.011251775,0.995269172,0.012655188,0.995120993,0.011254749
0.020846042,0.995384606,0.011283685,0.995269610,0.012689913,0.995121094,0.011286673
0.020945547,0.995385220,0.011315504,0.995270048,0.012724542,0.995121195,0.011318507
0.021045052,0.995385834,0.011347235,0.995270486,0.012759078,0.995121297,0.011350251
0.021144557,0.995386448,0.011378876,0.995270924,0.012793520,0.995121399,0.011381907
0.021244062,0.995387061,0.011410430,0.995271362,0.012827870,0.995121502,0.011413475
