K,mu_eff_from_lambda,mu0_real,mu0_imag,mu1_real,mu1_imag
1.0,-2.176098976987969,-1.1489817789724381,0.16563215796400887,-1.1489817789724381,-0.16563215796400887
1.829804898298049,-3.4945632228190595,-2.102521331441533,0.3033577882574853,-2.102521331441533,-0.3033577882574853
2.659609796596098,-4.738102464661425,-3.0560369566937604,0.44102159729004614,-3.0560369566937604,-0.44102159729004614
3.4894146948941467,-5.940488388010712,-4.009545704273483,0.578667515268076,-4.009545704273483,-0.578667515268076
4.319219593192196,-7.115840571322564,-4.963051534263122,0.7163058197106109,-4.963051534263122,-0.7163058197106109
5.149024491490245,-8.271675921955776,-5.916555856062607,0.8539401811711257,-5.916555856062607,-0.8539401811711257
5.978829389788293,-9.412562540087269,-6.870059297186773,0.9915722373675804,-6.870059297186773,-0.9915722373675804
6.808634288086343,-10.541523121240001,-7.823562179429189,1.1292028293373395,-7.823562179429189,-1.1292028293373395
7.6384391863843915,-11.660680927516545,-8.777064684829655,1.2668324333544774,-8.777064684829655,-1.2668324333544774
8.46824408468244,-12.771595150552455,-9.730566924111915,1.4044613393376242,-9.730566924111915,-1.4044613393376242
9.29804898298049,-13.875450796187804,-10.684068968491918,1.5420897338750947,-10.684068968491918,-1.5420897338750947
10.127853881278538,-14.97317351544219,-11.637570865855864,1.6797177424940126,-11.637570865855864,-1.6797177424940126
10.957658779576587,-16.065502742232027,-12.59107264959034,1.8173454527493718,-12.59107264959034,-1.8173454527493718
11.787463677874635,-17.153040271820732,-13.544574343684086,1.9549729275728744,-13.544574343684086,-1.9549729275728744
12.617268576172686,-18.236283665868733,-14.498075965817323,2.0926002133604285,-14.498075965817323,-2.0926002133604285
13.447073474470734,-19.315649903866102,-15.451577529307553,2.230227345068527,-15.451577529307553,-2.230227345068527
14.276878372768783,-20.39149255127357,-16.405079044377064,2.36785434953519,-16.405079044377064,-2.36785434953519
15.106683271066832,-21.464114492714522,-17.358580519002754,2.505481247707489,-17.358580519002754,-2.505481247707489
15.93648816936488,-22.533777554989072,-18.312081959500567,2.643108056173793,-18.312081959500567,-2.643108056173793
16.76629306766293,-23.600709900933417,-19.265583370936387,2.780734788241425,-19.265583370936387,-2.780734788241425
17.59609796596098,-24.66511179455957,-20.219084757420763,2.918361454709641,-20.219084757420763,-2.918361454709641
18.425902864259026,-25.72716015563978,-21.172586122323935,3.0559880644339215,-21.172586122323935,-3.0559880644339215
19.255707762557076,-26.787012200647066,-22.126087468435337,3.193614624744471,-22.126087468435337,-3.193614624744471
20.085512660855127,-27.844808384546134,-23.079588798083524,3.331241141761063,-23.079588798083524,-3.331241141761063
20.915317559153173,-28.900674800850403,-24.033090113227598,3.4688676206329645,-24.033090113227598,-3.4688676206329645
21.745122457451224,-29.954725157100462,-24.986591415527688,3.6064940657240028,-24.986591415527688,-3.6064940657240028
22.57492735574927,-31.007062414115374,-25.94009270639985,3.74412048075681,-25.94009270639985,-3.74412048075681
23.40473225404732,-32.0577801564189,-26.893593987059393,3.8817468689264194,-26.893593987059393,-3.8817468689264194
24.23453715234537,-33.106963745840446,-27.84709525855518,4.0193732329905485,-27.84709525855518,-4.0193732329905485
25.06434205064342,-34.15469129879909,-28.800596521797193,4.1569995753419215,-28.800596521797193,-4.1569995753419215
25.89414694894147,-35.20103451913186,-29.75409777757884,4.294625898066747,-29.75409777757884,-4.294625898066747
