K,rho,angle,label
0.100000000,0.986470828,0.054614484,complex-near-real
0.174683544,0.987652939,0.073311772,complex-near-real
0.249367089,0.988833637,0.088084455,complex-near-real
0.324050633,0.990012926,0.100675466,complex
0.398734177,0.991190813,0.111824380,complex
0.473417722,0.992367301,0.121927602,complex
0.548101266,0.993542396,0.131227034,complex
0.622784810,0.994716103,0.139883222,complex
0.697468354,0.995888427,0.148009202,complex
0.772151899,0.997059373,0.155688146,complex
0.846835443,0.998228944,0.162983374,complex
0.921518987,0.999397147,0.169944424,complex
0.996202532,1.000563987,0.176610924,complex
1.070886076,1.001729467,0.183015172,complex
1.145569620,1.002893592,0.189183904,complex
1.220253165,1.004056368,0.195139554,complex
1.294936709,1.005217799,0.200901167,complex
1.369620253,1.006377890,0.206485077,complex
1.444303797,1.007536644,0.211905420,complex
1.518987342,1.008694068,0.217174530,complex
1.593670886,1.009850165,0.222303242,complex
1.668354430,1.011004940,0.227301140,complex
1.743037975,1.012158398,0.232176750,complex
1.817721519,1.013310542,0.236937697,complex
1.892405063,1.014461378,0.241590834,complex
1.967088608,1.015610910,0.246142346,complex
2.041772152,1.016759143,0.250597841,complex
2.116455696,1.017906080,0.254962421,complex
2.191139241,1.019051726,0.259240743,complex
2.265822785,1.020196086,0.263437077,complex
2.340506329,1.021339163,0.267555343,complex
2.415189873,1.022480963,0.271599155,complex
2.489873418,1.023621489,0.275571851,complex
2.564556962,1.024760745,0.279476524,complex
2.639240506,1.025898737,0.283316043,complex
2.713924051,1.027035467,0.287093081,complex
2.788607595,1.028170941,0.290810128,complex
2.863291139,1.029305162,0.294469511,complex
2.937974684,1.030438135,0.298073407,complex
3.012658228,1.031569864,0.301623858,complex
3.087341772,1.032700352,0.305122781,complex
3.162025316,1.033829604,0.308571980,complex
3.236708861,1.034957623,0.311973155,complex
3.311392405,1.036084415,0.315327908,complex
3.386075949,1.037209983,0.318637755,complex
3.460759494,1.038334330,0.321904126,complex
3.535443038,1.039457462,0.325128380,complex
3.610126582,1.040579381,0.328311804,complex
3.684810127,1.041700091,0.331455618,complex
3.759493671,1.042819598,0.334560983,complex
3.834177215,1.043937904,0.337629005,complex
3.908860759,1.045055013,0.340660734,complex
3.983544304,1.046170929,0.343657174,complex
4.058227848,1.047285656,0.346619282,complex
4.132911392,1.048399198,0.349547971,complex
4.207594937,1.049511559,0.352444115,complex
4.282278481,1.050622741,0.355308549,complex
4.356962025,1.051732750,0.358142073,complex
4.431645570,1.052841589,0.360945454,complex
4.506329114,1.053949261,0.363719427,complex
4.581012658,1.055055770,0.366464697,complex
4.655696203,1.056161119,0.369181941,complex
4.730379747,1.057265313,0.371871810,complex
4.805063291,1.058368356,0.374534930,complex
4.879746835,1.059470249,0.377171903,complex
4.954430380,1.060570998,0.379783309,complex
5.029113924,1.061670606,0.382369705,complex
5.103797468,1.062769076,0.384931630,complex
5.178481013,1.063866411,0.387469603,complex
5.253164557,1.064962616,0.389984124,complex
5.327848101,1.066057694,0.392475678,complex
5.402531646,1.067151648,0.394944730,complex
5.477215190,1.068244482,0.397391733,complex
5.551898734,1.069336199,0.399817121,complex
5.626582278,1.070426802,0.402221319,complex
5.701265823,1.071516296,0.404604733,complex
5.775949367,1.072604683,0.406967760,complex
5.850632911,1.073691966,0.409310781,complex
5.925316456,1.074778150,0.411634170,complex
6.000000000,1.075863237,0.413938284,complex
