K,mu_eff_from_lambda,mu0_real,mu0_imag,mu1_real,mu1_imag
0.1,-1.032026309364342,-0.11408423029216123,0.014514526412508234,-0.11408423029216123,-0.014514526412508234
0.930178497301785,-4.055294650787244,-1.0687458748138687,0.1540356499259778,-1.0687458748138687,-0.1540356499259778
1.7603569946035702,-6.127222668470011,-2.0227192311517084,0.2918348480802468,-2.0227192311517084,-0.2918348480802468
2.590535491905355,-7.956216828368399,-2.976665123914408,0.4295631569310531,-2.976665123914408,-0.4295631569310531
3.4207139892071403,-9.654818332206537,-3.9306035240885224,0.5672719822904426,-3.9306035240885224,-0.5672719822904426
4.250892486508925,-11.26867046827291,-4.884538817068775,0.704972700939385,-4.884538817068775,-0.704972700939385
5.08107098381071,-12.821718980955763,-5.838472524589365,0.8426692751094201,-5.838472524589365,-0.8426692751094201
5.911249481112495,-14.328387470886469,-6.792405314151337,0.9803634466278235,-6.792405314151337,-0.9803634466278235
6.74142797841428,-15.798162906847498,-7.7463375246655835,1.1180561011810939,-7.7463375246655835,-1.1180561011810939
7.571606475716065,-17.2376804152476,-8.700269346489929,1.2557477367689773,-8.700269346489929,-1.2557477367689773
8.40178497301785,-18.65179636185132,-9.654200894784017,1.3934386549078264,-9.654200894784017,-1.3934386549078264
9.231963470319636,-20.04419207816088,-10.608132243304278,1.531129048833314,-10.608132243304278,-1.531129048833314
10.06214196762142,-21.41773716263504,-11.562063441476466,1.6688190481035288,-11.562063441476466,-1.6688190481035288
10.892320464923205,-22.77471996297766,-12.515994523664046,1.80650874283253,-12.515994523664046,-1.80650874283253
11.722498962224991,-24.117000170641397,-13.469925514499703,1.9441981976396412,-13.469925514499703,-1.9441981976396412
12.552677459526775,-25.44611347065135,-14.42385643210198,2.0818874600700066,-14.42385643210198,-2.0818874600700066
13.38285595682856,-26.763345466882257,-15.377787290095114,2.2195765658845055,-15.377787290095114,-2.2195765658845055
14.213034454130346,-28.06978523803955,-16.331718098921147,2.357265542497706,-16.331718098921147,-2.357265542497706
15.04321295143213,-29.366364991259346,-17.28564886671776,2.494954411278589,-17.28564886671776,-2.494954411278589
15.873391448733916,-30.653889985374764,-18.239579599920706,2.632643189129979,-18.239579599920706,-2.632643189129979
16.703569946035703,-31.933061492163255,-19.19351030368663,2.7703318895973936,-19.19351030368663,-2.7703318895973936
17.533748443337487,-33.2044946787068,-20.14744098219579,2.9080205236631755,-20.14744098219579,-2.9080205236631755
18.363926940639274,-34.46873271992245,-21.101371638872724,3.0457091003253725,-21.101371638872724,-3.0457091003253725
19.194105437941058,-35.72625806946083,-22.05530227654963,3.183397627026539,-22.05530227654963,-3.183397627026539
20.024283935242842,-36.97750155847527,-23.009232897589143,3.3210861099759237,-23.009232897589143,-3.3210861099759237
20.85446243254463,-38.222849813014015,-23.96316350397776,3.458774554394776,-23.96316350397776,-3.458774554394776
21.684640929846413,-39.46265135489301,-24.917094097397822,3.5964629647053292,-24.917094097397822,-3.5964629647053292
22.514819427148197,-40.69722166086293,-25.871024679283625,3.73415134467803,-25.871024679283625,-3.73415134467803
23.344997924449984,-41.92684738952871,-26.824955250865436,3.8718396975473426,-26.824955250865436,-3.8718396975473426
24.175176421751768,-43.151789937542866,-27.778885813204603,4.009528026103714,-27.778885813204603,-4.009528026103714
25.005354919053552,-44.372288450657386,-28.732816367221506,4.147216332767247,-28.732816367221506,-4.147216332767247
25.83553341635534,-45.58856238850843,-29.686746913718306,4.284904619647169,-29.686746913718306,-4.284904619647169
26.665711913657123,-46.80081372133617,-30.640677453397238,4.422592888590186,-30.640677453397238,-4.422592888590186
27.495890410958907,-48.00922882126074,-31.594607986875744,4.560281141220095,-31.594607986875744,-4.560281141220095
28.326068908260694,-49.21398009843586,-32.54853851469893,4.6979693789704475,-32.54853851469893,-4.6979693789704475
29.15624740556248,-50.4152274229562,-33.50246903734979,4.835657603111591,-33.50246903734979,-4.835657603111591
29.986425902864262,-51.61311936581833,-34.456399555257846,4.973345814773274,-34.456399555257846,-4.973345814773274
30.81660440016605,-52.807794286299796,-35.41033006880636,5.111034014963559,-35.41033006880636,-5.111034014963559
31.646782897467833,-53.99938128841661,-36.364260578338346,5.248722204584806,-36.364260578338346,-5.248722204584806
32.47696139476962,-55.18800106515352,-37.3181910841618,5.386410384447116,-37.3181910841618,-5.386410384447116
33.307139892071405,-56.37376664622441,-38.27212158655401,5.524098555279891,-38.27212158655401,-5.524098555279891
34.13731838937319,-57.55678406244095,-39.22605208576521,5.661786717741595,-39.22605208576521,-5.661786717741595
34.96749688667497,-58.73715293784317,-40.179982582022,5.799474872428191,-40.179982582022,-5.799474872428191
35.79767538397676,-59.914967018904875,-41.13391307552986,5.9371630198803915,-41.13391307552986,-5.9371630198803915
36.62785388127855,-61.09031464884732,-42.08784356647571,6.074851160589889,-42.08784356647571,-6.074851160589889
37.45803237858033,-62.263279193843324,-43.04177405502985,6.212539295004824,-43.04177405502985,-6.212539295004824
38.288210875882115,-63.43393942694843,-43.99570454134788,6.350227423534477,-43.99570454134788,-6.350227423534477
39.1183893731839,-64.60236987475952,-44.94963502557209,6.487915546553398,-44.94963502557209,-6.487915546553398
39.94856787048568,-65.76864113116095,-45.903565507833044,6.625603664405,-45.903565507833044,-6.625603664405
40.77874636778747,-66.93282014186454,-46.857495988250626,6.763291777404778,-46.857495988250626,-6.763291777404778
41.60892486508926,-68.09497046303238,-47.811426466935124,6.9009798858430225,-47.811426466935124,-6.9009798858430225
42.43910336239104,-69.25515249677552,-48.765356943988294,7.038667989987344,-48.765356943988294,-7.038667989987344
43.269281859692825,-70.41342370604634,-49.719287419504,7.176356090084784,-49.719287419504,-7.176356090084784
44.09946035699461,-71.5698388110315,-50.67321789356905,7.314044186363842,-50.67321789356905,-7.314044186363842
44.92963885429639,-72.72444996902071,-51.627148366263846,7.4517322790360865,-51.627148366263846,-7.4517322790360865
45.75981735159818,-73.87730693938818,-52.58107883766299,7.58942036829777,-52.58107883766299,-7.58942036829777
46.58999584889997,-75.02845723512362,-53.53500930783571,7.727108454331142,-53.53500930783571,-7.727108454331142
47.42017434620175,-76.17794626233037,-54.488939776846415,7.8647965373057005,-54.488939776846415,-7.8647965373057005
48.250352843503535,-77.32581744871412,-55.442870244755085,8.002484617379288,-55.442870244755085,-8.002484617379288
49.08053134080532,-78.4721123622395,-56.39680071161763,8.140172694699064,-56.39680071161763,-8.140172694699064
49.9107098381071,-79.61687082072152,-57.35073117748624,8.277860769402391,-57.35073117748624,-8.277860769402391
50.74088833540889,-80.76013099330275,-58.30466164240972,8.415548841617671,-58.30466164240972,-8.415548841617671
51.57106683271068,-81.90192949446285,-59.25859210643372,8.553236911465019,-59.25859210643372,-8.553236911465019
52.40124533001246,-83.04230147124868,-60.212522569600914,8.690924979056938,-60.212522569600914,-8.690924979056938
53.231423827314245,-84.18128068432428,-61.16645303195148,8.828613044498928,-61.16645303195148,-8.828613044498928
54.06160232461603,-85.31889958333572,-62.120383493522965,8.966301107890011,-62.120383493522965,-8.966301107890011
54.89178082191781,-86.45518937710247,-63.07431395435074,9.103989169323203,-63.07431395435074,-9.103989169323203
55.7219593192196,-87.59018009904186,-64.02824441446803,9.241677228885992,-64.02824441446803,-9.241677228885992
56.55213781652139,-88.7239006682308,-64.98217487390619,9.37936528666074,-64.98217487390619,-9.37936528666074
57.38231631382317,-89.8563789464405,-65.93610533269462,9.517053342725019,-65.93610533269462,-9.517053342725019
58.212494811124955,-90.98764179148081,-66.89003579086112,9.654741397151994,-66.89003579086112,-9.654741397151994
59.04267330842674,-92.11771510713251,-67.84396624843195,9.792429450010708,-67.84396624843195,-9.792429450010708
59.87285180572852,-93.24662388990761,-68.79789670543187,9.93011750136638,-68.79789670543187,-9.93011750136638
60.70303030303031,-94.3743922729549,-69.75182716188432,10.067805551280676,-69.75182716188432,-10.067805551280676
61.5332088003321,-95.50104356721255,-70.70575761781143,10.2054935998119,-70.70575761781143,-10.2054935998119
62.36338729763388,-96.6266003001161,-71.65968807323418,10.343181647015278,-71.65968807323418,-10.343181647015278
63.193565794935665,-97.75108425197085,-72.61361852817245,10.480869692943143,-72.61361852817245,-10.480869692943143
64.02374429223745,-98.87451649018517,-73.56754898264515,10.618557737645094,-73.56754898264515,-10.618557737645094
64.85392278953923,-99.9969174015258,-74.52147943667002,10.75624578116818,-74.52147943667002,-10.75624578116818
65.68410128684101,-101.11830672251496,-75.47540989026417,10.893933823557118,-75.47540989026417,-10.893933823557118
66.5142797841428,-102.23870356807845,-76.42934034344368,11.03162186485434,-76.42934034344368,-11.03162186485434
67.34445828144459,-103.35812645864324,-77.38327079622384,11.16930990510023,-77.38327079622384,-11.16930990510023
68.17463677874638,-104.47659334568165,-78.33720124861937,11.306997944333187,-78.33720124861937,-11.306997944333187
69.00481527604815,-105.59412163589606,-79.29113170064394,11.444685982589746,-79.29113170064394,-11.444685982589746
69.83499377334994,-106.71072821408802,-80.24506215231096,11.58237401990472,-80.24506215231096,-11.58237401990472
70.66517227065172,-107.82642946479405,-81.19899260363299,11.720062056311297,-81.19899260363299,-11.720062056311297
71.49535076795351,-108.9412412928129,-82.15292305462197,11.857750091841119,-82.15292305462197,-11.857750091841119
72.3255292652553,-110.05517914262374,-83.10685350528945,11.995438126524359,-83.10685350528945,-11.995438126524359
73.15570776255709,-111.16825801684314,-84.06078395564634,12.13312616038984,-84.06078395564634,-12.13312616038984
73.98588625985886,-112.28049249370294,-85.01471440570312,12.270814193465084,-85.01471440570312,-12.270814193465084
74.81606475716065,-113.39189674368943,-85.96864485546975,12.408502225776385,-85.96864485546975,-12.408502225776385
75.64624325446243,-114.50248454532222,-86.9225753049558,12.546190257348897,-86.9225753049558,-12.546190257348897
76.47642175176422,-115.61226930016637,-87.87650575417038,12.683878288206662,-87.87650575417038,-12.683878288206662
77.30660024906601,-116.72126404712004,-88.83043620312228,12.821566318372733,-88.83043620312228,-12.821566318372733
78.1367787463678,-117.8294814760031,-89.78436665181987,12.959254347869127,-89.78436665181987,-12.959254347869127
78.96695724366957,-118.93693394049929,-90.73829710027108,13.096942376716942,-90.73829710027108,-13.096942376716942
79.79713574097136,-120.04363347050703,-91.69222754848373,13.234630404936457,-91.69222754848373,-13.234630404936457
80.62731423827314,-121.14959178387907,-92.6461579964651,13.372318432547072,-92.6461579964651,-13.372318432547072
81.45749273557493,-122.25482029764059,-93.60008844422232,13.510006459567368,-93.60008844422232,-13.510006459567368
82.28767123287672,-123.35933013870839,-94.55401889176211,13.647694486015245,-94.55401889176211,-13.647694486015245
83.1178497301785,-124.46313215407841,-95.50794933909104,13.785382511907812,-95.50794933909104,-13.785382511907812
83.94802822748028,-125.56623692062396,-96.46187978621532,13.923070537261562,-96.46187978621532,-13.923070537261562
84.77820672478207,-126.66865475437932,-97.41581023314099,14.060758562092351,-97.41581023314099,-14.060758562092351
85.60838522208385,-127.77039571949176,-98.36974067987379,14.198446586415338,-98.36974067987379,-14.198446586415338
86.43856371938564,-128.87146963673072,-99.32367112641934,14.336134610245194,-99.32367112641934,-14.336134610245194
87.26874221668743,-129.97188609165016,-100.27760157278297,14.473822633595969,-100.27760157278297,-14.473822633595969
88.09892071398922,-131.07165444240763,-101.23153201896979,14.611510656481194,-101.23153201896979,-14.611510656481194
88.92909921129099,-132.17078382724475,-102.18546246498472,14.749198678913924,-102.18546246498472,-14.749198678913924
89.75927770859278,-133.26928317164737,-103.13939291083263,14.886886700906699,-103.13939291083263,-14.886886700906699
90.58945620589456,-134.36716119522126,-104.09332335651807,15.024574722471634,-104.09332335651807,-15.024574722471634
91.41963470319635,-135.46442641828136,-105.0472538020454,15.16226274362035,-105.0472538020454,-15.16226274362035
92.24981320049814,-136.56108716816982,-106.00118424741896,15.299950764364105,-106.00118424741896,-15.299950764364105
93.07999169779993,-137.65715158531762,-106.95511469264285,15.437638784713737,-106.95511469264285,-15.437638784713737
93.9101701951017,-138.7526276290736,-107.909045137721,15.575326804679685,-107.909045137721,-15.575326804679685
94.74034869240349,-139.84752308328373,-108.86297558265731,15.713014824272028,-108.86297558265731,-15.713014824272028
95.57052718970527,-140.9418455616656,-109.81690602745546,15.850702843500518,-109.81690602745546,-15.850702843500518
96.40070568700706,-142.03560251296722,-110.77083647211896,15.988390862374546,-110.77083647211896,-15.988390862374546
97.23088418430885,-143.12880122593776,-111.72476691665133,16.12607888090317,-111.72476691665133,-16.12607888090317
98.06106268161064,-144.22144883408748,-112.67869736105585,16.26376689909519,-112.67869736105585,-16.26376689909519
98.89124117891241,-145.3135523202812,-113.63262780533576,16.40145491695907,-113.63262780533576,-16.40145491695907
99.7214196762142,-146.4051185211575,-114.58655824949417,16.539142934502998,-114.58655824949417,-16.539142934502998
100.55159817351598,-147.49615413136954,-115.54048869353412,16.676830951734928,-115.54048869353412,-16.676830951734928
101.38177667081777,-148.58666570769975,-116.49441913745842,16.81451896866248,-116.49441913745842,-16.81451896866248
102.21195516811956,-149.67665967298163,-117.44834958127005,16.9522069852931,-117.44834958127005,-16.9522069852931
103.04213366542135,-150.76614231990635,-118.40228002497159,17.089895001633952,-118.40228002497159,-17.089895001633952
103.87231216272312,-151.85511981469364,-119.35621046856573,17.227583017691963,-119.35621046856573,-17.227583017691963
104.7024906600249,-152.94359820061163,-120.31014091205505,17.365271033473913,-120.31014091205505,-17.365271033473913
105.5326691573267,-154.0315834013845,-121.264071355442,17.502959048986277,-121.264071355442,-17.502959048986277
106.36284765462848,-155.11908122448054,-122.2180017987289,17.640647064235356,-122.2180017987289,-17.640647064235356
107.19302615193027,-156.2060973642772,-123.17193224191826,17.778335079227286,-123.17193224191826,-17.778335079227286
108.02320464923206,-157.29263740512465,-124.12586268501215,17.916023093968004,-124.12586268501215,-17.916023093968004
108.85338314653384,-158.37870682429408,-125.07979312801284,18.05371110846325,-125.07979312801284,-18.05371110846325
109.68356164383562,-159.46431099483607,-126.03372357092243,18.191399122718583,-126.03372357092243,-18.191399122718583
110.5137401411374,-160.54945518832767,-126.987654013743,18.329087136739425,-126.987654013743,-18.329087136739425
111.34391863843919,-161.63414457754664,-127.94158445647646,18.46677515053101,-127.94158445647646,-18.46677515053101
112.17409713574098,-162.71838423903682,-128.89551489912483,18.604463164098426,-128.89551489912483,-18.604463164098426
113.00427563304277,-163.80217915560064,-129.84944534168994,18.742151177446626,-129.84944534168994,-18.742151177446626
113.83445413034455,-164.8855342186972,-130.80337578417368,18.879839190580412,-130.80337578417368,-18.879839190580412
114.66463262764633,-165.9684542307735,-131.75730622657767,19.017527203504393,-131.75730622657767,-19.017527203504393
115.49481112494811,-167.05094390752737,-132.71123666890378,19.155215216223148,-132.71123666890378,-19.155215216223148
116.3249896222499,-168.13300788005782,-133.6651671111536,19.29290322874104,-133.6651671111536,-19.29290322874104
117.15516811955169,-169.21465069700596,-134.61909755332877,19.430591241062345,-134.61909755332877,-19.430591241062345
117.98534661685348,-170.29587682657677,-135.5730279954309,19.568279253191225,-135.5730279954309,-19.568279253191225
118.81552511415526,-171.37669065852,-136.52695843746147,19.70596726513169,-136.52695843746147,-19.70596726513169
119.64570361145704,-172.45709650604329,-137.4808888794219,19.84365527688768,-137.4808888794219,-19.84365527688768
120.47588210875882,-173.53709860768507,-138.4348193213139,19.98134328846302,-138.4348193213139,-19.98134328846302
121.30606060606061,-174.61670112907777,-139.38874976313855,20.11903129986137,-139.38874976313855,-20.11903129986137
122.1362391033624,-175.6959081647333,-140.34268020489745,20.256719311086382,-140.34268020489745,-20.256719311086382
122.96641760066419,-176.77472373968627,-141.29661064659183,20.39440732214155,-141.29661064659183,-20.39440732214155
123.79659609796597,-177.85315181117986,-142.25054108822303,20.532095333030302,-142.25054108822303,-20.532095333030302
124.62677459526775,-178.9311962702175,-143.2044715297923,20.669783343755928,-143.2044715297923,-20.669783343755928
125.45695309256953,-180.00886094311298,-144.15840197130083,20.807471354321727,-144.15840197130083,-20.807471354321727
126.28713158987132,-181.08614959300576,-145.11233241274988,20.945159364730806,-145.11233241274988,-20.945159364730806
127.11731008717311,-182.16306592128518,-146.06626285414055,21.082847374986226,-146.06626285414055,-21.082847374986226
