K,rho1,ang1,rho2,ang2
1.000000000,1.000862409,0.178273846,1.000862409,0.178273846
1.063291139,1.001865015,0.183744722,1.001865015,0.183744722
1.126582278,1.002866619,0.189043381,1.002866619,0.189043381
1.189873418,1.003867223,0.194183984,1.003867223,0.194183984
1.253164557,1.004866831,0.199178829,1.004866831,0.199178829
1.316455696,1.005865446,0.204038679,1.005865446,0.204038679
1.379746835,1.006863070,0.208773019,1.006863070,0.208773019
1.443037975,1.007859707,0.213390259,1.007859707,0.213390259
1.506329114,1.008855359,0.217897896,1.008855359,0.217897896
1.569620253,1.009850030,0.222302650,1.009850030,0.222302650
1.632911392,1.010843722,0.226610572,1.010843722,0.226610572
1.696202532,1.011836438,0.230827133,1.011836438,0.230827133
1.759493671,1.012828181,0.234957301,1.012828181,0.234957301
1.822784810,1.013818954,0.239005601,1.013818954,0.239005601
1.886075949,1.014808759,0.242976173,1.014808759,0.242976173
1.949367089,1.015797600,0.246872812,1.015797600,0.246872812
2.012658228,1.016785480,0.250699010,1.016785480,0.250699010
2.075949367,1.017772400,0.254457988,1.017772400,0.254457988
2.139240506,1.018758364,0.258152726,1.018758364,0.258152726
2.202531646,1.019743376,0.261785985,1.019743376,0.261785985
2.265822785,1.020727436,0.265360331,1.020727436,0.265360331
2.329113924,1.021710549,0.268878154,1.021710549,0.268878154
2.392405063,1.022692717,0.272341683,1.022692717,0.272341683
2.455696203,1.023673942,0.275753004,1.023673942,0.275753004
2.518987342,1.024654228,0.279114068,1.024654228,0.279114068
2.582278481,1.025633577,0.282426707,1.025633577,0.282426707
2.645569620,1.026611991,0.285692641,1.026611991,0.285692641
2.708860759,1.027589474,0.288913492,1.027589474,0.288913492
2.772151899,1.028566028,0.292090785,1.028566028,0.292090785
2.835443038,1.029541656,0.295225961,1.029541656,0.295225961
2.898734177,1.030516360,0.298320384,1.030516360,0.298320384
2.962025316,1.031490143,0.301375340,1.031490143,0.301375340
3.025316456,1.032463007,0.304392053,1.032463007,0.304392053
3.088607595,1.033434956,0.307371681,1.033434956,0.307371681
3.151898734,1.034405992,0.310315323,1.034405992,0.310315323
3.215189873,1.035376116,0.313224027,1.035376116,0.313224027
3.278481013,1.036345333,0.316098787,1.036345333,0.316098787
3.341772152,1.037313644,0.318940553,1.037313644,0.318940553
3.405063291,1.038281052,0.321750228,1.038281052,0.321750228
3.468354430,1.039247560,0.324528676,1.039247560,0.324528676
3.531645570,1.040213169,0.327276721,1.040213169,0.327276721
3.594936709,1.041177883,0.329995152,1.041177883,0.329995152
3.658227848,1.042141704,0.332684723,1.042141704,0.332684723
3.721518987,1.043104634,0.335346157,1.043104634,0.335346157
3.784810127,1.044066676,0.337980146,1.044066676,0.337980146
3.848101266,1.045027833,0.340587355,1.045027833,0.340587355
3.911392405,1.045988106,0.343168420,1.045988106,0.343168420
3.974683544,1.046947499,0.345723953,1.046947499,0.345723953
4.037974684,1.047906013,0.348254543,1.047906013,0.348254543
4.101265823,1.048863651,0.350760757,1.048863651,0.350760757
4.164556962,1.049820416,0.353243137,1.049820416,0.353243137
4.227848101,1.050776310,0.355702208,1.050776310,0.355702208
4.291139241,1.051731334,0.358138476,1.051731334,0.358138476
4.354430380,1.052685493,0.360552427,1.052685493,0.360552427
4.417721519,1.053638787,0.362944530,1.053638787,0.362944530
4.481012658,1.054591220,0.365315240,1.054591220,0.365315240
4.544303797,1.055542793,0.367664993,1.055542793,0.367664993
4.607594937,1.056493509,0.369994212,1.056493509,0.369994212
4.670886076,1.057443370,0.372303306,1.057443370,0.372303306
4.734177215,1.058392379,0.374592669,1.058392379,0.374592669
4.797468354,1.059340538,0.376862684,1.059340538,0.376862684
4.860759494,1.060287849,0.379113720,1.060287849,0.379113720
4.924050633,1.061234314,0.381346136,1.061234314,0.381346136
4.987341772,1.062179936,0.383560279,1.062179936,0.383560279
5.050632911,1.063124716,0.385756485,1.063124716,0.385756485
5.113924051,1.064068658,0.387935079,1.064068658,0.387935079
5.177215190,1.065011763,0.390096379,1.065011763,0.390096379
5.240506329,1.065954034,0.392240690,1.065954034,0.392240690
5.303797468,1.066895473,0.394368310,1.066895473,0.394368310
5.367088608,1.067836081,0.396479528,1.067836081,0.396479528
5.430379747,1.068775862,0.398574626,1.068775862,0.398574626
5.493670886,1.069714817,0.400653875,1.069714817,0.400653875
5.556962025,1.070652949,0.402717541,1.070652949,0.402717541
5.620253165,1.071590260,0.404765883,1.071590260,0.404765883
5.683544304,1.072526751,0.406799149,1.072526751,0.406799149
5.746835443,1.073462425,0.408817586,1.073462425,0.408817586
5.810126582,1.074397285,0.410821429,1.074397285,0.410821429
5.873417722,1.075331331,0.412810911,1.075331331,0.412810911
5.936708861,1.076264567,0.414786256,1.076264567,0.414786256
6.000000000,1.077196995,0.416747684,1.077196995,0.416747684
