K,rho1,ang1,rho2,ang2,rho3,ang3
0.000130000,0.999919080,0.000000503,0.999917956,0.000000000,0.990494044,0.000000000
0.009639969,0.995253224,0.005864486,0.995223509,0.005931793,0.995193006,0.005864840
0.019149938,0.995288116,0.009550132,0.995252172,0.009632508,0.995214662,0.009550837
0.028659907,0.995322807,0.012166025,0.995280834,0.012262945,0.995236517,0.012167079
0.038169876,0.995356780,0.014311318,0.995309495,0.014421165,0.995259089,0.014312723
0.047679845,0.995390191,0.016174369,0.995338156,0.016295882,0.995282222,0.016176124
0.057189814,0.995423168,0.017843805,0.995366816,0.017976015,0.995305787,0.017845910
0.066699783,0.995455802,0.019369756,0.995395474,0.019511894,0.995329693,0.019372210
0.076209752,0.995488156,0.020783851,0.995424133,0.020935294,0.995353877,0.020786655
0.085719721,0.995520277,0.022107566,0.995452790,0.022267793,0.995378293,0.022110720
0.095229690,0.995552200,0.023356273,0.995481446,0.023524844,0.995402905,0.023359777
0.104739659,0.995583953,0.024541426,0.995510102,0.024717959,0.995427686,0.024545280
0.114249628,0.995615556,0.025671830,0.995538756,0.025855992,0.995452615,0.025676033
0.123759597,0.995647028,0.026754424,0.995567410,0.026945923,0.995477674,0.026758976
0.133269566,0.995678381,0.027794796,0.995596063,0.027993369,0.995502849,0.027799698
0.142779535,0.995709629,0.028797523,0.995624716,0.029002936,0.995528128,0.028802775
0.152289504,0.995740781,0.029766411,0.995653367,0.029978450,0.995553502,0.029772012
0.161799473,0.995771846,0.030704663,0.995682018,0.030923134,0.995578962,0.030710613
0.171309442,0.995802830,0.031615006,0.995710667,0.031839732,0.995604499,0.031621306
0.180819411,0.995833741,0.032499787,0.995739316,0.032730604,0.995630110,0.032506436
0.190329380,0.995864584,0.033361039,0.995767965,0.033597797,0.995655786,0.033368038
0.199839349,0.995895363,0.034200541,0.995796612,0.034443099,0.995681525,0.034207889
0.209349318,0.995926083,0.035019857,0.995825258,0.035268084,0.995707321,0.035027554
0.218859287,0.995956748,0.035820371,0.995853904,0.036074146,0.995733170,0.035828418
0.228369256,0.995987361,0.036603318,0.995882549,0.036862526,0.995759070,0.036611714
0.237879225,0.996017926,0.037369803,0.995911193,0.037634336,0.995785016,0.037378547
0.247389194,0.996048444,0.038120817,0.995939836,0.038390576,0.995811007,0.038129911
0.256899163,0.996078919,0.038857259,0.995968478,0.039132147,0.995837040,0.038866702
0.266409132,0.996109354,0.039579942,0.995997120,0.039859869,0.995863113,0.039589733
0.275919101,0.996139749,0.040289606,0.996025761,0.040574486,0.995889222,0.040299746
0.285429070,0.996170107,0.040986927,0.996054401,0.041276681,0.995915367,0.040997417
0.294939039,0.996200430,0.041672526,0.996083040,0.041967075,0.995941546,0.041683365
0.304449008,0.996230719,0.042346972,0.996111678,0.042646242,0.995967757,0.042358160
0.313958977,0.996260976,0.043010790,0.996140315,0.043314710,0.995993998,0.043022326
0.323468946,0.996291202,0.043664464,0.996168952,0.043972968,0.996020269,0.043676349
0.332978915,0.996321399,0.044308443,0.996197588,0.044621466,0.996046567,0.044320677
0.342488884,0.996351567,0.044943144,0.996226223,0.045260626,0.996072892,0.044955727
0.351998853,0.996381709,0.045568956,0.996254857,0.045890836,0.996099243,0.045581887
0.361508822,0.996411824,0.046186238,0.996283490,0.046512460,0.996125618,0.046199518
0.371018791,0.996441914,0.046795330,0.996312123,0.047125839,0.996152017,0.046808958
0.380528760,0.996471980,0.047396546,0.996340754,0.047731290,0.996178438,0.047410523
0.390038729,0.996502023,0.047990183,0.996369385,0.048329111,0.996204881,0.048004508
0.399548698,0.996532043,0.048576519,0.996398015,0.048919583,0.996231345,0.048591193
0.409058667,0.996562041,0.049155815,0.996426644,0.049502967,0.996257829,0.049170837
0.418568636,0.996592018,0.049728317,0.996455273,0.050079512,0.996284333,0.049743687
0.428078605,0.996621975,0.050294257,0.996483900,0.050649450,0.996310855,0.050309976
0.437588574,0.996651912,0.050853854,0.996512527,0.051213004,0.996337395,0.050869921
0.447098543,0.996681830,0.051407316,0.996541153,0.051770381,0.996363953,0.051423731
0.456608512,0.996711730,0.051954838,0.996569778,0.052321779,0.996390528,0.051971602
0.466118481,0.996741611,0.052496607,0.996598402,0.052867384,0.996417120,0.052513719
0.475628450,0.996771475,0.053032798,0.996627026,0.053407374,0.996443727,0.053050258
0.485138419,0.996801322,0.053563580,0.996655648,0.053941919,0.996470350,0.053581388
0.494648388,0.996831153,0.054089111,0.996684270,0.054471178,0.996496987,0.054107267
0.504158357,0.996860967,0.054609544,0.996712891,0.054995303,0.996523639,0.054628048
0.513668326,0.996890766,0.055125022,0.996741511,0.055514441,0.996550305,0.055143874
0.523178295,0.996920549,0.055635684,0.996770130,0.056028730,0.996576985,0.055654884
0.532688264,0.996950318,0.056141660,0.996798749,0.056538302,0.996603678,0.056161208
0.542198233,0.996980072,0.056643077,0.996827367,0.057043284,0.996630384,0.056662973
0.551708202,0.997009812,0.057140054,0.996855983,0.057543796,0.996657103,0.057160298
0.561218171,0.997039538,0.057632707,0.996884600,0.058039954,0.996683833,0.057653298
0.570728140,0.997069250,0.058121145,0.996913215,0.058531869,0.996710576,0.058142084
0.580238109,0.997098950,0.058605474,0.996941829,0.059019647,0.996737330,0.058626761
0.589748078,0.997128636,0.059085795,0.996970443,0.059503390,0.996764095,0.059107429
0.599258047,0.997158311,0.059562204,0.996999055,0.059983195,0.996790872,0.059584186
0.608768016,0.997187972,0.060034796,0.997027667,0.060459156,0.996817659,0.060057125
0.618277985,0.997217622,0.060503659,0.997056279,0.060931364,0.996844456,0.060526336
0.627787954,0.997247260,0.060968879,0.997084889,0.061399904,0.996871264,0.060991903
0.637297923,0.997276886,0.061430540,0.997113498,0.061864860,0.996898081,0.061453912
0.646807892,0.997306502,0.061888720,0.997142107,0.062326313,0.996924909,0.061912440
0.656317861,0.997336106,0.062343497,0.997170715,0.062784339,0.996951745,0.062367564
0.665827830,0.997365699,0.062794945,0.997199322,0.063239013,0.996978591,0.062819359
0.675337799,0.997395281,0.063243135,0.997227928,0.063690407,0.997005446,0.063267897
0.684847768,0.997424854,0.063688136,0.997256533,0.064138591,0.997032310,0.063713245
0.694357737,0.997454416,0.064130014,0.997285138,0.064583630,0.997059183,0.064155470
0.703867706,0.997483967,0.064568833,0.997313742,0.065025589,0.997086064,0.064594636
0.713377675,0.997513510,0.065004655,0.997342345,0.065464532,0.997112953,0.065030805
0.722887644,0.997543042,0.065437541,0.997370947,0.065900517,0.997139850,0.065464038
0.732397613,0.997572565,0.065867547,0.997399548,0.066333605,0.997166755,0.065894392
0.741907582,0.997602078,0.066294731,0.997428148,0.066763850,0.997193668,0.066321923
0.751417551,0.997631583,0.066719146,0.997456748,0.067191307,0.997220589,0.066746685
0.760927520,0.997661078,0.067140845,0.997485347,0.067616030,0.997247516,0.067168731
0.770437489,0.997690565,0.067559879,0.997513945,0.068038070,0.997274452,0.067588111
0.779947458,0.997720042,0.067976297,0.997542542,0.068457475,0.997301394,0.068004876
0.789457427,0.997749512,0.068390146,0.997571138,0.068874295,0.997328343,0.068419072
0.798967396,0.997778972,0.068801474,0.997599734,0.069288576,0.997355299,0.068830747
0.808477365,0.997808425,0.069210325,0.997628328,0.069700364,0.997382262,0.069239945
0.817987334,0.997837869,0.069616743,0.997656922,0.070109701,0.997409231,0.069646709
0.827497303,0.997867306,0.070020770,0.997685515,0.070516631,0.997436207,0.070051083
0.837007272,0.997896734,0.070422448,0.997714108,0.070921196,0.997463189,0.070453107
0.846517241,0.997926154,0.070821815,0.997742699,0.071323435,0.997490178,0.070852822
0.856027210,0.997955567,0.071218913,0.997771290,0.071723389,0.997517172,0.071250265
0.865537179,0.997984973,0.071613777,0.997799880,0.072121093,0.997544172,0.071645476
0.875047148,0.998014371,0.072006444,0.997828468,0.072516587,0.997571179,0.072038490
0.884557117,0.998043761,0.072396952,0.997857057,0.072909905,0.997598191,0.072429344
0.894067086,0.998073144,0.072785334,0.997885644,0.073301083,0.997625208,0.072818072
0.903577055,0.998102520,0.073171623,0.997914230,0.073690155,0.997652232,0.073204708
0.913087024,0.998131890,0.073555854,0.997942816,0.074077154,0.997679260,0.073589286
0.922596993,0.998161252,0.073938059,0.997971401,0.074462112,0.997706294,0.073971836
0.932106962,0.998190607,0.074318267,0.997999985,0.074845061,0.997733333,0.074352391
0.941616931,0.998219955,0.074696511,0.998028568,0.075226032,0.997760378,0.074730981
0.951126900,0.998249297,0.075072819,0.998057151,0.075605054,0.997787427,0.075107636
0.960636869,0.998278633,0.075447222,0.998085732,0.075982157,0.997814482,0.075482384
0.970146838,0.998307961,0.075819746,0.998114313,0.076357368,0.997841541,0.075855254
0.979656807,0.998337284,0.076190419,0.998142893,0.076730717,0.997868606,0.076226274
0.989166776,0.998366600,0.076559269,0.998171472,0.077102229,0.997895675,0.076595470
0.998676745,0.998395909,0.076926322,0.998200051,0.077471932,0.997922748,0.076962868
1.008186714,0.998425213,0.077291603,0.998228628,0.077839851,0.997949826,0.077328495
1.017696683,0.998454511,0.077655137,0.998257205,0.078206011,0.997976909,0.077692375
1.027206652,0.998483802,0.078016948,0.998285781,0.078570437,0.998003996,0.078054533
1.036716621,0.998513087,0.078377062,0.998314356,0.078933152,0.998031088,0.078414992
1.046226590,0.998542367,0.078735500,0.998342930,0.079294182,0.998058184,0.078773776
1.055736559,0.998571641,0.079092286,0.998371503,0.079653547,0.998085284,0.079130907
1.065246528,0.998600909,0.079447441,0.998400076,0.080011271,0.998112388,0.079486409
1.074756497,0.998630171,0.079800989,0.998428648,0.080367376,0.998139496,0.079840302
1.084266466,0.998659428,0.080152949,0.998457219,0.080721883,0.998166609,0.080192608
1.093776435,0.998688679,0.080503343,0.998485789,0.081074812,0.998193725,0.080543347
1.103286404,0.998717925,0.080852191,0.998514358,0.081426186,0.998220845,0.080892541
1.112796373,0.998747165,0.081199514,0.998542927,0.081776023,0.998247969,0.081240209
1.122306342,0.998776400,0.081545330,0.998571494,0.082124343,0.998275097,0.081586371
