K,rho1,ang1,rho2,ang2
0.001000000,0.000000000,0.000000000,0.000000000,0.000000000
0.072478914,0.000000000,0.000000000,0.000000000,0.000000000
0.143957827,0.000000000,0.000000000,0.000000000,0.000000000
0.215436741,0.000000000,0.000000000,0.000000000,0.000000000
0.286915654,0.000000000,0.000000000,0.000000000,0.000000000
0.358394568,0.000000000,0.000000000,0.000000000,0.000000000
0.429873481,0.000000000,0.000000000,0.000000000,0.000000000
0.501352395,0.000000000,0.000000000,0.000000000,0.000000000
0.572831308,0.000000000,0.000000000,0.000000000,0.000000000
0.644310222,0.000000000,0.000000000,0.000000000,0.000000000
0.715789135,0.000000000,0.000000000,0.000000000,0.000000000
0.787268049,0.000000000,0.000000000,0.000000000,0.000000000
0.858746962,0.000000000,0.000000000,0.000000000,0.000000000
0.930225876,0.000000000,0.000000000,0.000000000,0.000000000
1.001704789,0.000000000,0.000000000,0.000000000,0.000000000
1.073183703,0.000000000,0.000000000,0.000000000,0.000000000
1.144662616,0.000000000,0.000000000,0.000000000,0.000000000
1.216141530,0.000000000,0.000000000,0.000000000,0.000000000
1.287620443,0.000000000,0.000000000,0.000000000,0.000000000
1.359099357,0.000000000,0.000000000,0.000000000,0.000000000
1.430578270,0.982080387,0.103366718,0.000000000,0.000000000
1.502057184,1.021343695,0.102844572,1.001559071,0.103009669
1.573536097,1.021985389,0.106132316,1.001915845,0.106398769
1.645015011,1.022628005,0.109315581,1.002272493,0.109680128
1.716493924,1.023270643,0.112403189,1.002629014,0.112863148
1.787972838,1.023912623,0.115402791,1.002985408,0.115955934
1.859451751,1.024553435,0.118321071,1.003341675,0.118965526
1.930930665,1.025192691,0.121163910,1.003697816,0.121898092
2.002409578,1.025830101,0.123936514,1.004053831,0.124759068
2.073888492,1.026465446,0.126643515,1.004409720,0.127553276
2.145367405,1.027098563,0.129289057,1.004765482,0.130285015
2.216846319,1.027729334,0.131876867,1.005121119,0.132958140
2.288325232,1.028357676,0.134410308,1.005476629,0.135576123
2.359804146,1.028983530,0.136892428,1.005832015,0.138142102
2.431283059,1.029606862,0.139326001,1.006187274,0.140658928
2.502761973,1.030227652,0.141713558,1.006542408,0.143129196
2.574240886,1.030845894,0.144057418,1.006897417,0.145555281
2.645719800,1.031461593,0.146359711,1.007252301,0.147939361
2.717198713,1.032074761,0.148622397,1.007607060,0.150283438
2.788677627,1.032685417,0.150847288,1.007961694,0.152589360
2.860156540,1.033293586,0.153036060,1.008316203,0.154858833
2.931635454,1.033899295,0.155190270,1.008670588,0.157093441
3.003114367,1.034502575,0.157311365,1.009024848,0.159294656
3.074593281,1.035103460,0.159400692,1.009378984,0.161463845
3.146072194,1.035701984,0.161459510,1.009732995,0.163602285
3.217551108,1.036298184,0.163488997,1.010086883,0.165711172
3.289030021,1.036892095,0.165490256,1.010440647,0.167791621
3.360508935,1.037483756,0.167464321,1.010794286,0.169844681
3.431987848,1.038073203,0.169412167,1.011147802,0.171871337
3.503466762,1.038660473,0.171334710,1.011501195,0.173872514
3.574945675,1.039245605,0.173232812,1.011854464,0.175849086
3.646424589,1.039828634,0.175107291,1.012207610,0.177801876
3.717903503,1.040409598,0.176958915,1.012560633,0.179731663
3.789382416,1.040988531,0.178788416,1.012913532,0.181639181
3.860861330,1.041565470,0.180596484,1.013266309,0.183525129
3.932340243,1.042140448,0.182383775,1.013618963,0.185390167
4.003819157,1.042713500,0.184150912,1.013971494,0.187234924
4.075298070,1.043284660,0.185898487,1.014323903,0.189059994
4.146776984,1.043853959,0.187627064,1.014676190,0.190865947
4.218255897,1.044421430,0.189337179,1.015028354,0.192653321
4.289734811,1.044987104,0.191029345,1.015380396,0.194422633
4.361213724,1.045551011,0.192704049,1.015732316,0.196174373
4.432692638,1.046113182,0.194361758,1.016084114,0.197909011
4.504171551,1.046673644,0.196002919,1.016435790,0.199626994
4.575650465,1.047232427,0.197627957,1.016787345,0.201328752
4.647129378,1.047789558,0.199237282,1.017138778,0.203014695
4.718608292,1.048345063,0.200831285,1.017490090,0.204685217
4.790087205,1.048898970,0.202410341,1.017841280,0.206340694
4.861566119,1.049451304,0.203974811,1.018192350,0.207981488
4.933045032,1.050002090,0.205525040,1.018543298,0.209607947
5.004523946,1.050551352,0.207061360,1.018894126,0.211220403
5.076002859,1.051099114,0.208584091,1.019244833,0.212819177
5.147481773,1.051645398,0.210093541,1.019595419,0.214404578
5.218960686,1.052190229,0.211590005,1.019945884,0.215976903
5.290439600,1.052733627,0.213073769,1.020296230,0.217536437
5.361918513,1.053275614,0.214545106,1.020646455,0.219083456
5.433397427,1.053816211,0.216004281,1.020996559,0.220618225
5.504876340,1.054355439,0.217451551,1.021346544,0.222141000
5.576355254,1.054893316,0.218887161,1.021696409,0.223652028
5.647834167,1.055429864,0.220311350,1.022046154,0.225151549
5.719313081,1.055965101,0.221724348,1.022395780,0.226639793
5.790791994,1.056499044,0.223126376,1.022745286,0.228116981
5.862270908,1.057031713,0.224517651,1.023094673,0.229583331
5.933749821,1.057563125,0.225898381,1.023443940,0.231039051
6.005228735,1.058093297,0.227268766,1.023793088,0.232484341
6.076707648,1.058622246,0.228629001,1.024142117,0.233919398
6.148186562,1.059149988,0.229979276,1.024491028,0.235344411
6.219665475,1.059676539,0.231319774,1.024839819,0.236759564
6.291144389,1.060201916,0.232650673,1.025188492,0.238165033
6.362623302,1.060726133,0.233972143,1.025537046,0.239560991
6.434102216,1.061249204,0.235284354,1.025885482,0.240947606
6.505581129,1.061771146,0.236587466,1.026233800,0.242325040
6.577060043,1.062291972,0.237881637,1.026581999,0.243693451
6.648538956,1.062811696,0.239167020,1.026930080,0.245052991
6.720017870,1.063330332,0.240443763,1.027278044,0.246403810
6.791496783,1.063847892,0.241712012,1.027625889,0.247746052
6.862975697,1.064364391,0.242971906,1.027973617,0.249079857
6.934454610,1.064879841,0.244223582,1.028321227,0.250405363
7.005933524,1.065394254,0.245467173,1.028668720,0.251722701
7.077412437,1.065907642,0.246702808,1.029016095,0.253032002
7.148891351,1.066420018,0.247930613,1.029363353,0.254333392
7.220370264,1.066931394,0.249150710,1.029710495,0.255626993
7.291849178,1.067441780,0.250363220,1.030057519,0.256912924
7.363328091,1.067951188,0.251568258,1.030404426,0.258191303
7.434807005,1.068459630,0.252765937,1.030751216,0.259462241
7.506285919,1.068967115,0.253956368,1.031097890,0.260725851
7.577764832,1.069473654,0.255139659,1.031444448,0.261982239
7.649243746,1.069979258,0.256315915,1.031790888,0.263231512
7.720722659,1.070483937,0.257485238,1.032137213,0.264473770
7.792201573,1.070987701,0.258647729,1.032483422,0.265709116
7.863680486,1.071490559,0.259803485,1.032829514,0.266937645
7.935159400,1.071992522,0.260952601,1.033175490,0.268159454
8.006638313,1.072493597,0.262095171,1.033521351,0.269374636
8.078117227,1.072993796,0.263231284,1.033867096,0.270583281
8.149596140,1.073493126,0.264361031,1.034212725,0.271785479
8.221075054,1.073991596,0.265484498,1.034558239,0.272981316
8.292553967,1.074489216,0.266601770,1.034903638,0.274170877
8.364032881,1.074985993,0.267712929,1.035248921,0.275354246
8.435511794,1.075481937,0.268818058,1.035594089,0.276531502
8.506990708,1.075977055,0.269917234,1.035939143,0.277702727
8.578469621,1.076471354,0.271010536,1.036284081,0.278867996
8.649948535,1.076964845,0.272098039,1.036628904,0.280027387
8.721427448,1.077457533,0.273179818,1.036973613,0.281180973
8.792906362,1.077949426,0.274255945,1.037318208,0.282328827
8.864385275,1.078440533,0.275326492,1.037662687,0.283471020
8.935864189,1.078930860,0.276391529,1.038007053,0.284607622
9.007343102,1.079420415,0.277451122,1.038351304,0.285738702
9.078822016,1.079909204,0.278505340,1.038695441,0.286864326
9.150300929,1.080397236,0.279554248,1.039039465,0.287984559
9.221779843,1.080884515,0.280597909,1.039383374,0.289099466
9.293258756,1.081371050,0.281636387,1.039727170,0.290209110
9.364737670,1.081856848,0.282669744,1.040070852,0.291313552
9.436216583,1.082341913,0.283698039,1.040414420,0.292412852
9.507695497,1.082826253,0.284721332,1.040757875,0.293507071
9.579174410,1.083309875,0.285739681,1.041101217,0.294596265
9.650653324,1.083792784,0.286753142,1.041444446,0.295680493
9.722132237,1.084274986,0.287761772,1.041787561,0.296759809
9.793611151,1.084756488,0.288765626,1.042130564,0.297834269
9.865090064,1.085237295,0.289764757,1.042473453,0.298903927
9.936568978,1.085717413,0.290759218,1.042816230,0.299968834
10.008047891,1.086196848,0.291749061,1.043158894,0.301029044
10.079526805,1.086675606,0.292734336,1.043501446,0.302084607
10.151005718,1.087153692,0.293715094,1.043843885,0.303135573
10.222484632,1.087631111,0.294691383,1.044186212,0.304181991
