K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987685,0.088457252,0.999985522,0.097968845,0.998219718,0.088614331
0.239800047,0.999987685,0.088457260,0.999985523,0.097968854,0.998219718,0.088614340
0.239800093,0.999987686,0.088457269,0.999985524,0.097968864,0.998219719,0.088614348
0.239800140,0.999987687,0.088457278,0.999985525,0.097968873,0.998219720,0.088614357
0.239800187,0.999987688,0.088457286,0.999985525,0.097968883,0.998219720,0.088614366
0.239800233,0.999987689,0.088457295,0.999985526,0.097968892,0.998219721,0.088614374
0.239800280,0.999987690,0.088457303,0.999985527,0.097968902,0.998219722,0.088614383
0.239800327,0.999987690,0.088457312,0.999985528,0.097968911,0.998219722,0.088614392
0.239800373,0.999987691,0.088457320,0.999985529,0.097968921,0.998219723,0.088614400
0.239800420,0.999987692,0.088457329,0.999985530,0.097968930,0.998219724,0.088614409
0.239800467,0.999987693,0.088457338,0.999985531,0.097968940,0.998219724,0.088614417
0.239800513,0.999987694,0.088457346,0.999985532,0.097968949,0.998219725,0.088614426
0.239800560,0.999987695,0.088457355,0.999985533,0.097968959,0.998219726,0.088614435
0.239800607,0.999987696,0.088457363,0.999985534,0.097968968,0.998219726,0.088614443
0.239800653,0.999987696,0.088457372,0.999985535,0.097968978,0.998219727,0.088614452
0.239800700,0.999987697,0.088457381,0.999985536,0.097968987,0.998219728,0.088614460
0.239800747,0.999987698,0.088457389,0.999985537,0.097968997,0.998219728,0.088614469
0.239800793,0.999987699,0.088457398,0.999985538,0.097969006,0.998219729,0.088614478
0.239800840,0.999987700,0.088457406,0.999985539,0.097969016,0.998219730,0.088614486
0.239800887,0.999987701,0.088457415,0.999985539,0.097969025,0.998219730,0.088614495
0.239800933,0.999987701,0.088457423,0.999985540,0.097969034,0.998219731,0.088614503
0.239800980,0.999987702,0.088457432,0.999985541,0.097969044,0.998219732,0.088614512
0.239801027,0.999987703,0.088457441,0.999985542,0.097969053,0.998219733,0.088614521
0.239801073,0.999987704,0.088457449,0.999985543,0.097969063,0.998219733,0.088614529
0.239801120,0.999987705,0.088457458,0.999985544,0.097969072,0.998219734,0.088614538
0.239801167,0.999987706,0.088457466,0.999985545,0.097969082,0.998219735,0.088614547
0.239801213,0.999987707,0.088457475,0.999985546,0.097969091,0.998219735,0.088614555
0.239801260,0.999987707,0.088457484,0.999985547,0.097969101,0.998219736,0.088614564
0.239801307,0.999987708,0.088457492,0.999985548,0.097969110,0.998219737,0.088614572
0.239801353,0.999987709,0.088457501,0.999985549,0.097969120,0.998219737,0.088614581
0.239801400,0.999987710,0.088457509,0.999985550,0.097969129,0.998219738,0.088614590
0.239801447,0.999987711,0.088457518,0.999985551,0.097969139,0.998219739,0.088614598
0.239801493,0.999987712,0.088457526,0.999985552,0.097969148,0.998219739,0.088614607
0.239801540,0.999987713,0.088457535,0.999985553,0.097969158,0.998219740,0.088614615
0.239801587,0.999987713,0.088457544,0.999985553,0.097969167,0.998219741,0.088614624
0.239801633,0.999987714,0.088457552,0.999985554,0.097969177,0.998219741,0.088614633
0.239801680,0.999987715,0.088457561,0.999985555,0.097969186,0.998219742,0.088614641
0.239801727,0.999987716,0.088457569,0.999985556,0.097969196,0.998219743,0.088614650
0.239801773,0.999987717,0.088457578,0.999985557,0.097969205,0.998219743,0.088614658
0.239801820,0.999987718,0.088457586,0.999985558,0.097969215,0.998219744,0.088614667
0.239801867,0.999987718,0.088457595,0.999985559,0.097969224,0.998219745,0.088614676
0.239801913,0.999987719,0.088457604,0.999985560,0.097969234,0.998219745,0.088614684
0.239801960,0.999987720,0.088457612,0.999985561,0.097969243,0.998219746,0.088614693
0.239802007,0.999987721,0.088457621,0.999985562,0.097969253,0.998219747,0.088614702
0.239802053,0.999987722,0.088457629,0.999985563,0.097969262,0.998219747,0.088614710
0.239802100,0.999987723,0.088457638,0.999985564,0.097969272,0.998219748,0.088614719
0.239802147,0.999987724,0.088457647,0.999985565,0.097969281,0.998219749,0.088614727
0.239802193,0.999987724,0.088457655,0.999985566,0.097969291,0.998219749,0.088614736
0.239802240,0.999987725,0.088457664,0.999985567,0.097969300,0.998219750,0.088614745
0.239802287,0.999987726,0.088457672,0.999985567,0.097969310,0.998219751,0.088614753
0.239802333,0.999987727,0.088457681,0.999985568,0.097969319,0.998219751,0.088614762
0.239802380,0.999987728,0.088457689,0.999985569,0.097969329,0.998219752,0.088614770
0.239802427,0.999987729,0.088457698,0.999985570,0.097969338,0.998219753,0.088614779
