K,rho,angle,F_triangle,r(theta*),type,f_pred,A=1-gamma*dt
3.0,1.0034101163407159,0.09259417824425885,-2.0943951023931957,0.9999972380839497,complex,0.01473682116910583,0.9875
3.0251256281407035,1.0034684300207992,0.09297857419290251,-2.0943951023931957,0.9999972837216379,complex,0.014797999684436968,0.9875
3.050251256281407,1.0035266488623247,0.09336132537181402,-2.0943951023931957,0.999997328237427,complex,0.014858916426534984,0.9875
3.0753768844221105,1.0035847740091854,0.09374245205016447,-2.0943951023931957,0.9999973716677906,complex,0.014919574621338654,0.9875
3.100502512562814,1.0036428065819734,0.09412197408259386,-2.0943951023931957,0.9999974140477318,complex,0.014979977428812075,0.9875
3.1256281407035176,1.003700747678629,0.09449991092099284,-2.0943951023931957,0.9999974554108544,complex,0.015040127944819796,0.9875
3.150753768844221,1.003758598375095,0.0948762816258578,-2.0943951023931957,0.9999974957894286,complex,0.015100029202934035,0.9875
3.1758793969849246,1.0038163597259195,0.0952511048772311,-2.0943951023931957,0.999997535214455,complex,0.01515968417617587,0.9875
3.201005025125628,1.0038740327648505,0.09562439898526426,-2.0943951023931957,0.9999975737157231,complex,0.015219095778696427,0.9875
3.2261306532663316,1.0039316185054084,0.09599618190039445,-2.0943951023931957,0.9999976113218685,complex,0.015278266867396513,0.9875
3.251256281407035,1.0039891179414355,0.096366471223168,-2.0943951023931957,0.9999976480604253,complex,0.015337200243490072,0.9875
3.2763819095477387,1.004046532047637,0.09673528421372316,-2.0943951023931957,0.9999976839578779,complex,0.01539589865401343,0.9875
3.301507537688442,1.0041038617800744,0.09710263780094452,-2.0943951023931957,0.9999977190397065,complex,0.01545436479328225,0.9875
3.3266331658291457,1.0041611080766844,0.09746854859130137,-2.0943951023931957,0.9999977533304346,complex,0.015512601304298206,0.9875
3.351758793969849,1.004218271857751,0.09783303287738462,-2.0943951023931957,0.9999977868536705,complex,0.015570610780107675,0.9875
3.3768844221105527,1.0042753540263547,0.09819610664615919,-2.0943951023931957,0.9999978196321486,complex,0.01562839576511515,0.9875
3.4020100502512562,1.0043323554688384,0.09855778558693594,-2.0943951023931957,0.9999978516877676,complex,0.015685958756352012,0.9875
3.4271356783919598,1.004389277055233,0.09891808509907782,-2.0943951023931957,0.999997883041627,complex,0.01574330220470299,0.9875
3.4522613065326633,1.0044461196396723,0.09927702029945483,-2.0943951023931957,0.9999979137140623,complex,0.01580042851609267,0.9875
3.477386934673367,1.0045028840608028,0.0996346060296511,-2.0943951023931957,0.9999979437246777,complex,0.015857340052632535,0.9875
3.5025125628140703,1.0045595711421744,0.09999085686293721,-2.0943951023931957,0.9999979730923771,complex,0.015914039133730625,0.9875
3.527638190954774,1.0046161816926158,0.10034578711101944,-2.0943951023931957,0.9999980018353949,NS-candidate,0.015970528037165744,0.9875
3.5527638190954773,1.004672716506607,0.1006994108305697,-2.0943951023931957,0.9999980299713227,NS-candidate,0.01602680900012671,0.9875
3.577889447236181,1.004729176364625,0.10105174182954835,-2.0943951023931957,0.999998057517138,NS-candidate,0.01608288422021867,0.9875
3.6030150753768844,1.0047855620334976,0.10140279367332783,-2.0943951023931957,0.9999980844892283,NS-candidate,0.016138755856437696,0.9875
3.628140703517588,1.0048418742667298,0.10175257969062279,-2.0943951023931957,0.999998110903417,NS-candidate,0.016194426030114617,0.9875
3.6532663316582914,1.0048981138048285,0.10210111297923358,-2.0943951023931957,0.9999981367749845,NS-candidate,0.016249896825829096,0.9875
3.678391959798995,1.004954281375616,0.10244840641161494,-2.0943951023931957,0.9999981621186929,NS-candidate,0.01630517029229594,0.9875
3.7035175879396984,1.005010377694536,0.10279447264026954,-2.0943951023931957,0.9999981869488047,NS-candidate,0.016360248443223493,0.9875
3.728643216080402,1.0050664034649337,0.10313932410297871,-2.0943951023931957,0.9999982112791044,NS-candidate,0.016415133258146128,0.9875
3.7537688442211055,1.0051223593783603,0.10348297302787637,-2.0943951023931957,0.9999982351229173,NS-candidate,0.016469826683231804,0.9875
3.778894472361809,1.0051782461148326,0.10382543143836685,-2.0943951023931957,0.9999982584931271,NS-candidate,0.01652433063206476,0.9875
3.8040201005025125,1.0052340643431095,0.10416671115789111,-2.0943951023931957,0.9999982814021939,NS-candidate,0.016578646986404058,0.9875
3.829145728643216,1.0052898147209517,0.10450682381456361,-2.0943951023931957,0.9999983038621711,NS-candidate,0.016632777596921604,0.9875
3.8542713567839195,1.0053454978953678,0.10484578084565753,-2.0943951023931957,0.9999983258847204,NS-candidate,0.016686724283915953,0.9875
3.879396984924623,1.0054011145028707,0.1051835935019702,-2.0943951023931957,0.9999983474811276,NS-candidate,0.01674048883800712,0.9875
3.9045226130653266,1.0054566651697021,0.10552027285205266,-2.0943951023931957,0.9999983686623168,NS-candidate,0.01679407302080971,0.9875
3.92964824120603,1.005512150512072,0.10585582978632002,-2.0943951023931957,0.9999983894388645,NS-candidate,0.01684747856558712,0.9875
3.9547738693467336,1.0055675711363832,0.10619027502104524,-2.0943951023931957,0.9999984098210122,NS-candidate,0.01690070717788717,0.9875
3.979899497487437,1.0056229276394395,0.1065236191022347,-2.0943951023931957,0.9999984298186796,NS-candidate,0.0169537605361589,0.9875
4.005025125628141,1.0056782206086745,0.10685587240939394,-2.0943951023931957,0.9999984494414768,NS-candidate,0.01700664029235192,0.9875
