K,rho,angle,F_triangle,r(theta*),type,diagnosis
1.2,0.906434748545482,0.0,-2.0943951023931957,0.9995740656038216,real+ (0),
1.5274999999999999,0.8800880919959206,0.0,-2.0943951023931957,0.9997355903438179,real+ (0),
1.855,0.8537429907695074,0.0,-2.0943951023931957,0.9998200184227379,real+ (0),
2.1825,0.8273987309100488,0.0,-2.0943951023931957,0.9998696239391485,real+ (0),
2.51,0.8010549773765715,0.0,-2.0943951023931957,0.9999012247715193,real+ (0),
2.8375000000000004,0.7747115521463489,0.0,-2.0943951023931957,0.9999225871491424,real+ (0),
3.165,0.7483683518880253,0.0,-2.0943951023931957,0.9999377000903525,real+ (0),
3.4924999999999997,0.722025312512159,0.0,-2.0943951023931957,0.9999487833560586,real+ (0),
3.8200000000000003,0.6956823921593962,0.0,-2.0943951023931957,0.9999571519731152,real+ (0),
4.1475,0.6693395623320629,0.0,-2.0943951023931957,0.9999636252150059,real+ (0),
4.4750000000000005,0.642996802957008,0.0,-2.0943951023931957,0.999968735075441,real+ (0),
4.8025,0.6166540994869688,0.0,-2.0943951023931957,0.9999728391926557,real+ (0),
5.13,0.5903114411215971,0.0,-2.0943951023931957,0.9999761851848983,real+ (0),
5.4575000000000005,0.5639688196741369,0.0,-2.0943951023931957,0.9999789489012711,real+ (0),
5.785,0.5376262288259743,0.0,-2.0943951023931957,0.9999812580104446,real+ (0),
6.112500000000001,0.511283663622549,0.0,-2.0943951023931957,0.9999832070156636,real+ (0),
6.44,0.4849411201241276,0.0,-2.0943951023931957,0.9999848670810734,real+ (0),
6.7675,0.45859859515863977,0.0,-2.0943951023931957,0.9999862926218233,real+ (0),
7.095000000000001,0.43225608614339234,0.0,-2.0943951023931957,0.9999875258211182,real+ (0),
7.4225,0.4059135909542658,0.0,-2.0943951023931957,0.9999885997873538,real+ (0),
7.750000000000001,0.3795711078282629,0.0,-2.0943951023931957,0.9999895407998907,real+ (0),
8.0775,0.35322863528989695,0.0,-2.0943951023931957,0.9999903699321879,real+ (0),
8.405,0.3268861720948796,0.0,-2.0943951023931957,0.9999911042420468,real+ (0),
8.7325,0.30054371718654493,0.0,-2.0943951023931957,0.9999917576560573,real+ (0),
9.06,0.2742012696617704,0.0,-2.0943951023931957,0.9999923416348443,real+ (0),
9.3875,0.24785882874406723,0.0,-2.0943951023931957,0.9999928656790769,real+ (0),
9.715,0.2215163937621343,0.0,-2.0943951023931957,0.9999933377183556,real+ (0),
10.0425,0.19517396413263405,0.0,-2.0943951023931957,0.9999937644129666,real+ (0),
10.37,0.1688315393462388,0.0,-2.0943951023931957,0.9999941513901192,real+ (0),
10.6975,0.14248911895625602,0.0,-2.0943951023931957,0.9999945034304366,real+ (0),
11.025,0.11614670256928578,0.0,-2.0943951023931957,0.9999948246163204,real+ (0),
11.3525,0.08980428983750621,0.0,-2.0943951023931957,0.9999951184508413,real+ (0),
11.68,0.06346188045225541,0.0,-2.0943951023931957,0.9999953879536665,real+ (0),
12.0075,0.03711947413867359,0.0,-2.0943951023931957,0.9999956357389538,real+ (0),
12.334999999999999,0.01077707065119871,0.0,-2.0943951023931957,0.9999958640789851,real+ (0),
12.6625,0.02141859056961646,3.141592653589793,-2.0943951023931957,0.9999960749564499,real+ (0),
12.99,0.04776150286094319,3.141592653589793,-2.0943951023931957,0.9999962701076299,real+ (0),
13.317499999999999,0.0741043877194456,3.141592653589793,-2.0943951023931957,0.9999964510582544,real+ (0),
13.645,0.10044724711615727,3.141592653589793,-2.0943951023931957,0.9999966191534139,real+ (0),
13.9725,0.12679008283770227,3.141592653589793,-2.0943951023931957,0.9999967755826283,real+ (0),
14.3,0.15313289650737005,3.141592653589793,-2.0943951023931957,0.9999969214009505,real+ (0),
14.6275,0.1794756896033634,3.141592653589793,-2.0943951023931957,0.9999970575468027,real+ (0),
14.955,0.2058184634746547,3.141592653589793,-2.0943951023931957,0.9999971848571128,real+ (0),
15.2825,0.23216121935480422,3.141592653589793,-2.0943951023931957,0.9999973040802074,real+ (0),
15.61,0.2585039583740467,3.141592653589793,-2.0943951023931957,0.9999974158868341,real+ (0),
15.9375,0.2848466815698874,3.141592653589793,-2.0943951023931957,0.999997520879616,real+ (0),
16.265,0.3111893898964187,3.141592653589793,-2.0943951023931957,0.9999976196011888,real+ (0),
16.5925,0.3375320842325418,3.141592653589793,-2.0943951023931957,0.9999977125412276,real+ (0),
16.92,0.36387476538922725,3.141592653589793,-2.0943951023931957,0.9999978001425287,real+ (0),
17.2475,0.39021743411595455,3.141592653589793,-2.0943951023931957,0.9999978828062952,real+ (0),
17.575,0.41656009110643333,3.141592653589793,-2.0943951023931957,0.9999979608967388,real+ (0),
17.9025,0.44290273700369465,3.141592653589793,-2.0943951023931957,0.9999980347450974,real+ (0),
18.23,0.4692453724046352,3.141592653589793,-2.0943951023931957,0.9999981046531545,real+ (0),
18.5575,0.49558799786408414,3.141592653589793,-2.0943951023931957,0.9999981708963273,real+ (0),
18.885,0.5219306138984435,3.141592653589793,-2.0943951023931957,0.9999982337263822,real+ (0),
19.2125,0.5482732209889563,3.141592653589793,-2.0943951023931957,0.9999982933738325,real+ (0),
19.54,0.574615819584654,3.141592653589793,-2.0943951023931957,0.9999983500500541,real+ (0),
19.8675,0.6009584101050025,3.141592653589793,-2.0943951023931957,0.9999984039491618,real+ (0),
20.195,0.6273009929422975,3.141592653589793,-2.0943951023931957,0.9999984552496729,real+ (0),
20.5225,0.6536435684638292,3.141592653589793,-2.0943951023931957,0.9999985041159876,real+ (0),
20.85,0.6799861370138454,3.141592653589793,-2.0943951023931957,0.999998550699708,real+ (0),
