K,rho1,ang1,rho2,ang2
0.001000000,0.000000000,0.000000000,0.000000000,0.000000000
0.072478914,0.000000000,0.000000000,0.000000000,0.000000000
0.143957827,0.000000000,0.000000000,0.000000000,0.000000000
0.215436741,0.000000000,0.000000000,0.000000000,0.000000000
0.286915654,0.000000000,0.000000000,0.000000000,0.000000000
0.358394568,0.000000000,0.000000000,0.000000000,0.000000000
0.429873481,0.000000000,0.000000000,0.000000000,0.000000000
0.501352395,0.000000000,0.000000000,0.000000000,0.000000000
0.572831308,0.000000000,0.000000000,0.000000000,0.000000000
0.644310222,0.000000000,0.000000000,0.000000000,0.000000000
0.715789135,0.000000000,0.000000000,0.000000000,0.000000000
0.787268049,0.000000000,0.000000000,0.000000000,0.000000000
0.858746962,0.000000000,0.000000000,0.000000000,0.000000000
0.930225876,0.000000000,0.000000000,0.000000000,0.000000000
1.001704789,0.000000000,0.000000000,0.000000000,0.000000000
1.073183703,0.000000000,0.000000000,0.000000000,0.000000000
1.144662616,0.000000000,0.000000000,0.000000000,0.000000000
1.216141530,0.000000000,0.000000000,0.000000000,0.000000000
1.287620443,0.000000000,0.000000000,0.000000000,0.000000000
1.359099357,0.000000000,0.000000000,0.000000000,0.000000000
1.430578270,0.000000000,0.000000000,0.000000000,0.000000000
1.502057184,1.003373895,0.102838854,1.001559071,0.103009669
1.573536097,1.003755417,0.106219119,1.001915845,0.106398769
1.645015011,1.004137020,0.109491685,1.002272493,0.109680128
1.716493924,1.004518602,0.112665950,1.002629014,0.112863148
1.787972838,1.004900084,0.115750013,1.002985408,0.115955934
1.859451751,1.005281406,0.118750911,1.003341675,0.118965526
1.930930665,1.005662522,0.121674810,1.003697816,0.121898092
2.002409578,1.006043399,0.124527143,1.004053831,0.124759068
2.073888492,1.006424010,0.127312729,1.004409720,0.127553276
2.145367405,1.006804335,0.130035868,1.004765482,0.130285015
2.216846319,1.007184358,0.132700413,1.005121119,0.132958140
2.288325232,1.007564069,0.135309833,1.005476629,0.135576123
2.359804146,1.007943460,0.137867267,1.005832015,0.138142102
2.431283059,1.008322525,0.140375564,1.006187274,0.140658928
2.502761973,1.008701259,0.142837321,1.006542408,0.143129196
2.574240886,1.009079661,0.145254910,1.006897417,0.145555281
2.645719800,1.009457730,0.147630508,1.007252301,0.147939361
2.717198713,1.009835465,0.149966118,1.007607060,0.150283438
2.788677627,1.010212868,0.152263587,1.007961694,0.152589360
2.860156540,1.010589939,0.154524622,1.008316203,0.154858833
2.931635454,1.010966680,0.156750805,1.008670588,0.157093441
3.003114367,1.011343093,0.158943608,1.009024848,0.159294656
3.074593281,1.011719182,0.161104399,1.009378984,0.161463845
3.146072194,1.012094948,0.163234455,1.009732995,0.163602285
3.217551108,1.012470394,0.165334969,1.010086883,0.165711172
3.289030021,1.012845524,0.167407058,1.010440647,0.167791621
3.360508935,1.013220340,0.169451771,1.010794286,0.169844681
3.431987848,1.013594846,0.171470092,1.011147802,0.171871337
3.503466762,1.013969045,0.173462948,1.011501195,0.173872514
3.574945675,1.014342939,0.175431210,1.011854464,0.175849086
3.646424589,1.014716533,0.177375702,1.012207610,0.177801876
3.717903503,1.015089829,0.179297202,1.012560633,0.179731663
3.789382416,1.015462830,0.181196447,1.012913532,0.181639181
3.860861330,1.015835540,0.183074132,1.013266309,0.183525129
3.932340243,1.016207962,0.184930920,1.013618963,0.185390167
4.003819157,1.016580098,0.186767438,1.013971494,0.187234924
4.075298070,1.016951952,0.188584282,1.014323903,0.189059994
4.146776984,1.017323527,0.190382019,1.014676190,0.190865947
4.218255897,1.017694825,0.192161189,1.015028354,0.192653321
4.289734811,1.018065850,0.193922309,1.015380396,0.194422633
4.361213724,1.018436603,0.195665867,1.015732316,0.196174373
4.432692638,1.018807089,0.197392335,1.016084114,0.197909011
4.504171551,1.019177310,0.199102160,1.016435790,0.199626994
4.575650465,1.019547267,0.200795771,1.016787345,0.201328752
4.647129378,1.019916964,0.202473579,1.017138778,0.203014695
4.718608292,1.020286404,0.204135976,1.017490090,0.204685217
4.790087205,1.020655588,0.205783340,1.017841280,0.206340694
4.861566119,1.021024519,0.207416032,1.018192350,0.207981488
4.933045032,1.021393200,0.209034399,1.018543298,0.209607947
5.004523946,1.021761632,0.210638775,1.018894126,0.211220403
5.076002859,1.022129818,0.212229481,1.019244833,0.212819177
5.147481773,1.022497760,0.213806824,1.019595419,0.214404578
5.218960686,1.022865461,0.215371101,1.019945884,0.215976903
5.290439600,1.023232921,0.216922599,1.020296230,0.217536437
5.361918513,1.023600144,0.218461593,1.020646455,0.219083456
5.433397427,1.023967132,0.219988348,1.020996559,0.220618225
5.504876340,1.024333885,0.221503119,1.021346544,0.222141000
5.576355254,1.024700407,0.223006156,1.021696409,0.223652028
5.647834167,1.025066699,0.224497695,1.022046154,0.225151549
5.719313081,1.025432762,0.225977967,1.022395780,0.226639793
5.790791994,1.025798599,0.227447196,1.022745286,0.228116981
5.862270908,1.026164212,0.228905596,1.023094673,0.229583331
5.933749821,1.026529601,0.230353377,1.023443940,0.231039051
6.005228735,1.026894769,0.231790740,1.023793088,0.232484341
6.076707648,1.027259718,0.233217879,1.024142117,0.233919398
6.148186562,1.027624448,0.234634986,1.024491028,0.235344411
6.219665475,1.027988962,0.236042242,1.024839819,0.236759564
6.291144389,1.028353260,0.237439825,1.025188492,0.238165033
6.362623302,1.028717346,0.238827909,1.025537046,0.239560991
6.434102216,1.029081219,0.240206659,1.025885482,0.240947606
6.505581129,1.029444881,0.241576240,1.026233800,0.242325040
6.577060043,1.029808334,0.242936807,1.026581999,0.243693451
6.648538956,1.030171580,0.244288515,1.026930080,0.245052991
6.720017870,1.030534618,0.245631511,1.027278044,0.246403810
6.791496783,1.030897452,0.246965941,1.027625889,0.247746052
6.862975697,1.031260082,0.248291944,1.027973617,0.249079857
6.934454610,1.031622508,0.249609659,1.028321227,0.250405363
7.005933524,1.031984734,0.250919217,1.028668720,0.251722701
7.077412437,1.032346759,0.252220747,1.029016095,0.253032002
7.148891351,1.032708585,0.253514377,1.029363353,0.254333392
7.220370264,1.033070214,0.254800228,1.029710495,0.255626993
7.291849178,1.033431645,0.256078420,1.030057519,0.256912924
7.363328091,1.033792882,0.257349069,1.030404426,0.258191303
7.434807005,1.034153923,0.258612289,1.030751216,0.259462241
7.506285919,1.034514771,0.259868190,1.031097890,0.260725851
7.577764832,1.034875427,0.261116880,1.031444448,0.261982239
7.649243746,1.035235892,0.262358464,1.031790888,0.263231512
7.720722659,1.035596166,0.263593045,1.032137213,0.264473770
7.792201573,1.035956252,0.264820722,1.032483422,0.265709116
7.863680486,1.036316148,0.266041594,1.032829514,0.266937645
7.935159400,1.036675858,0.267255755,1.033175490,0.268159454
8.006638313,1.037035381,0.268463299,1.033521351,0.269374636
8.078117227,1.037394719,0.269664317,1.033867096,0.270583281
8.149596140,1.037753873,0.270858897,1.034212725,0.271785479
8.221075054,1.038112843,0.272047127,1.034558239,0.272981316
8.292553967,1.038471630,0.273229091,1.034903638,0.274170877
8.364032881,1.038830235,0.274404872,1.035248921,0.275354246
8.435511794,1.039188660,0.275574551,1.035594089,0.276531502
8.506990708,1.039546904,0.276738208,1.035939143,0.277702727
8.578469621,1.039904970,0.277895920,1.036284081,0.278867996
8.649948535,1.040262857,0.279047763,1.036628904,0.280027387
8.721427448,1.040620566,0.280193811,1.036973613,0.281180973
8.792906362,1.040978098,0.281334138,1.037318208,0.282328827
8.864385275,1.041335455,0.282468813,1.037662687,0.283471020
8.935864189,1.041692636,0.283597907,1.038007053,0.284607622
9.007343102,1.042049643,0.284721489,1.038351304,0.285738702
9.078822016,1.042406476,0.285839624,1.038695441,0.286864326
9.150300929,1.042763136,0.286952379,1.039039465,0.287984559
9.221779843,1.043119624,0.288059817,1.039383374,0.289099466
9.293258756,1.043475941,0.289162001,1.039727170,0.290209110
9.364737670,1.043832086,0.290258994,1.040070852,0.291313552
9.436216583,1.044188061,0.291350855,1.040414420,0.292412852
9.507695497,1.044543867,0.292437644,1.040757875,0.293507071
9.579174410,1.044899504,0.293519418,1.041101217,0.294596265
9.650653324,1.045254973,0.294596235,1.041444446,0.295680493
9.722132237,1.045610275,0.295668150,1.041787561,0.296759809
9.793611151,1.045965410,0.296735219,1.042130564,0.297834269
9.865090064,1.046320378,0.297797495,1.042473453,0.298903927
9.936568978,1.046675182,0.298855030,1.042816230,0.299968834
10.008047891,1.047029820,0.299907878,1.043158894,0.301029044
10.079526805,1.047384294,0.300956088,1.043501446,0.302084607
10.151005718,1.047738604,0.301999710,1.043843885,0.303135573
10.222484632,1.048092751,0.303038794,1.044186212,0.304181991
