K,rho1,ang1,rho2,ang2,rho3,ang3
0.790000000,0.999933778,0.081620702,0.999918985,0.101249958,0.996332096,0.081916417
0.790003000,0.999933794,0.081620857,0.999919004,0.101250149,0.996332106,0.081916572
0.790006001,0.999933811,0.081621011,0.999919024,0.101250341,0.996332115,0.081916728
0.790009001,0.999933827,0.081621166,0.999919043,0.101250532,0.996332124,0.081916884
0.790012001,0.999933843,0.081621321,0.999919062,0.101250724,0.996332133,0.081917040
0.790015002,0.999933859,0.081621475,0.999919082,0.101250915,0.996332143,0.081917195
0.790018002,0.999933875,0.081621630,0.999919101,0.101251107,0.996332152,0.081917351
0.790021002,0.999933891,0.081621784,0.999919121,0.101251298,0.996332161,0.081917507
0.790024002,0.999933907,0.081621939,0.999919140,0.101251490,0.996332171,0.081917663
0.790027003,0.999933923,0.081622094,0.999919160,0.101251681,0.996332180,0.081917818
0.790030003,0.999933939,0.081622248,0.999919179,0.101251872,0.996332189,0.081917974
0.790033003,0.999933955,0.081622403,0.999919199,0.101252064,0.996332199,0.081918130
0.790036004,0.999933971,0.081622558,0.999919218,0.101252255,0.996332208,0.081918286
0.790039004,0.999933987,0.081622712,0.999919237,0.101252447,0.996332217,0.081918441
0.790042004,0.999934004,0.081622867,0.999919257,0.101252638,0.996332227,0.081918597
0.790045005,0.999934020,0.081623022,0.999919276,0.101252830,0.996332236,0.081918753
0.790048005,0.999934036,0.081623176,0.999919296,0.101253021,0.996332245,0.081918909
0.790051005,0.999934052,0.081623331,0.999919315,0.101253213,0.996332255,0.081919065
0.790054005,0.999934068,0.081623486,0.999919335,0.101253404,0.996332264,0.081919220
0.790057006,0.999934084,0.081623640,0.999919354,0.101253596,0.996332273,0.081919376
0.790060006,0.999934100,0.081623795,0.999919374,0.101253787,0.996332282,0.081919532
0.790063006,0.999934116,0.081623950,0.999919393,0.101253978,0.996332292,0.081919688
0.790066007,0.999934132,0.081624104,0.999919413,0.101254170,0.996332301,0.081919843
0.790069007,0.999934148,0.081624259,0.999919432,0.101254361,0.996332310,0.081919999
0.790072007,0.999934164,0.081624414,0.999919451,0.101254553,0.996332320,0.081920155
