K,rho,angle,rho_pred,eig1_re,eig1_im,eig2_re,eig2_im,eig3_re,eig3_im,||Jeff||_F,md5(Jeff)
1.0,0.9910949745515684,0.1071655197331293,0.9910949745515684,0.9854093293962974,0.10600802856441131,0.9854093293962974,-0.10600802856441131,0.9731008589496963,0.10468391213100285,2.1960380173677776,b6c8caa616b93f6c6e9fc2108c088aae
1.139240506329114,0.9915108006082821,0.11453296975196646,0.9915108006082821,0.985014685731651,0.11331256159779231,0.985014685731651,-0.11331256159779231,0.9718954322763839,0.11180336966715355,2.196413696983504,4dca61d17a29b473392e01f9298f262e
1.2784810126582278,0.9919023015678525,0.12145603146966577,0.9919023015678525,0.9845952338383461,0.12017654246322611,0.9845952338383461,-0.12017654246322611,0.9707148364291549,0.1184823455878774,2.1970278466004096,63aaf84c660819b04e901648acc5f183
1.4177215189873418,0.9922734085959674,0.1280068592912341,0.9922734085959674,0.9841549283119837,0.1266712062226202,0.9841549283119837,-0.1266712062226202,0.9695551101743765,0.12479205435240281,2.197880260283309,1e8da03a64f71b7c3e959b61bd3aea57
1.5569620253164556,0.9926270915905423,0.13423997852620875,0.9926270915905423,0.9836967596990444,0.13285039675175742,0.9836967596990444,-0.13285039675175742,0.9684132586956502,0.13078632654715722,2.198970657072104,29c0e3b2c80eea87cbe649ae340a9c00
1.6962025316455696,0.9929656608079455,0.1401977841826337,0.9929656608079455,0.9832230565131911,0.1387559897251932,0.9832230565131911,-0.1387559897251932,0.9672869506079261,0.13650702888909122,2.2002986805513833,4d5d2c4ae70a8b6eb1d35f30b5ec9ab6
1.8354430379746836,0.9932909562371323,0.1459140131834829,0.9932909562371323,0.982735674975266,0.14442131724016613,0.982735674975266,-0.14442131724016613,0.9661743276882435,0.1419874872171297,2.201863898942264,675cb0bc463c371990852e933e6c07be
1.9746835443037973,0.9936044720804496,0.15141603442583637,0.9936044720804496,0.9822361238072118,0.1498734266854962,0.9822361238072118,-0.1498734266854962,0.9650738797760189,0.14725474441529232,2.2036658055175224,80878175957051edfc60454734141aa1
2.113924050632911,0.9939074416924363,0.15672641430772147,0.9939074416924363,0.9817256494305258,0.15513462509000378,0.9817256494305258,-0.15513462509000378,0.963984359389367,0.15233110418704585,2.2057038192441505,fc139ebc6f3fac348b4cffd70d12def4
2.2531645569620253,0.9942008973651341,0.16186401963899935,0.9942008973651341,0.9812052959647816,0.16022356721875597,0.9812052959647816,-0.16022356721875597,0.9629047216099487,0.15723521878918478,2.2079772856030675,f8228db5d26dab9f2408b76adbae488d
2.392405063291139,0.9944857135278161,0.1668448148026617,0.9944857135278161,0.980675948602326,0.16515604210520937,0.980675948602326,-0.16515604210520937,0.9618340806322611,0.16198287532749855,2.2104854775572758,b5a6ac7aa914cfe917d9394aa343fad9
2.5316455696202533,0.9947626386727174,0.17168245079416627,0.9947626386727174,0.9801383656781266,0.16994555429583358,0.9801383656781266,-0.16994555429583358,0.9607716776428452,0.16658757684256537,2.2132275966504977,f04145f2bfd95d0ff624240fe519e29e
2.670886075949367,0.9950323194139901,0.17638870893287942,0.9950323194139901,0.9795932028481026,0.1746037617354822,0.9795932028481026,-0.1746037617354822,0.9597168566069061,0.1710609800857329,2.2162027742238553,1582af8e8005775bc19c5062ec4253d8
2.810126582278481,0.995295318931085,0.18097384080556916,0.995295318931085,0.9790410316320293,0.17914081128269443,0.9790410316320293,-0.17914081128269443,0.9586690457007678,0.17541323095740124,2.2194100727411223,69eb9c615468a288b1bf22814b420a8b
2.9493670886075947,0.9955521313226017,0.18544683264581463,0.9955521313226017,0.9784823538509256,0.18356559967305053,0.9784823538509256,-0.18356559967305053,0.9576277428568118,0.17965322541508205,2.2228484872146548,78f6ba11ef23a99858d15cc562daa349
3.088607594936709,0.9958031929287804,0.1898156137177648,0.9958031929287804,0.9779176130201296,0.1878859792325271,0.9779176130201296,-0.1878859792325271,0.9565925043575102,0.18378881514633966,2.2265169467249493,91f47b53ab06a2fd5d74d893029908b5
3.2278481012658227,0.9960488913712356,0.19408722255154087,0.9960488913712356,0.9773472034490658,0.19210892200040638,0.9773472034490658,-0.19210892200040638,0.9555629357260839,0.1878269716617124,2.2304143160272503,821b9f884a679de330befe73fe7ac2bb
3.3670886075949364,0.9962895728491334,0.19826794100386486,0.9962895728491334,0.9767714775887931,0.1962406521007175,0.9767714775887931,-0.1962406521007175,0.9545386843717679,0.1917739186435741,2.234539397238819,181a7ab1e5acae8f61e54f62f413331e
3.5063291139240507,0.996525548086487,0.20236340344277576,0.996525548086487,0.9761907520235257,0.2002867535630262,0.9761907520235257,-0.2002867535630262,0.9535194335928091,0.19563523974969668,2.2388909316006056,b6d4252599a2d1a912b4d1c363f1a8c9
3.6455696202531644,0.9967570972236716,0.20637868647566218,0.9967570972236716,0.9756053124004276,0.2042522589393422,0.9756053124004276,-0.2042522589393422,0.9525048976424295,0.19941596721687527,2.243467601307098,fb59b06e5e760cdc4b5d339fd69a4522
3.7848101265822782,0.9969844738738558,0.21031838329749972,0.9969844738738558,0.9750154175193512,0.2081417227398056,0.9750154175193512,-0.2081417227398056,0.9514948176358149,0.20312065528623807,2.2482680313981187,d3c3a3911a0bec9366a7fc6414b1277a
3.9240506329113924,0.9972079085123243,0.21418666576351672,0.9972079085123243,0.9744213027512891,0.2119592827502602,0.9744213027512891,-0.2119592827502602,0.9504889581290552,0.2067534415126579,2.253290791706371,e9996f3e933efb0cd881539325430982
4.063291139240507,0.9974276113282344,0.21798733657611544,0.9974276113282344,0.9738231829157176,0.21570871159007132,0.9738231829157176,-0.21570871159007132,0.9494871042397356,0.21031809831607523,2.2585343988545312,bcf07745a6891334c39de9d80e57e54c
4.20253164556962,0.9976437746395469,0.22172387344478772,0.9976437746395469,0.9732212547181042,0.2193934603445649,0.9732212547181042,-0.2193934603445649,0.9484890592077825,0.21381807660872626,2.2639973182957136,3074c8b498694149d3614e4a24d06d19
4.341772151898734,0.9978565749502752,0.22539946667831262,0.9978565749502752,0.972615698827159,0.22301669571234267,0.972615698827159,-0.22301669571234267,0.9474946423168837,0.21725654293825056,2.269677966391179,62a1e439d195cb9bebf5b8f94d3936e3
4.481012658227848,0.998066174712772,0.22901705136499786,0.998066174712772,0.97200668165491,0.22658133180824064,0.97200668165491,-0.22658133180824064,0.9465036871133142,0.2206364112872265,2.2755747125192287,fe60f46629516215e80cba5f97beed2f
4.620253164556962,0.9982727238452246,0.23257933506379538,0.9982727238452246,0.9713943568900776,0.23009005753286388,0.9713943568900776,-0.23009005753286388,0.9455160398716815,0.22396037043988987,2.281685881209304,e94920b8e631af8f0e89f33ebe072121
4.7594936708860756,0.9984763610446478,0.23608882174872314,0.9984763610446478,0.9707788668252877,0.23354536024158618,0.9707788668252877,-0.23354536024158618,0.9445315582669701,0.22723090764882342,2.2880097542954245,72f874994586f7f8dae0bc5c023721a8
4.898734177215189,0.9986772149281412,0.23954783260812249,0.9986772149281412,0.9701603435111098,0.2369495463068758,0.9701603435111098,-0.2369495463068758,0.9435501102199092,0.23045032919535097,2.2945445730832406,9a2f02d1592b13b34ca05e2e05cfd31f
5.037974683544304,0.9988754050290567,0.2429585241894066,0.9988754050290567,0.9695389097637421,0.24030475905835985,0.9695389097637421,-0.24030475905835985,0.9425715728887603,0.23362077832800707,2.3012885405250993,f14d0b265c531374ed3f21759a7b0001
5.177215189873418,0.9990710426700691,0.24632290429195036,0.9990710426700691,0.9689146800484941,0.2436129944982073,0.9689146800484941,-0.2436129944982073,0.9415958317854187,0.23674425097656193,2.3082398233977295,90d48c48d4472e1e17d9e4dec23df2bf
5.3164556962025316,0.9992642317312038,0.24964284594053823,0.9992642317312038,0.9682877612572516,0.2468761151200587,0.9682877612572516,-0.2468761151200587,0.9406227799975977,0.23982260956982343,2.3153965544773105,fec9e4666c724da0cc8300ee27a8e1e7
5.455696202531645,0.9994550693278921,0.2529200997153119,0.9994550693278921,0.9676582533951109,0.25009586210400364,0.9676582533951109,-0.25009586210400364,0.9396523175018784,0.24285759522964728,2.322756834706903,7e0888eeb91e08aaae9216079c593f38
5.594936708860759,0.9996436464116093,0.2561563046684643,0.9996436464116093,0.9670262501888274,0.25327386611499003,0.9670262501888274,-0.25327386611499003,0.938684350555,0.24585083856852907,2.3303187353514523,b7ceb0958df50a379432631639094cde
5.734177215189873,0.9998300483036466,0.25935299802072975,0.9998300483036466,0.9663918396277265,0.2564116568953353,0.9663918396277265,-0.2564116568953353,0.9377187911527372,0.2488038692814163,2.3380803001357733,e646ad13fec2a9ab01409661ff611e3e
5.873417721518987,1.0000143551708889,0.2625116238003508,1.0000143551708889,0.9657551044460101,0.25951067181201765,0.9657551044460101,-0.25951067181201765,0.97,0.0,2.3460395473612046,6ff5f0f41568ab5f231b7bb072149cdb
6.012658227848101,1.0001966424510922,0.2656335405621408,1.0001966424510922,0.9651161225540262,0.26257226349467977,0.9651161225540262,-0.26257226349467977,0.97,0.0,2.3541944719968355,6a4d705d8b84c1c992e9f210ab0e0e70
6.151898734177215,1.0003769812341494,0.2687200283035887,1.0003769812341494,0.964474967425039,0.2655977066798948,0.964474967425039,-0.2655977066798948,0.9700000000000001,0.0,2.3625430477414833,9070294e1b5414aae147b6f5121c69c5
6.291139240506329,1.000555438604658,0.27177229467780706,1.000555438604658,0.9638317084428661,0.2685882043602534,0.9638317084428661,-0.2685882043602534,0.9700000000000001,0.0,2.371083229052857,d5a35909c04bf4dc6e14fd678a94b056
6.430379746835443,1.0007320779506086,0.27479148058874364,1.0007320779506086,0.9631864112152454,0.27154489332270526,0.9631864112152454,-0.27154489332270526,0.97,0.0,2.3798129531405974,9af26f6c1fd6877dbcef423b1a7ee946
6.5696202531645564,1.0009069592421311,0.2777786652421157,1.0009069592421311,0.9625391378569029,0.2744688491487137,0.9625391378569029,-0.2744688491487137,0.97,0.0,2.3887301419201554,135179e0b91c496712c4e8c6ca9780d6
6.70886075949367,1.0010801392837785,0.28073487071540454,1.0010801392837785,0.9618899472458401,0.27736109073881354,0.9618899472458401,-0.27736109073881354,0.97,0.0,2.3978327039247347,2a78375c261f63abcc17d9e0d8a9b857
6.848101265822785,1.0012516719433955,0.2836610661017131,1.0012516719433955,0.9612388952559131,0.28022258441573966,0.9612388952559131,-0.28022258441573966,0.97,0.0,2.40711853617278,8bd55cd0e48d2c831c0bf0f45bbe7590
6.987341772151899,1.0014216083601257,0.2865581712750736,1.0014216083601257,0.9605860349682871,0.2830542476531413,0.9605860349682871,-0.2830542476531413,0.9699999999999998,0.0,2.4165855259887596,049a7c0d2fdfd97997b2b992a3cb7cac
7.1265822784810124,1.0015899971338704,0.2894270603186235,1.0015899971338704,0.9599314168640997,0.28585695247082715,0.9599314168640997,-0.28585695247082715,0.9699999999999999,0.0,2.426231552775237,3a8c0cc315fca69e29eae24952b252fe
7.265822784810126,1.001756884498166,0.2922685646518165,1.001756884498166,0.9592750890003279,0.28863152853228785,0.9592750890003279,-0.28863152853228785,0.9700000000000001,0.0,2.436054489734483,bf9d56a7983acd17b96f29415da4e6b9
7.40506329113924,1.0019223144782141,0.2950834758883646,1.0019223144782141,0.9586170971706011,0.29137876597582035,0.9586170971706011,-0.29137876597582035,0.9700000000000002,0.0,2.4460522055381153,ef2a94217cb012a743a7a0e5ff54078e
7.544303797468354,1.0020863290356172,0.29787254845268146,1.0020863290356172,0.9579574850525404,0.29409941800671957,0.9579574850525404,-0.29409941800671957,0.9700000000000002,0.0,2.4562225659434898,0f7647b8fee022d5fc61990f0d8ac50f
7.6835443037974684,1.0022489682011375,0.30063650197933844,1.0022489682011375,0.9572962943429513,0.29679420327475786,0.9572962943429513,-0.29679420327475786,0.9700000000000002,0.0,2.4665634353557975,0a975eda533c8587273b5c22ce6dfb41
7.822784810126582,1.0024102701966848,0.3033760235171098,1.0024102701966848,0.9566335648820902,0.2994638080582936,0.9566335648820902,-0.2994638080582936,0.9700000000000002,0.0,2.4770726783350336,899e64cb641c320b9e8689d590318f5b
7.962025316455696,1.0025702715475482,0.3060917695567245,1.0025702715475482,0.955969334768032,0.3021088882738984,0.955969334768032,-0.3021088882738984,0.9700000000000001,0.0,2.487748161047212,675ec64f23464a2aae88dbab2ee43bbd
