K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987705,0.088457514,0.999985522,0.097968845,0.998219744,0.088614593
0.239800035,0.999987706,0.088457520,0.999985522,0.097968852,0.998219744,0.088614600
0.239800070,0.999987706,0.088457527,0.999985523,0.097968859,0.998219745,0.088614606
0.239800105,0.999987707,0.088457533,0.999985524,0.097968866,0.998219745,0.088614613
0.239800140,0.999987708,0.088457540,0.999985525,0.097968873,0.998219746,0.088614619
0.239800175,0.999987708,0.088457546,0.999985525,0.097968880,0.998219746,0.088614626
0.239800210,0.999987709,0.088457553,0.999985526,0.097968887,0.998219747,0.088614632
0.239800245,0.999987710,0.088457559,0.999985527,0.097968894,0.998219747,0.088614639
0.239800280,0.999987710,0.088457565,0.999985527,0.097968902,0.998219748,0.088614645
0.239800315,0.999987711,0.088457572,0.999985528,0.097968909,0.998219748,0.088614651
0.239800350,0.999987711,0.088457578,0.999985529,0.097968916,0.998219749,0.088614658
0.239800385,0.999987712,0.088457585,0.999985529,0.097968923,0.998219749,0.088614664
0.239800420,0.999987713,0.088457591,0.999985530,0.097968930,0.998219750,0.088614671
0.239800455,0.999987713,0.088457598,0.999985531,0.097968937,0.998219750,0.088614677
0.239800490,0.999987714,0.088457604,0.999985532,0.097968944,0.998219751,0.088614684
0.239800525,0.999987715,0.088457610,0.999985532,0.097968951,0.998219751,0.088614690
0.239800560,0.999987715,0.088457617,0.999985533,0.097968959,0.998219752,0.088614697
0.239800595,0.999987716,0.088457623,0.999985534,0.097968966,0.998219752,0.088614703
0.239800630,0.999987717,0.088457630,0.999985534,0.097968973,0.998219753,0.088614710
0.239800665,0.999987717,0.088457636,0.999985535,0.097968980,0.998219753,0.088614716
0.239800700,0.999987718,0.088457643,0.999985536,0.097968987,0.998219754,0.088614722
0.239800735,0.999987718,0.088457649,0.999985536,0.097968994,0.998219754,0.088614729
0.239800770,0.999987719,0.088457655,0.999985537,0.097969001,0.998219755,0.088614735
