time_index,eig_full_0_real,eig_full_1_real,eig_full_2_real,eig_full_0_imag,eig_full_1_imag,eig_full_2_imag,eig_ng_0_real,eig_ng_1_real,eig_ng_0_imag,eig_ng_1_imag
14,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
15,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
16,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
17,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
18,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
19,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
20,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
21,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
22,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
23,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
24,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
25,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
26,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
27,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
28,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
29,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
30,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
31,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
32,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
33,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
34,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
35,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
36,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
37,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
38,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
39,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
40,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
41,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
42,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
43,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
44,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
45,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
46,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
47,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
48,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
49,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
50,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
51,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
52,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
53,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
54,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
55,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
56,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
57,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
58,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
59,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
60,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
61,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
62,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
63,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
64,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
65,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
66,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
67,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
68,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
69,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
70,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
71,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
72,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
73,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
74,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
75,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
76,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
77,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
78,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
79,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
80,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
81,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
82,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
83,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
84,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
85,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
86,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
87,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
88,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
89,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
90,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
91,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
92,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
93,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
94,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
95,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
96,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
97,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
98,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
99,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
100,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
101,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
102,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
103,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
104,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
105,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
106,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
107,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
108,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
109,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
110,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
111,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
112,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
113,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
114,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
115,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
116,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
117,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
118,-2.2599362351952306,0.3708998159259093,1.0000000000000002,0.0,0.0,0.0,-2.2599362351952315,0.37089981592590926,0.0,0.0
119,-2.259936235195229,0.9999999999999999,0.3708998159259021,0.0,0.0,0.0,0.3708998159259025,-2.2599362351952292,0.0,0.0
