time_index,eig_full_0_real,eig_full_1_real,eig_full_2_real,eig_full_0_imag,eig_full_1_imag,eig_full_2_imag,eig_ng_0_real,eig_ng_1_real,eig_ng_0_imag,eig_ng_1_imag
44,1.0,-0.47236910070196375,-1.9242485852783835,0.0,0.0,0.0,-1.9242485852783848,-0.47236910070196386,0.0,0.0
45,-2.6066410831922084,0.9999999999999997,1.999836741852546,0.0,0.0,0.0,1.9998367418525465,-2.606641083192211,0.0,0.0
46,1.0000000000000004,-1.9811653426939717,-1.7510894311221488,0.0,0.0,0.0,-1.751089431122149,-1.981165342693971,0.0,0.0
47,1.0000000000000004,-1.6345800266933161,-2.065197128823914,0.0,0.0,0.0,-1.6345800266933166,-2.0651971288239155,0.0,0.0
48,1.0000000000000004,-2.194421238663562,-1.3950882534769715,0.0,0.0,0.0,-1.395088253476972,-2.1944212386635624,0.0,0.0
49,1.0000000000000007,-0.8869063785310274,-2.3553696304526053,0.0,0.0,0.0,-0.8869063785310275,-2.355369630452606,0.0,0.0
50,-2.456949428159743,0.9999999999999998,0.054208304192346214,0.0,0.0,0.0,0.05420830419234646,-2.456949428159743,0.0,0.0
51,-2.5535373594560893,1.0562978006969528,1.0000000000000002,0.0,0.0,0.0,1.0562978006969528,-2.55353735945609,0.0,0.0
52,-2.7028341265158264,1.0000000000000007,0.7087325043315209,0.0,0.0,0.0,0.7087325043315209,-2.7028341265158278,0.0,0.0
53,-2.2492716081220343,-0.1296483711408466,1.0000000000000004,0.0,0.0,0.0,-0.12964837114084649,-2.249271608122034,0.0,0.0
54,-2.635353223726285,1.0000000000000002,1.6007088548723942,0.0,0.0,0.0,1.6007088548723947,-2.6353532237262858,0.0,0.0
55,-2.5514589445013294,-0.5059784188605858,0.9999999999999997,0.0,0.0,0.0,-0.5059784188605856,-2.5514589445013303,0.0,0.0
56,1.0000000000000004,-1.9291957729991864,-0.471979763803328,0.0,0.0,0.0,-1.9291957729991882,-0.4719797638033282,0.0,0.0
57,-2.6087556338084106,1.993213367661316,1.0,0.0,0.0,0.0,1.9932133676613168,-2.6087556338084106,0.0,0.0
58,0.9999999999999998,-1.98293341548952,-1.748123619101158,0.0,0.0,0.0,-1.748123619101159,-1.9829334154895204,0.0,0.0
59,0.9999999999999998,-1.6115232472605687,-2.0833601856634627,0.0,0.0,0.0,-2.083360185663465,-1.61152324726057,0.0,0.0
60,1.0,-2.169558940334439,-1.4085021240496909,0.0,0.0,0.0,-1.4085021240496913,-2.1695589403344377,0.0,0.0
61,0.9999999999999992,-0.7191008425062396,-2.4601748032870683,0.0,0.0,0.0,-2.4601748032870696,-0.7191008425062402,0.0,0.0
62,-2.200244792071039,-0.24083733168348412,1.0,0.0,0.0,0.0,-0.2408373316834842,-2.200244792071036,0.0,0.0
63,-2.642180978090745,1.6477147522908633,1.0,0.0,0.0,0.0,-2.642180978090746,1.6477147522908626,0.0,0.0
64,1.0,-0.6849406748916096,-2.5012195225283405,0.0,0.0,0.0,-0.6849406748916103,-2.5012195225283413,0.0,0.0
65,0.9999999999999991,-1.9782097574437476,-0.5574337655380966,0.0,0.0,0.0,-1.9782097574437498,-0.5574337655380966,0.0,0.0
66,-2.6516024563702083,1.8612055547239457,1.0000000000000004,0.0,0.0,0.0,1.8612055547239463,-2.6516024563702096,0.0,0.0
67,0.9999999999999996,-2.0011743347404445,-1.7250504489475063,0.0,0.0,0.0,-2.0011743347404445,-1.7250504489475063,0.0,0.0
68,0.9999999999999993,-1.575067874028173,-2.1035954630555342,0.0,0.0,0.0,-1.5750678740281738,-2.1035954630555347,0.0,0.0
69,1.0000000000000007,-1.2926532176203893,-2.2292763686760084,0.0,0.0,0.0,-2.2292763686760098,-1.2926532176203893,0.0,0.0
70,-2.4323968353327365,-0.6051749261262659,1.0000000000000002,0.0,0.0,0.0,-0.6051749261262662,-2.4323968353327348,0.0,0.0
71,-2.4070188142396516,0.29003183781526165,0.9999999999999999,0.0,0.0,0.0,-2.4070188142396516,0.2900318378152617,0.0,0.0
72,-2.6289742016887443,1.35081436137077,0.9999999999999998,0.0,0.0,0.0,1.3508143613707706,-2.628974201688746,0.0,0.0
73,-2.636888048329551,-0.007285259118255322,1.0000000000000002,0.0,0.0,0.0,-2.6368880483295523,-0.007285259118255385,0.0,0.0
74,-2.033822572603953,-0.11506661893260316,1.0,0.0,0.0,0.0,-0.11506661893260328,-2.0338225726039534,0.0,0.0
75,-2.5843385819177302,2.0158918514467215,1.0,0.0,0.0,0.0,-2.5843385819177276,2.015891851446721,0.0,0.0
76,1.0,-1.4238585089631297,-2.1566558611521045,0.0,0.0,0.0,-2.156655861152106,-1.4238585089631304,0.0,0.0
77,-2.485054409206947,0.9999999999999998,-0.6926924760399462,0.0,0.0,0.0,-0.6926924760399462,-2.485054409206948,0.0,0.0
78,0.9999999999999998,-0.39651648110999826,-2.089373829398284,0.0,0.0,0.0,-0.3965164811099986,-2.0893738293982844,0.0,0.0
79,-2.647870666426527,0.9999999999999997,1.7767558660556855,0.0,0.0,0.0,1.7767558660556864,-2.6478706664265266,0.0,0.0
80,0.9999999999999993,-1.1644808616033326,-2.326469602549636,0.0,0.0,0.0,-1.1644808616033326,-2.3264696025496363,0.0,0.0
81,1.0,-2.1383112463986493,-0.9089530751613801,0.0,0.0,0.0,-2.1383112463986467,-0.9089530751613801,0.0,0.0
82,-2.7486906706712846,1.0471957585248675,0.9999999999999999,0.0,0.0,0.0,1.047195758524867,-2.7486906706712855,0.0,0.0
83,1.0000000000000009,-2.106409680191229,-0.7798659063940364,0.0,0.0,0.0,-2.1064096801912284,-0.7798659063940363,0.0,0.0
84,-2.7316187116490704,1.350685924436362,1.0000000000000002,0.0,0.0,0.0,1.3506859244363614,-2.7316187116490713,0.0,0.0
85,0.9999999999999991,-2.2225357807991015,-0.9991943691004233,0.0,0.0,0.0,-2.2225357807991015,-0.9991943691004231,0.0,0.0
86,-2.6825352729271277,0.5082056970142446,0.9999999999999998,0.0,0.0,0.0,0.5082056970142452,-2.682535272927126,0.0,0.0
87,-2.221704992792625,0.006029102269543036,1.0,0.0,0.0,0.0,-2.2217049927926253,0.006029102269542973,0.0,0.0
88,-2.6302257043043618,1.7338210869410915,0.9999999999999998,0.0,0.0,0.0,1.733821086941093,-2.6302257043043626,0.0,0.0
89,1.0000000000000002,-0.8142753417870837,-2.4574527315219665,0.0,0.0,0.0,-2.457452731521967,-0.8142753417870837,0.0,0.0
90,1.0000000000000004,-2.0454156959930656,-0.5968758835844356,0.0,0.0,0.0,-0.5968758835844357,-2.0454156959930665,0.0,0.0
91,-2.681842021313754,1.7034825335247155,0.9999999999999997,0.0,0.0,0.0,-2.6818420213137557,1.7034825335247155,0.0,0.0
92,1.0000000000000004,-2.2159839537232706,-1.3610132994828075,0.0,0.0,0.0,-1.3610132994828081,-2.2159839537232684,0.0,0.0
93,1.0000000000000007,-0.8919444884393003,-2.3245138650436896,0.0,0.0,0.0,-2.3245138650436905,-0.891944488439301,0.0,0.0
94,-2.536473993480466,1.0000000000000002,0.23971061525362122,0.0,0.0,0.0,0.23971061525362147,-2.536473993480466,0.0,0.0
95,-2.499074992875032,0.8149418189087775,1.0,0.0,0.0,0.0,-2.4990749928750295,0.8149418189087774,0.0,0.0
96,-2.690279288774631,0.9999999999999996,1.0480954931555242,0.0,0.0,0.0,1.0480954931555249,-2.6902792887746325,0.0,0.0
97,-2.446023238094021,-0.14838203226908797,0.9999999999999998,0.0,0.0,0.0,-2.4460232380940217,-0.148382032269088,0.0,0.0
98,-2.5247958333971527,1.0,0.9316322311576645,0.0,0.0,0.0,0.9316322311576646,-2.524795833397154,0.0,0.0
99,-2.6997855701453424,0.9034870067885471,1.0000000000000002,0.0,0.0,0.0,-2.699785570145343,0.903487006788547,0.0,0.0
100,-2.3595141067795162,1.0000000000000009,-0.1428350371343072,0.0,0.0,0.0,-0.14283503713430723,-2.3595141067795176,0.0,0.0
101,-2.6039808991668045,1.2716020237745351,0.9999999999999999,0.0,0.0,0.0,-2.6039808991668045,1.2716020237745342,0.0,0.0
102,-2.6757993815415797,0.9999999999999991,0.2541181603451375,0.0,0.0,0.0,0.25411816034513746,-2.6757993815415797,0.0,0.0
103,-2.057317290403591,-0.12773735142054773,0.9999999999999998,0.0,0.0,0.0,-2.057317290403592,-0.1277373514205478,0.0,0.0
104,-2.5955599221530212,0.9999999999999996,1.976742610177346,0.0,0.0,0.0,1.9767426101773469,-2.5955599221530217,0.0,0.0
105,1.0,-2.186507302516887,-1.3808607194355547,0.0,0.0,0.0,-2.1865073025168864,-1.3808607194355549,0.0,0.0
106,1.0,-0.7113945122890999,-2.443736686230022,0.0,0.0,0.0,-0.7113945122891008,-2.4437366862300225,0.0,0.0
107,-2.2883607832101647,-0.07203362963380393,0.9999999999999998,0.0,0.0,0.0,-2.288360783210168,-0.07203362963380396,0.0,0.0
108,-2.63087632446201,1.5343281278563663,1.0,0.0,0.0,0.0,1.534328127856367,-2.6308763244620104,0.0,0.0
109,-2.593663706978433,-0.3260289593505057,1.0000000000000002,0.0,0.0,0.0,-2.5936637069784334,-0.32602895935050596,0.0,0.0
110,-1.9087124499089616,1.0,-0.3888971309612704,0.0,0.0,0.0,-0.3888971309612703,-1.9087124499089632,0.0,0.0
111,-2.57812193013819,2.0643622303919145,0.9999999999999998,0.0,0.0,0.0,-2.5781219301381912,2.064362230391914,0.0,0.0
112,1.0000000000000004,-1.5762478146734957,-2.098666721954778,0.0,0.0,0.0,-2.098666721954778,-1.576247814673496,0.0,0.0
113,0.9999999999999991,-2.2734767403409486,-1.2301394129280496,0.0,0.0,0.0,-1.2301394129280498,-2.2734767403409495,0.0,0.0
114,0.9999999999999994,-0.6889874525822735,-2.33518080864572,0.0,0.0,0.0,-2.3351808086457213,-0.688987452582274,0.0,0.0
115,-2.5798623614712795,0.9999999999999998,0.6569506349642803,0.0,0.0,0.0,0.6569506349642809,-2.5798623614712817,0.0,0.0
116,-2.5713944076376993,0.7067581047074288,0.9999999999999999,0.0,0.0,0.0,-2.5713944076377016,0.7067581047074292,0.0,0.0
117,-2.5991087730479805,0.9999999999999998,0.7463214588240644,0.0,0.0,0.0,0.7463214588240645,-2.599108773047983,0.0,0.0
118,-2.5707534846674536,0.5958834769573447,0.9999999999999998,0.0,0.0,0.0,-2.5707534846674536,0.5958834769573448,0.0,0.0
119,-2.5647311523453054,1.0000000000000007,0.752463196722669,0.0,0.0,0.0,0.7524631967226698,-2.564731152345307,0.0,0.0
