time_index,eig_full_0_real,eig_full_1_real,eig_full_2_real,eig_full_0_imag,eig_full_1_imag,eig_full_2_imag,eig_ng_0_real,eig_ng_1_real,eig_ng_0_imag,eig_ng_1_imag
0,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
1,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
2,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
3,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
4,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
5,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
6,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
7,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
8,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
9,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
10,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
11,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
12,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
13,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
14,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
15,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
16,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
17,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
18,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
19,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
20,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
21,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
22,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
23,1.0,0.04940848649326828,0.04940848649326792,0.0,0.0,0.0,0.049408486493268323,0.04940848649326806,0.0,0.0
24,0.049408486493268566,1.0,0.049408486493268296,0.0,0.0,0.0,0.04940848649326825,0.04940848649326847,0.0,0.0
