K,rho,angle,label
0.100000000,0.986470828,0.054614484,complex-near-real
0.139924906,0.987102946,0.065286743,complex-near-real
0.179849812,0.987734660,0.074429784,complex-near-real
0.219774718,0.988365970,0.082553317,complex-near-real
0.259699625,0.988996876,0.089934073,complex-near-real
0.299624531,0.989627381,0.096742240,complex-near-real
0.339549437,0.990257484,0.103091354,complex
0.379474343,0.990887186,0.109061645,complex
0.419399249,0.991516489,0.114712303,complex
0.459324155,0.992145392,0.120088485,complex
0.499249061,0.992773897,0.125225571,complex
0.539173967,0.993402004,0.130151899,complex
0.579098874,0.994029715,0.134890586,complex
0.619023780,0.994657029,0.139460781,complex
0.658948686,0.995283948,0.143878565,complex
0.698873592,0.995910472,0.148157590,complex
0.738798498,0.996536603,0.152309574,complex
0.778723404,0.997162340,0.156344657,complex
0.818648310,0.997787685,0.160271687,complex
0.858573217,0.998412638,0.164098440,complex
0.898498123,0.999037200,0.167831794,complex
0.938423029,0.999661372,0.171477866,complex
0.978347935,1.000285154,0.175042128,complex
1.018272841,1.000908548,0.178529496,complex
1.058197747,1.001531554,0.181944408,complex
1.098122653,1.002154172,0.185290886,complex
1.138047559,1.002776404,0.188572588,complex
1.177972466,1.003398250,0.191792856,complex
1.217897372,1.004019711,0.194954747,complex
1.257822278,1.004640787,0.198061073,complex
1.297747184,1.005261480,0.201114422,complex
1.337672090,1.005881789,0.204117186,complex
1.377596996,1.006501717,0.207071580,complex
1.417521902,1.007121262,0.209979658,complex
1.457446809,1.007740427,0.212843332,complex
1.497371715,1.008359212,0.215664384,complex
1.537296621,1.008977617,0.218444478,complex
1.577221527,1.009595644,0.221185172,complex
1.617146433,1.010213292,0.223887924,complex
1.657071339,1.010830563,0.226554105,complex
1.696996245,1.011447457,0.229185003,complex
1.736921151,1.012063975,0.231781831,complex
1.776846058,1.012680118,0.234345734,complex
1.816770964,1.013295886,0.236877792,complex
1.856695870,1.013911280,0.239379028,complex
1.896620776,1.014526301,0.241850408,complex
1.936545682,1.015140950,0.244292849,complex
1.976470588,1.015755226,0.246707223,complex
2.016395494,1.016369131,0.249094356,complex
2.056320401,1.016982666,0.251455034,complex
2.096245307,1.017595830,0.253790006,complex
2.136170213,1.018208626,0.256099985,complex
2.176095119,1.018821053,0.258385652,complex
2.216020025,1.019433111,0.260647657,complex
2.255944931,1.020044803,0.262886620,complex
2.295869837,1.020656128,0.265103135,complex
2.335794743,1.021267087,0.267297770,complex
2.375719650,1.021877681,0.269471069,complex
2.415644556,1.022487910,0.271623553,complex
2.455569462,1.023097775,0.273755724,complex
2.495494368,1.023707277,0.275868061,complex
2.535419274,1.024316417,0.277961025,complex
2.575344180,1.024925194,0.280035061,complex
2.615269086,1.025533610,0.282090593,complex
2.655193992,1.026141665,0.284128034,complex
2.695118899,1.026749360,0.286147778,complex
2.735043805,1.027356695,0.288150205,complex
2.774968711,1.027963672,0.290135683,complex
2.814893617,1.028570290,0.292104566,complex
2.854818523,1.029176551,0.294057195,complex
2.894743429,1.029782455,0.295993901,complex
2.934668335,1.030388003,0.297915002,complex
2.974593242,1.030993195,0.299820807,complex
3.014518148,1.031598032,0.301711613,complex
3.054443054,1.032202515,0.303587708,complex
3.094367960,1.032806644,0.305449372,complex
3.134292866,1.033410419,0.307296873,complex
3.174217772,1.034013842,0.309130475,complex
3.214142678,1.034616914,0.310950431,complex
3.254067584,1.035219634,0.312756986,complex
3.293992491,1.035822003,0.314550378,complex
3.333917397,1.036424022,0.316330840,complex
3.373842303,1.037025691,0.318098595,complex
3.413767209,1.037627012,0.319853861,complex
3.453692115,1.038227984,0.321596851,complex
3.493617021,1.038828609,0.323327770,complex
3.533541927,1.039428887,0.325046817,complex
3.573466834,1.040028818,0.326754188,complex
3.613391740,1.040628403,0.328450070,complex
3.653316646,1.041227643,0.330134649,complex
3.693241552,1.041826539,0.331808103,complex
3.733166458,1.042425090,0.333470607,complex
3.773091364,1.043023298,0.335122329,complex
3.813016270,1.043621163,0.336763436,complex
3.852941176,1.044218686,0.338394089,complex
3.892866083,1.044815866,0.340014444,complex
3.932790989,1.045412706,0.341624654,complex
3.972715895,1.046009205,0.343224869,complex
4.012640801,1.046605365,0.344815234,complex
4.052565707,1.047201185,0.346395891,complex
4.092490613,1.047796666,0.347966980,complex
4.132415519,1.048391809,0.349528634,complex
4.172340426,1.048986614,0.351080986,complex
4.212265332,1.049581082,0.352624165,complex
4.252190238,1.050175213,0.354158298,complex
4.292115144,1.050769009,0.355683506,complex
4.332040050,1.051362469,0.357199911,complex
4.371964956,1.051955595,0.358707630,complex
4.411889862,1.052548386,0.360206778,complex
4.451814768,1.053140844,0.361697467,complex
4.491739675,1.053732968,0.363179808,complex
4.531664581,1.054324760,0.364653908,complex
4.571589487,1.054916220,0.366119872,complex
4.611514393,1.055507349,0.367577803,complex
4.651439299,1.056098146,0.369027802,complex
4.691364205,1.056688614,0.370469967,complex
4.731289111,1.057278751,0.371904397,complex
4.771214018,1.057868560,0.373331184,complex
4.811138924,1.058458039,0.374750422,complex
4.851063830,1.059047191,0.376162201,complex
4.890988736,1.059636015,0.377566611,complex
4.930913642,1.060224512,0.378963740,complex
4.970838548,1.060812683,0.380353671,complex
5.010763454,1.061400527,0.381736490,complex
5.050688360,1.061988046,0.383112279,complex
5.090613267,1.062575241,0.384481118,complex
5.130538173,1.063162111,0.385843086,complex
