K,rho_num,angle_num,F_triangle,r(theta*),type,rho_closed,angle_closed,J_frobenius
1.75,0.9805610638812863,0.09812733096845005,-2.0943951023931957,0.9999917905249796,real+,1.0861881988786386,0.0,2.405710840922357
1.7516666666666667,0.9805610638812863,0.09817616094653837,-2.0943951023931957,0.9999918061077839,real+,1.086238905815837,0.0,2.405718811343811
1.7533333333333334,0.9805610638812868,0.0982249667277385,-2.0943951023931957,0.999991821646262,real+,1.0862895919168185,0.0,2.4057267967530187
1.755,0.9805610638812868,0.09827374834810196,-2.0943951023931957,0.9999918371405823,real+,1.0863402572101668,0.0,2.4057347971498304
1.7566666666666666,0.9805610638812863,0.09874660577488037,-2.0943951023931957,0.9999918525909113,real+,1.0863909017243958,0.0,2.405742812534095
1.7583333333333333,0.9805610638812867,0.09837123925008205,-2.0943951023931957,0.9999918679974158,real+,1.0864415254879605,0.0,2.405750842905662
1.76,0.9805610638812863,0.09884363581303834,-2.0943951023931957,0.9999918833602611,real+,1.0864921285292475,0.0,2.4057588882643803
1.7616666666666667,0.9805610638812865,0.09846863393911341,-2.0943951023931957,0.9999918986796124,real+,1.0865427108765777,0.0,2.4057669486100988
1.7633333333333334,0.980561063881286,0.09894057098818582,-2.0943951023931957,0.9999919139556335,real+,1.0865932725582104,0.0,2.4057750239426654
1.7650000000000001,0.9805610638812866,0.09856593270041432,-2.0943951023931957,0.9999919291884877,real+,1.0866438136023406,0.0,2.4057831142619284
1.7666666666666666,0.9805610638812867,0.09861454619691247,-2.0943951023931957,0.9999919443783374,real+,1.0866943340370985,0.0,2.4057912195677353
1.7683333333333333,0.9805610638812859,0.09866313581779822,-2.0943951023931957,0.9999919595253444,real+,1.0867448338905505,0.0,2.4057993398599344
1.77,0.9805610638812862,0.09913415786266094,-2.0943951023931957,0.9999919746296696,real+,1.0867953131906989,0.0,2.405807475138372
1.7716666666666667,0.9805610638812873,0.09876024357368414,-2.0943951023931957,0.9999919896914734,real+,1.0868457719654845,0.0,2.4058156254028957
1.7733333333333334,0.9805610638812862,0.09880876177894148,-2.0943951023931957,0.9999920047109151,real+,1.0868962102427842,0.0,2.405823790653352
1.775,0.9805610638812867,0.09885725624910253,-2.0943951023931957,0.9999920196881533,real+,1.08694662805041,0.0,2.405831970889587
1.7766666666666666,0.9805610638812865,0.0989057270190825,-2.0943951023931957,0.9999920346233464,real+,1.0869970254161132,0.0,2.4058401661114472
1.7783333333333333,0.9805610638812864,0.09895417412370855,-2.0943951023931957,0.9999920495166512,real+,1.087047402367585,0.0,2.405848376318779
1.78,0.9805610638812862,0.09942383362384273,-2.0943951023931957,0.9999920643682244,real+,1.0870977589324475,0.0,2.405856601511427
1.7816666666666667,0.9805610638812862,0.09947203115896433,-2.0943951023931957,0.9999920791782216,real+,1.0871480951382677,0.0,2.405864841689237
1.7833333333333334,0.9805610638812862,0.09952020542512963,-2.0943951023931957,0.9999920939467981,real+,1.0871984110125466,0.0,2.4058730968520545
1.7850000000000001,0.9805610638812864,0.09914772658227539,-2.0943951023931957,0.9999921086741079,real+,1.0872487065827234,0.0,2.4058813669997234
1.7866666666666666,0.9805610638812863,0.09919605587959093,-2.0943951023931957,0.999992123360305,real+,1.087298981876178,0.0,2.4058896521320894
1.7883333333333333,0.9805610638812866,0.0992443617187457,-2.0943951023931957,0.9999921380055419,real+,1.087349236920228,0.0,2.405897952248995
1.79,0.9805610638812864,0.09929264413397805,-2.0943951023931957,0.9999921526099709,real+,1.0873994717421298,0.0,2.405906267350286
1.7916666666666667,0.980561063881286,0.09976072890127273,-2.0943951023931957,0.9999921671737436,real+,1.0874496863690781,0.0,2.405914597435805
1.7933333333333334,0.980561063881286,0.0998087642603596,-2.0943951023931957,0.9999921816970108,real+,1.0874998808282061,0.0,2.4059229425053954
1.795,0.9805610638812862,0.09985677658528756,-2.0943951023931957,0.9999921961799224,real+,1.0875500551465893,0.0,2.405931302558901
1.7966666666666666,0.9805610638812863,0.09948554023754277,-2.0943951023931957,0.9999922106226278,real+,1.0876002093512407,0.0,2.405939677596164
1.7983333333333333,0.9805610638812869,0.09953370604383636,-2.0943951023931957,0.9999922250252756,real+,1.0876503434691147,0.0,2.405948067617027
1.8,0.9805610638812862,0.09958184862990173,-2.0943951023931957,0.9999922393880141,real+,1.0877004575271023,0.0,2.4059564726213334
1.8016666666666667,0.980561063881286,0.09962996802940018,-2.0943951023931957,0.9999922537109903,real+,1.087750551552038,0.0,2.4059648926089237
1.8033333333333335,0.9805610638812863,0.10009649385746927,-2.0943951023931957,0.9999922679943509,complex,1.0878006255706953,0.0,2.405973327579641
1.8050000000000002,0.9805610638812863,0.10014436867228875,-2.0943951023931957,0.9999922822382421,complex,1.0878506796097882,0.0,2.4059817775333254
1.8066666666666666,0.9805610638812866,0.09977418744390062,-2.0943951023931957,0.999992296442809,real+,1.0879007136959733,0.0,2.4059902424698194
1.8083333333333333,0.9805610638812859,0.1002400499247496,-2.0943951023931957,0.9999923106081963,complex,1.0879507278558442,0.0,2.405998722388963
1.81,0.9805610638812875,0.09987021840089956,-2.0943951023931957,0.9999923247345477,real+,1.0880007221159391,0.0,2.406007217290598
