K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987698,0.088457417,0.999985522,0.097968845,0.998219734,0.088614497
0.239800047,0.999987698,0.088457426,0.999985523,0.097968854,0.998219735,0.088614505
0.239800093,0.999987699,0.088457435,0.999985524,0.097968864,0.998219735,0.088614514
0.239800140,0.999987700,0.088457443,0.999985525,0.097968873,0.998219736,0.088614523
0.239800187,0.999987701,0.088457452,0.999985525,0.097968883,0.998219737,0.088614531
0.239800233,0.999987702,0.088457460,0.999985526,0.097968892,0.998219737,0.088614540
0.239800280,0.999987703,0.088457469,0.999985527,0.097968902,0.998219738,0.088614548
0.239800327,0.999987703,0.088457477,0.999985528,0.097968911,0.998219739,0.088614557
0.239800373,0.999987704,0.088457486,0.999985529,0.097968921,0.998219739,0.088614566
0.239800420,0.999987705,0.088457495,0.999985530,0.097968930,0.998219740,0.088614574
0.239800467,0.999987706,0.088457503,0.999985531,0.097968940,0.998219741,0.088614583
0.239800513,0.999987707,0.088457512,0.999985532,0.097968949,0.998219741,0.088614591
0.239800560,0.999987708,0.088457520,0.999985533,0.097968959,0.998219742,0.088614600
0.239800607,0.999987709,0.088457529,0.999985534,0.097968968,0.998219743,0.088614609
0.239800653,0.999987709,0.088457537,0.999985535,0.097968978,0.998219743,0.088614617
0.239800700,0.999987710,0.088457546,0.999985536,0.097968987,0.998219744,0.088614626
0.239800747,0.999987711,0.088457555,0.999985537,0.097968997,0.998219745,0.088614635
0.239800793,0.999987712,0.088457563,0.999985538,0.097969006,0.998219745,0.088614643
0.239800840,0.999987713,0.088457572,0.999985539,0.097969016,0.998219746,0.088614652
0.239800887,0.999987714,0.088457580,0.999985539,0.097969025,0.998219747,0.088614660
0.239800933,0.999987714,0.088457589,0.999985540,0.097969034,0.998219748,0.088614669
0.239800980,0.999987715,0.088457598,0.999985541,0.097969044,0.998219748,0.088614678
0.239801027,0.999987716,0.088457606,0.999985542,0.097969053,0.998219749,0.088614686
0.239801073,0.999987717,0.088457615,0.999985543,0.097969063,0.998219750,0.088614695
0.239801120,0.999987718,0.088457623,0.999985544,0.097969072,0.998219750,0.088614703
0.239801167,0.999987719,0.088457632,0.999985545,0.097969082,0.998219751,0.088614712
0.239801213,0.999987720,0.088457640,0.999985546,0.097969091,0.998219752,0.088614721
0.239801260,0.999987720,0.088457649,0.999985547,0.097969101,0.998219752,0.088614729
0.239801307,0.999987721,0.088457658,0.999985548,0.097969110,0.998219753,0.088614738
0.239801353,0.999987722,0.088457666,0.999985549,0.097969120,0.998219754,0.088614746
0.239801400,0.999987723,0.088457675,0.999985550,0.097969129,0.998219754,0.088614755
0.239801447,0.999987724,0.088457683,0.999985551,0.097969139,0.998219755,0.088614764
0.239801493,0.999987725,0.088457692,0.999985552,0.097969148,0.998219756,0.088614772
0.239801540,0.999987726,0.088457701,0.999985553,0.097969158,0.998219756,0.088614781
0.239801587,0.999987726,0.088457709,0.999985553,0.097969167,0.998219757,0.088614790
0.239801633,0.999987727,0.088457718,0.999985554,0.097969177,0.998219758,0.088614798
0.239801680,0.999987728,0.088457726,0.999985555,0.097969186,0.998219758,0.088614807
0.239801727,0.999987729,0.088457735,0.999985556,0.097969196,0.998219759,0.088614815
0.239801773,0.999987730,0.088457743,0.999985557,0.097969205,0.998219760,0.088614824
0.239801820,0.999987731,0.088457752,0.999985558,0.097969215,0.998219760,0.088614833
0.239801867,0.999987731,0.088457761,0.999985559,0.097969224,0.998219761,0.088614841
0.239801913,0.999987732,0.088457769,0.999985560,0.097969234,0.998219762,0.088614850
0.239801960,0.999987733,0.088457778,0.999985561,0.097969243,0.998219762,0.088614858
0.239802007,0.999987734,0.088457786,0.999985562,0.097969253,0.998219763,0.088614867
0.239802053,0.999987735,0.088457795,0.999985563,0.097969262,0.998219764,0.088614876
