K,rho,angle,label
1.258379190,0.994816695,0.140599536,complex
1.258529265,0.994817873,0.140607905,complex
1.258679340,0.994819052,0.140616274,complex
1.258829415,0.994820230,0.140624643,complex
1.258979490,0.994821409,0.140633011,complex
1.259129565,0.994822587,0.140641378,complex
1.259279640,0.994823766,0.140649745,complex
1.259429715,0.994824944,0.140658111,complex
1.259579790,0.994826122,0.140666477,complex
1.259729865,0.994827301,0.140674842,complex
1.259879940,0.994828479,0.140683207,complex
1.260030015,0.994829658,0.140691571,complex
1.260180090,0.994830836,0.140699935,complex
1.260330165,0.994832015,0.140708298,complex
1.260480240,0.994833193,0.140716661,complex
1.260630315,0.994834371,0.140725023,complex
1.260780390,0.994835550,0.140733384,complex
1.260930465,0.994836728,0.140741746,complex
1.261080540,0.994837907,0.140750106,complex
1.261230615,0.994839085,0.140758466,complex
1.261380690,0.994840264,0.140766826,complex
1.261530765,0.994841442,0.140775185,complex
1.261680840,0.994842620,0.140783543,complex
1.261830915,0.994843799,0.140791901,complex
1.261980990,0.994844977,0.140800258,complex
1.262131066,0.994846156,0.140808615,complex
1.262281141,0.994847334,0.140816972,complex
1.262431216,0.994848513,0.140825328,complex
1.262581291,0.994849691,0.140833683,complex
1.262731366,0.994850869,0.140842038,complex
1.262881441,0.994852048,0.140850392,complex
1.263031516,0.994853226,0.140858746,complex
1.263181591,0.994854405,0.140867099,complex
1.263331666,0.994855583,0.140875452,complex
1.263481741,0.994856761,0.140883804,complex
1.263631816,0.994857940,0.140892156,complex
1.263781891,0.994859118,0.140900507,complex
1.263931966,0.994860297,0.140908857,complex
1.264082041,0.994861475,0.140917207,complex
1.264232116,0.994862654,0.140925557,complex
1.264382191,0.994863832,0.140933906,complex
1.264532266,0.994865010,0.140942255,complex
1.264682341,0.994866189,0.140950603,complex
1.264832416,0.994867367,0.140958950,complex
1.264982491,0.994868545,0.140967297,complex
1.265132566,0.994869724,0.140975644,complex
1.265282641,0.994870902,0.140983990,complex
1.265432716,0.994872081,0.140992335,complex
1.265582791,0.994873259,0.141000680,complex
1.265732866,0.994874437,0.141009024,complex
1.265882941,0.994875616,0.141017368,complex
1.266033017,0.994876794,0.141025712,complex
1.266183092,0.994877973,0.141034054,complex
1.266333167,0.994879151,0.141042397,complex
1.266483242,0.994880329,0.141050738,complex
1.266633317,0.994881508,0.141059080,complex
1.266783392,0.994882686,0.141067420,complex
1.266933467,0.994883864,0.141075761,complex
1.267083542,0.994885043,0.141084100,complex
1.267233617,0.994886221,0.141092440,complex
1.267383692,0.994887400,0.141100778,complex
1.267533767,0.994888578,0.141109116,complex
1.267683842,0.994889756,0.141117454,complex
1.267833917,0.994890935,0.141125791,complex
1.267983992,0.994892113,0.141134128,complex
1.268134067,0.994893291,0.141142464,complex
1.268284142,0.994894470,0.141150799,complex
1.268434217,0.994895648,0.141159134,complex
1.268584292,0.994896827,0.141167469,complex
1.268734367,0.994898005,0.141175803,complex
1.268884442,0.994899183,0.141184136,complex
1.269034517,0.994900362,0.141192469,complex
1.269184592,0.994901540,0.141200802,complex
1.269334667,0.994902718,0.141209134,complex
1.269484742,0.994903897,0.141217465,complex
1.269634817,0.994905075,0.141225796,complex
1.269784892,0.994906253,0.141234126,complex
1.269934967,0.994907432,0.141242456,complex
1.270085043,0.994908610,0.141250786,complex
1.270235118,0.994909788,0.141259114,complex
1.270385193,0.994910967,0.141267443,complex
1.270535268,0.994912145,0.141275771,complex
1.270685343,0.994913323,0.141284098,complex
1.270835418,0.994914502,0.141292425,complex
1.270985493,0.994915680,0.141300751,complex
1.271135568,0.994916858,0.141309076,complex
1.271285643,0.994918037,0.141317402,complex
1.271435718,0.994919215,0.141325726,complex
1.271585793,0.994920393,0.141334051,complex
1.271735868,0.994921572,0.141342374,complex
1.271885943,0.994922750,0.141350697,complex
1.272036018,0.994923928,0.141359020,complex
1.272186093,0.994925107,0.141367342,complex
1.272336168,0.994926285,0.141375664,complex
1.272486243,0.994927463,0.141383985,complex
1.272636318,0.994928642,0.141392305,complex
1.272786393,0.994929820,0.141400625,complex
1.272936468,0.994930998,0.141408945,complex
1.273086543,0.994932177,0.141417264,complex
1.273236618,0.994933355,0.141425582,complex
1.273386693,0.994934533,0.141433900,complex
1.273536768,0.994935712,0.141442218,complex
1.273686843,0.994936890,0.141450535,complex
1.273836918,0.994938068,0.141458851,complex
1.273986993,0.994939247,0.141467167,complex
1.274137069,0.994940425,0.141475482,complex
1.274287144,0.994941603,0.141483797,complex
1.274437219,0.994942782,0.141492112,complex
1.274587294,0.994943960,0.141500426,complex
1.274737369,0.994945138,0.141508739,complex
1.274887444,0.994946316,0.141517052,complex
1.275037519,0.994947495,0.141525364,complex
1.275187594,0.994948673,0.141533676,complex
1.275337669,0.994949851,0.141541987,complex
1.275487744,0.994951030,0.141550298,complex
1.275637819,0.994952208,0.141558608,complex
1.275787894,0.994953386,0.141566918,complex
1.275937969,0.994954565,0.141575227,complex
1.276088044,0.994955743,0.141583536,complex
1.276238119,0.994956921,0.141591844,complex
1.276388194,0.994958099,0.141600152,complex
1.276538269,0.994959278,0.141608459,complex
1.276688344,0.994960456,0.141616765,complex
1.276838419,0.994961634,0.141625072,complex
1.276988494,0.994962813,0.141633377,complex
1.277138569,0.994963991,0.141641682,complex
1.277288644,0.994965169,0.141649987,complex
1.277438719,0.994966347,0.141658291,complex
1.277588794,0.994967526,0.141666595,complex
1.277738869,0.994968704,0.141674898,complex
1.277888944,0.994969882,0.141683200,complex
1.278039020,0.994971060,0.141691502,complex
1.278189095,0.994972239,0.141699804,complex
1.278339170,0.994973417,0.141708105,complex
1.278489245,0.994974595,0.141716405,complex
1.278639320,0.994975774,0.141724705,complex
1.278789395,0.994976952,0.141733005,complex
1.278939470,0.994978130,0.141741304,complex
1.279089545,0.994979308,0.141749602,complex
1.279239620,0.994980487,0.141757900,complex
1.279389695,0.994981665,0.141766198,complex
1.279539770,0.994982843,0.141774495,complex
1.279689845,0.994984021,0.141782791,complex
1.279839920,0.994985200,0.141791087,complex
1.279989995,0.994986378,0.141799382,complex
1.280140070,0.994987556,0.141807677,complex
1.280290145,0.994988734,0.141815971,complex
1.280440220,0.994989913,0.141824265,complex
1.280590295,0.994991091,0.141832559,complex
1.280740370,0.994992269,0.141840851,complex
1.280890445,0.994993447,0.141849144,complex
1.281040520,0.994994626,0.141857436,complex
1.281190595,0.994995804,0.141865727,complex
1.281340670,0.994996982,0.141874018,complex
1.281490745,0.994998160,0.141882308,complex
1.281640820,0.994999339,0.141890598,complex
1.281790895,0.995000517,0.141898887,complex
1.281940970,0.995001695,0.141907176,complex
1.282091046,0.995002873,0.141915464,complex
1.282241121,0.995004052,0.141923752,complex
1.282391196,0.995005230,0.141932039,complex
1.282541271,0.995006408,0.141940326,complex
1.282691346,0.995007586,0.141948612,complex
1.282841421,0.995008764,0.141956897,complex
1.282991496,0.995009943,0.141965183,complex
1.283141571,0.995011121,0.141973467,complex
1.283291646,0.995012299,0.141981751,complex
1.283441721,0.995013477,0.141990035,complex
1.283591796,0.995014656,0.141998318,complex
1.283741871,0.995015834,0.142006601,complex
1.283891946,0.995017012,0.142014883,complex
1.284042021,0.995018190,0.142023164,complex
1.284192096,0.995019368,0.142031446,complex
1.284342171,0.995020547,0.142039726,complex
1.284492246,0.995021725,0.142048006,complex
1.284642321,0.995022903,0.142056286,complex
1.284792396,0.995024081,0.142064565,complex
1.284942471,0.995025260,0.142072843,complex
1.285092546,0.995026438,0.142081121,complex
1.285242621,0.995027616,0.142089399,complex
1.285392696,0.995028794,0.142097676,complex
1.285542771,0.995029972,0.142105953,complex
1.285692846,0.995031151,0.142114229,complex
1.285842921,0.995032329,0.142122504,complex
1.285992996,0.995033507,0.142130779,complex
1.286143072,0.995034685,0.142139053,complex
1.286293147,0.995035863,0.142147327,complex
1.286443222,0.995037042,0.142155601,complex
1.286593297,0.995038220,0.142163874,complex
1.286743372,0.995039398,0.142172146,complex
1.286893447,0.995040576,0.142180418,complex
1.287043522,0.995041754,0.142188690,complex
1.287193597,0.995042932,0.142196961,complex
1.287343672,0.995044111,0.142205231,complex
1.287493747,0.995045289,0.142213501,complex
1.287643822,0.995046467,0.142221770,complex
1.287793897,0.995047645,0.142230039,complex
1.287943972,0.995048823,0.142238308,complex
1.288094047,0.995050002,0.142246576,complex
1.288244122,0.995051180,0.142254843,complex
1.288394197,0.995052358,0.142263110,complex
1.288544272,0.995053536,0.142271376,complex
1.288694347,0.995054714,0.142279642,complex
1.288844422,0.995055892,0.142287907,complex
1.288994497,0.995057071,0.142296172,complex
1.289144572,0.995058249,0.142304437,complex
1.289294647,0.995059427,0.142312701,complex
1.289444722,0.995060605,0.142320964,complex
1.289594797,0.995061783,0.142329227,complex
1.289744872,0.995062961,0.142337489,complex
1.289894947,0.995064140,0.142345751,complex
1.290045023,0.995065318,0.142354012,complex
1.290195098,0.995066496,0.142362273,complex
1.290345173,0.995067674,0.142370533,complex
1.290495248,0.995068852,0.142378793,complex
1.290645323,0.995070030,0.142387052,complex
1.290795398,0.995071209,0.142395311,complex
1.290945473,0.995072387,0.142403569,complex
1.291095548,0.995073565,0.142411827,complex
1.291245623,0.995074743,0.142420084,complex
1.291395698,0.995075921,0.142428341,complex
1.291545773,0.995077099,0.142436597,complex
1.291695848,0.995078277,0.142444853,complex
1.291845923,0.995079456,0.142453108,complex
1.291995998,0.995080634,0.142461363,complex
1.292146073,0.995081812,0.142469617,complex
1.292296148,0.995082990,0.142477871,complex
1.292446223,0.995084168,0.142486124,complex
1.292596298,0.995085346,0.142494377,complex
1.292746373,0.995086524,0.142502629,complex
1.292896448,0.995087703,0.142510881,complex
1.293046523,0.995088881,0.142519132,complex
1.293196598,0.995090059,0.142527383,complex
1.293346673,0.995091237,0.142535633,complex
1.293496748,0.995092415,0.142543883,complex
1.293646823,0.995093593,0.142552132,complex
1.293796898,0.995094771,0.142560381,complex
1.293946973,0.995095949,0.142568629,complex
1.294097049,0.995097128,0.142576877,complex
1.294247124,0.995098306,0.142585124,complex
1.294397199,0.995099484,0.142593371,complex
1.294547274,0.995100662,0.142601617,complex
1.294697349,0.995101840,0.142609862,complex
1.294847424,0.995103018,0.142618108,complex
1.294997499,0.995104196,0.142626352,complex
1.295147574,0.995105374,0.142634596,complex
1.295297649,0.995106553,0.142642840,complex
1.295447724,0.995107731,0.142651083,complex
1.295597799,0.995108909,0.142659326,complex
1.295747874,0.995110087,0.142667568,complex
1.295897949,0.995111265,0.142675810,complex
1.296048024,0.995112443,0.142684051,complex
1.296198099,0.995113621,0.142692292,complex
1.296348174,0.995114799,0.142700532,complex
1.296498249,0.995115977,0.142708771,complex
1.296648324,0.995117156,0.142717011,complex
1.296798399,0.995118334,0.142725249,complex
1.296948474,0.995119512,0.142733487,complex
1.297098549,0.995120690,0.142741725,complex
1.297248624,0.995121868,0.142749962,complex
1.297398699,0.995123046,0.142758199,complex
1.297548774,0.995124224,0.142766435,complex
1.297698849,0.995125402,0.142774671,complex
1.297848924,0.995126580,0.142782906,complex
1.297998999,0.995127758,0.142791140,complex
1.298149075,0.995128936,0.142799375,complex
1.298299150,0.995130115,0.142807608,complex
1.298449225,0.995131293,0.142815841,complex
1.298599300,0.995132471,0.142824074,complex
1.298749375,0.995133649,0.142832306,complex
1.298899450,0.995134827,0.142840538,complex
1.299049525,0.995136005,0.142848769,complex
1.299199600,0.995137183,0.142856999,complex
1.299349675,0.995138361,0.142865230,complex
1.299499750,0.995139539,0.142873459,complex
1.299649825,0.995140717,0.142881688,complex
