K,rho,angle,F_triangle,r(theta*),type,lam_pred,J_frobenius
0.2,0.9977019122142412,6.596360823083301e-05,-2.0943951023931957,0.9999937165340951,real+,0.9977019100436425,1.7293982223743452
0.31666666666666665,0.9963613218144689,0.00010508830525462408,-2.0943951023931957,0.9999974902571368,real+,0.9963613163127852,1.727851778219502
0.43333333333333335,0.9950207415107708,0.00014421305066043824,-2.0943951023931957,0.9999986589158019,real+,0.9950207311638467,1.7263060424948558
0.55,0.9936801658527356,0.00018340501872890188,-2.0943951023931957,0.9999991672234223,real+,0.9936801491403267,1.7247610107778537
0.6666666666666667,0.9923395932068448,0.00022268462880178442,-2.0943951023931957,0.9999994330609301,real+,0.992339568602557,1.7232166830591022
0.7833333333333334,0.9909990229158487,0.000262060394191693,-2.0943951023931957,0.9999995892941251,real+,0.9909989888870981,1.7216730604623531
0.8999999999999999,0.9896584546663566,0.0003015366408849529,-2.0943951023931957,0.9999996888346804,real+,0.9896584096743332,1.720130144514291
1.0166666666666666,0.9883178882916512,0.00034111591071346825,-2.0943951023931957,0.9999997561295505,real+,0.9883178307912854,1.7185879369168615
1.1333333333333333,0.9869773236962475,0.00038079988044962805,-2.0943951023931957,0.999999803739495,real+,0.9869772521361738,1.71704643946018
1.25,0.9856367608226771,0.0004205897663870202,-2.0943951023931957,0.9999998386555045,real+,0.9856366736452007,1.7155056539841966
1.3666666666666667,0.9842961996352834,0.0004604865217943422,-2.0943951023931957,0.9999998650196673,real+,0.9842960952763455,1.7139655823600035
1.4833333333333334,0.9829556401116608,0.0005004909412422779,-2.0943951023931957,0.9999998854127431,real+,0.9829555170008033,1.7124262264799672
1.5999999999999999,0.981615082237837,0.0005406037193174483,-2.0943951023931957,0.9999999015106289,real+,0.981614938798168,1.7108875882521872
1.7166666666666666,0.9802745260054211,0.0005808254854154597,-2.0943951023931957,0.9999999144400009,real+,0.9802743606535792,1.709349669597219
1.8333333333333333,0.9789339714098387,0.0006211568252613695,-2.0943951023931957,0.9999999249809539,real+,0.9789337825559583,1.7078124724460566
1.95,0.9775934184492026,0.0006615982947165,-2.0943951023931957,0.9999999336874886,real+,0.9775932044968773,1.7062759987388463
2.066666666666667,0.9762528671235642,0.0007021504289159148,-2.0943951023931957,0.9999999409618204,real+,0.9762526264698106,1.7047402504240412
2.1833333333333336,0.974912317434404,0.0007428137484846181,-2.0943951023931957,0.9999999471016785,real+,0.9749120484696275,1.7032052294578353
