K,Re(mu1),Im(mu1),Re(mu2),Im(mu2),mu_star,scheme
3.8,-4.366430752156864,-0.5041224684431832,-4.366430752156864,0.5041224684431832,-30.0,explicit
3.8009962640099624,-4.367575531829597,-0.5042546743603402,-4.367575531829597,0.5042546743603402,-30.0,explicit
3.801992528019925,-4.368720311499236,-0.5043868802676776,-4.368720311499236,0.5043868802676776,-30.0,explicit
3.802988792029888,-4.369865091165786,-0.5045190861651946,-4.369865091165786,0.5045190861651946,-30.0,explicit
3.8039850560398505,-4.371009870829247,-0.504651292052898,-4.371009870829247,0.504651292052898,-30.0,explicit
3.804981320049813,-4.372154650489621,-0.5047834979307972,-4.372154650489621,0.5047834979307972,-30.0,explicit
3.8059775840597756,-4.373299430146912,-0.5049157037988988,-4.373299430146912,0.5049157037988988,-30.0,explicit
3.806973848069738,-4.37444420980112,-0.5050479096572098,-4.37444420980112,0.5050479096572098,-30.0,explicit
3.807970112079701,-4.375588989452251,-0.505180115505739,-4.375588989452251,0.505180115505739,-30.0,explicit
3.8089663760896637,-4.376733769100305,-0.5053123213444939,-4.376733769100305,0.5053123213444939,-30.0,explicit
3.8099626400996263,-4.377878548745286,-0.5054445271734818,-4.377878548745286,0.5054445271734818,-30.0,explicit
3.810958904109589,-4.379023328387194,-0.5055767329927098,-4.379023328387194,0.5055767329927098,-30.0,explicit
3.8119551681195514,-4.380168108026033,-0.5057089388021866,-4.380168108026033,0.5057089388021866,-30.0,explicit
3.812951432129514,-4.381312887661805,-0.5058411446019191,-4.381312887661805,0.5058411446019191,-30.0,explicit
3.813947696139477,-4.382457667294513,-0.5059733503919152,-4.382457667294513,0.5059733503919152,-30.0,explicit
3.8149439601494395,-4.383602446924159,-0.5061055561721822,-4.383602446924159,0.5061055561721822,-30.0,explicit
3.815940224159402,-4.384747226550744,-0.5062377619427281,-4.384747226550744,0.5062377619427281,-30.0,explicit
3.8169364881693646,-4.385892006174272,-0.5063699677035607,-4.385892006174272,0.5063699677035607,-30.0,explicit
3.817932752179327,-4.387036785794746,-0.5065021734546867,-4.387036785794746,0.5065021734546867,-30.0,explicit
3.81892901618929,-4.388181565412168,-0.5066343791961143,-4.388181565412168,0.5066343791961143,-30.0,explicit
3.8199252801992527,-4.3893263450265385,-0.5067665849278513,-4.3893263450265385,0.5067665849278513,-30.0,explicit
3.8209215442092153,-4.390471124637861,-0.5068987906499041,-4.390471124637861,0.5068987906499041,-30.0,explicit
3.821917808219178,-4.39161590424614,-0.5070309963622813,-4.39161590424614,0.5070309963622813,-30.0,explicit
3.8229140722291404,-4.392760683851374,-0.5071632020649899,-4.392760683851374,0.5071632020649899,-30.0,explicit
3.8239103362391034,-4.393905463453568,-0.5072954077580383,-4.393905463453568,0.5072954077580383,-30.0,explicit
