K,rho,angle,label
1.000000000,0.992785715,0.125320094,complex
1.005025126,0.992825254,0.125635821,complex
1.010050251,0.992864792,0.125950722,complex
1.015075377,0.992904328,0.126264805,complex
1.020100503,0.992943863,0.126578076,complex
1.025125628,0.992983396,0.126890540,complex
1.030150754,0.993022928,0.127202203,complex
1.035175879,0.993062458,0.127513071,complex
1.040201005,0.993101986,0.127823151,complex
1.045226131,0.993141513,0.128132447,complex
1.050251256,0.993181038,0.128440966,complex
1.055276382,0.993220562,0.128748713,complex
1.060301508,0.993260084,0.129055694,complex
1.065326633,0.993299605,0.129361913,complex
1.070351759,0.993339124,0.129667377,complex
1.075376884,0.993378641,0.129972091,complex
1.080402010,0.993418157,0.130276060,complex
1.085427136,0.993457671,0.130579289,complex
1.090452261,0.993497184,0.130881784,complex
1.095477387,0.993536695,0.131183549,complex
1.100502513,0.993576204,0.131484589,complex
1.105527638,0.993615712,0.131784910,complex
1.110552764,0.993655219,0.132084517,complex
1.115577889,0.993694724,0.132383413,complex
1.120603015,0.993734227,0.132681605,complex
1.125628141,0.993773729,0.132979097,complex
1.130653266,0.993813229,0.133275893,complex
1.135678392,0.993852727,0.133571998,complex
1.140703518,0.993892224,0.133867417,complex
1.145728643,0.993931720,0.134162154,complex
1.150753769,0.993971213,0.134456214,complex
1.155778894,0.994010706,0.134749602,complex
1.160804020,0.994050196,0.135042321,complex
1.165829146,0.994089686,0.135334375,complex
1.170854271,0.994129173,0.135625770,complex
1.175879397,0.994168659,0.135916510,complex
1.180904523,0.994208144,0.136206598,complex
1.185929648,0.994247626,0.136496039,complex
1.190954774,0.994287108,0.136784837,complex
1.195979899,0.994326587,0.137072997,complex
1.201005025,0.994366066,0.137360521,complex
1.206030151,0.994405542,0.137647414,complex
1.211055276,0.994445017,0.137933680,complex
1.216080402,0.994484491,0.138219323,complex
1.221105528,0.994523963,0.138504347,complex
1.226130653,0.994563433,0.138788755,complex
1.231155779,0.994602902,0.139072552,complex
1.236180905,0.994642369,0.139355741,complex
1.241206030,0.994681834,0.139638326,complex
1.246231156,0.994721299,0.139920310,complex
1.251256281,0.994760761,0.140201697,complex
1.256281407,0.994800222,0.140482491,complex
1.261306533,0.994839681,0.140762695,complex
1.266331658,0.994879139,0.141042313,complex
1.271356784,0.994918595,0.141321348,complex
1.276381910,0.994958050,0.141599804,complex
1.281407035,0.994997503,0.141877684,complex
1.286432161,0.995036955,0.142154991,complex
1.291457286,0.995076405,0.142431729,complex
1.296482412,0.995115853,0.142707902,complex
1.301507538,0.995155300,0.142983512,complex
1.306532663,0.995194745,0.143258562,complex
1.311557789,0.995234189,0.143533057,complex
1.316582915,0.995273631,0.143806999,complex
1.321608040,0.995313072,0.144080390,complex
1.326633166,0.995352511,0.144353236,complex
1.331658291,0.995391948,0.144625538,complex
1.336683417,0.995431384,0.144897299,complex
1.341708543,0.995470818,0.145168523,complex
1.346733668,0.995510251,0.145439212,complex
1.351758794,0.995549682,0.145709371,complex
1.356783920,0.995589112,0.145979000,complex
1.361809045,0.995628540,0.146248105,complex
1.366834171,0.995667967,0.146516686,complex
1.371859296,0.995707392,0.146784748,complex
1.376884422,0.995746815,0.147052293,complex
1.381909548,0.995786237,0.147319324,complex
1.386934673,0.995825657,0.147585843,complex
1.391959799,0.995865076,0.147851855,complex
1.396984925,0.995904493,0.148117360,complex
1.402010050,0.995943909,0.148382362,complex
1.407035176,0.995983323,0.148646864,complex
1.412060302,0.996022735,0.148910868,complex
1.417085427,0.996062146,0.149174378,complex
1.422110553,0.996101556,0.149437395,complex
1.427135678,0.996140963,0.149699922,complex
1.432160804,0.996180370,0.149961961,complex
1.437185930,0.996219774,0.150223517,complex
1.442211055,0.996259178,0.150484590,complex
1.447236181,0.996298579,0.150745183,complex
1.452261307,0.996337979,0.151005299,complex
1.457286432,0.996377378,0.151264941,complex
1.462311558,0.996416775,0.151524110,complex
1.467336683,0.996456170,0.151782810,complex
1.472361809,0.996495564,0.152041042,complex
1.477386935,0.996534956,0.152298809,complex
1.482412060,0.996574347,0.152556113,complex
1.487437186,0.996613736,0.152812957,complex
1.492462312,0.996653123,0.153069343,complex
1.497487437,0.996692509,0.153325274,complex
1.502512563,0.996731894,0.153580751,complex
1.507537688,0.996771277,0.153835777,complex
1.512562814,0.996810658,0.154090354,complex
1.517587940,0.996850038,0.154344484,complex
1.522613065,0.996889416,0.154598170,complex
1.527638191,0.996928793,0.154851414,complex
1.532663317,0.996968168,0.155104217,complex
1.537688442,0.997007541,0.155356582,complex
1.542713568,0.997046913,0.155608512,complex
1.547738693,0.997086284,0.155860008,complex
1.552763819,0.997125653,0.156111073,complex
1.557788945,0.997165020,0.156361707,complex
1.562814070,0.997204386,0.156611915,complex
1.567839196,0.997243750,0.156861697,complex
1.572864322,0.997283113,0.157111056,complex
1.577889447,0.997322474,0.157359993,complex
1.582914573,0.997361833,0.157608511,complex
1.587939698,0.997401191,0.157856611,complex
1.592964824,0.997440548,0.158104297,complex
1.597989950,0.997479903,0.158351569,complex
1.603015075,0.997519256,0.158598429,complex
1.608040201,0.997558608,0.158844880,complex
1.613065327,0.997597958,0.159090923,complex
1.618090452,0.997637307,0.159336560,complex
1.623115578,0.997676654,0.159581793,complex
1.628140704,0.997716000,0.159826625,complex
1.633165829,0.997755344,0.160071056,complex
1.638190955,0.997794686,0.160315089,complex
1.643216080,0.997834027,0.160558725,complex
1.648241206,0.997873367,0.160801967,complex
1.653266332,0.997912705,0.161044815,complex
1.658291457,0.997952041,0.161287273,complex
1.663316583,0.997991376,0.161529341,complex
1.668341709,0.998030709,0.161771021,complex
1.673366834,0.998070040,0.162012316,complex
1.678391960,0.998109370,0.162253226,complex
1.683417085,0.998148699,0.162493754,complex
1.688442211,0.998188026,0.162733902,complex
1.693467337,0.998227351,0.162973670,complex
1.698492462,0.998266675,0.163213061,complex
1.703517588,0.998305998,0.163452076,complex
1.708542714,0.998345319,0.163690717,complex
1.713567839,0.998384638,0.163928985,complex
1.718592965,0.998423955,0.164166883,complex
