K,rho,angle,label
1.723618090,0.998463272,0.164404412,complex
1.728643216,0.998502586,0.164641573,complex
1.733668342,0.998541899,0.164878368,complex
1.738693467,0.998581211,0.165114798,complex
1.743718593,0.998620521,0.165350866,complex
1.748743719,0.998659829,0.165586573,complex
1.753768844,0.998699136,0.165821919,complex
1.758793970,0.998738441,0.166056908,complex
1.763819095,0.998777745,0.166291540,complex
1.768844221,0.998817047,0.166525816,complex
1.773869347,0.998856348,0.166759739,complex
1.778894472,0.998895647,0.166993310,complex
1.783919598,0.998934945,0.167226530,complex
1.788944724,0.998974241,0.167459400,complex
1.793969849,0.999013535,0.167691923,complex
1.798994975,0.999052828,0.167924100,complex
1.804020101,0.999092120,0.168155932,complex
1.809045226,0.999131410,0.168387420,complex
1.814070352,0.999170698,0.168618566,complex
1.819095477,0.999209985,0.168849372,complex
1.824120603,0.999249270,0.169079838,complex
1.829145729,0.999288554,0.169309967,complex
1.834170854,0.999327836,0.169539759,complex
1.839195980,0.999367116,0.169769216,complex
1.844221106,0.999406395,0.169998339,complex
1.849246231,0.999445673,0.170227130,complex
1.854271357,0.999484949,0.170455590,complex
1.859296482,0.999524223,0.170683720,complex
1.864321608,0.999563496,0.170911522,complex
1.869346734,0.999602767,0.171138996,complex
1.874371859,0.999642037,0.171366145,complex
1.879396985,0.999681305,0.171592970,complex
1.884422111,0.999720572,0.171819471,complex
1.889447236,0.999759837,0.172045650,complex
1.894472362,0.999799101,0.172271509,complex
1.899497487,0.999838363,0.172497049,complex
1.904522613,0.999877624,0.172722270,complex
1.909547739,0.999916883,0.172947174,complex
1.914572864,0.999956140,0.173171763,complex
1.919597990,0.999995396,0.173396038,complex
1.924623116,1.000034650,0.173619999,complex
1.929648241,1.000073903,0.173843648,complex
1.934673367,1.000113154,0.174066987,complex
1.939698492,1.000152404,0.174290016,complex
1.944723618,1.000191652,0.174512737,complex
1.949748744,1.000230899,0.174735150,complex
1.954773869,1.000270144,0.174957258,complex
1.959798995,1.000309388,0.175179060,complex
1.964824121,1.000348630,0.175400559,complex
1.969849246,1.000387870,0.175621756,complex
1.974874372,1.000427109,0.175842651,complex
1.979899497,1.000466347,0.176063246,complex
1.984924623,1.000505583,0.176283542,complex
1.989949749,1.000544817,0.176503540,complex
1.994974874,1.000584050,0.176723241,complex
2.000000000,1.000623281,0.176942646,complex
