K,rho1,ang1,rho2,ang2
1.100000000,1.003444069,0.178502678,1.000699755,0.162601512
1.102739726,1.000754510,0.162934690,1.003505500,0.178841649
1.105479452,1.003566926,0.179179925,0.998043977,0.145487433
1.108219178,0.998092015,0.145815546,1.003628349,0.179517508
1.110958904,0.998140051,0.146142881,1.003689768,0.179854402
1.113698630,1.003751183,0.180190611,1.000973499,0.164260165
1.116438356,1.001028238,0.164589746,1.003812595,0.180526140
1.119178082,1.001082975,0.164918620,1.003874003,0.180860991
1.121917808,1.003935407,0.181195169,0.998332171,0.147444536
1.124657534,0.998380195,0.147768054,1.003996807,0.181528678
1.127397260,1.004058204,0.181861520,1.001247167,0.165901045
1.130136986,1.001301892,0.166227135,1.004119597,0.182193701
1.132876712,1.004180986,0.182525223,0.998524254,0.148734140
1.135616438,1.004242371,0.182856089,1.001411333,0.166877260
1.138356164,1.004303753,0.183186305,0.998620281,0.149374521
1.141095890,0.998668291,0.149693623,1.004365130,0.183515872
1.143835616,0.998716299,0.150012006,1.004426504,0.183844795
1.146575342,0.998764305,0.150329673,1.004487875,0.184173077
1.149315068,0.998812308,0.150646630,1.004549241,0.184500722
1.152054795,1.004610604,0.184827732,1.001739583,0.168811493
1.154794521,1.001794281,0.169131552,1.004671963,0.185154112
1.157534247,1.004733318,0.185479864,0.998956305,0.151593282
1.160273973,0.999004299,0.151907441,1.004794670,0.185804992
1.163013699,0.999052291,0.152220912,1.004856018,0.186129500
1.165753425,0.999100280,0.152533698,1.004917362,0.186453390
1.168493151,0.999148267,0.152845805,1.004978702,0.186776666
1.171232877,0.999196252,0.153157235,1.005040039,0.187099330
1.173972603,0.999244235,0.153467994,1.005101372,0.187421387
1.176712329,1.005162701,0.187742839,1.002231756,0.171668887
1.179452055,1.002286427,0.171983216,1.005224026,0.188063689
1.182191781,1.005285348,0.188383940,0.999388169,0.154396280
1.184931507,1.005346665,0.188703596,1.002395760,0.172610020
1.187671233,1.005407980,0.189022660,0.999484114,0.155011853
1.190410959,1.005469290,0.189341134,1.002505081,0.173234375
1.193150685,1.005530597,0.189659022,0.999580049,0.155624834
1.195890411,0.999628013,0.155930362,1.005591900,0.189976326
1.198630137,0.999675975,0.156235253,1.005653199,0.190293049
1.201369863,0.999723934,0.156539512,1.005714494,0.190609195
1.204109589,0.999771892,0.156843142,1.005775786,0.190924766
1.206849315,0.999819847,0.157146147,1.005837074,0.191239765
1.209589041,0.999867799,0.157448529,1.005898358,0.191554195
1.212328767,1.005959639,0.191868059,1.002942247,0.175707822
1.215068493,1.002996879,0.176014358,1.006020915,0.192181359
1.217808219,1.006082188,0.192494098,1.000011644,0.158351982
1.220547945,1.000059587,0.158651913,1.006143458,0.192806280
1.223287671,1.000107528,0.158951240,1.006204723,0.193117906
1.226027397,1.000155467,0.159249965,1.006265985,0.193428979
1.228767123,1.000203404,0.159548094,1.006327243,0.193739503
1.231506849,1.000251338,0.159845628,1.006388498,0.194049479
1.234246575,1.000299270,0.160142572,1.006449748,0.194358911
1.236986301,1.000347200,0.160438928,1.006510995,0.194667801
1.239726027,1.000395127,0.160734700,1.006572238,0.194976151
1.242465753,1.000443053,0.161029891,1.006633478,0.195283964
1.245205479,1.000490975,0.161324505,1.006694714,0.195591244
1.247945205,1.006755946,0.195897991,1.003652235,0.179648604
1.250684932,1.006817174,0.196204209,1.000586814,0.161912011
1.253424658,1.006878399,0.196509901,1.003761419,0.180246580
1.256164384,1.006939619,0.196815068,1.000682644,0.162497243
1.258904110,1.007000837,0.197119713,1.003870591,0.180842406
1.261643836,1.007062050,0.197423839,1.000778464,0.163080227
1.264383562,1.007123260,0.197727447,1.003979752,0.181436104
1.267123288,1.004034328,0.181732161,1.007184466,0.198030541
1.269863014,1.007245668,0.198333123,1.000922178,0.163950538
1.272602740,1.007306866,0.198635195,1.004143471,0.182322704
1.275342466,1.007368061,0.198936760,1.001017975,0.164528004
1.278082192,1.007429252,0.199237819,1.004252602,0.182911170
1.280821918,1.007490440,0.199538375,1.001113763,0.165103303
1.283561644,1.001161654,0.165390147,1.007551623,0.199838431
1.286301370,1.001209542,0.165676459,1.007612803,0.200137988
1.289041096,1.001257429,0.165962239,1.007673980,0.200437049
1.291780822,1.001305312,0.166247493,1.007735152,0.200735616
1.294520548,1.007796321,0.201033691,1.004579923,0.184664306
1.297260274,1.007857486,0.201331277,1.001401073,0.166816427
1.300000000,1.001448950,0.167100113,1.007918648,0.201628376
1.302739726,1.001496825,0.167383283,1.007979805,0.201924989
1.305479452,1.008040959,0.202221120,1.004798078,0.185823037
1.308219178,1.008102109,0.202516769,1.001592567,0.167948082
1.310958904,1.001640435,0.168229716,1.008163256,0.202811940
1.313698630,1.008224399,0.203106634,1.004961664,0.186686928
1.316438356,1.008285538,0.203400854,1.001736164,0.168791468
1.319178082,1.001784025,0.169071591,1.008346673,0.203694601
1.321917808,1.001831884,0.169351214,1.008407805,0.203987877
1.324657534,1.001879740,0.169630341,1.008468933,0.204280685
1.327397260,1.001927594,0.169908974,1.008530057,0.204573027
1.330136986,1.001975446,0.170187115,1.008591178,0.204864904
1.332876712,1.002023296,0.170464768,1.008652295,0.205156319
1.335616438,1.008713408,0.205447274,1.005397761,0.188969524
1.338356164,1.008774518,0.205737770,1.002118988,0.171018614
1.341095890,1.008835623,0.206027810,1.005506756,0.189535468
1.343835616,1.008896726,0.206317395,1.002214671,0.171570532
1.346575342,1.008957824,0.206606528,1.005615739,0.190099565
1.349315068,1.009018919,0.206895209,1.002310345,0.172120540
1.352054795,1.002358178,0.172394834,1.009080010,0.207183442
1.354794521,1.009141097,0.207471228,1.005779191,0.190942281
1.357534247,1.009202180,0.207758569,1.002453839,0.172942012
1.360273973,1.002501665,0.173214900,1.009263260,0.208045467
1.363013699,1.009324337,0.208331924,1.005942617,0.191780931
1.365753425,1.005997086,0.192059587,1.009385409,0.208617941
1.368493151,1.009446478,0.208903520,1.002645132,0.174030792
1.371232877,1.009507543,0.209188663,1.006106016,0.192615568
1.373972603,1.006160476,0.192892898,1.009568604,0.209473372
1.376712329,1.006214934,0.193169790,1.009629662,0.209757649
1.379452055,1.006269388,0.193446245,1.009690716,0.210041495
1.382191781,1.009751767,0.210324913,1.002884197,0.175381491
1.384931507,1.002932003,0.175650282,1.009812813,0.210607903
1.387671233,1.009873856,0.210890468,1.006432735,0.194273012
1.390410959,1.006487177,0.194547741,1.009934896,0.211172610
1.393150685,1.006541617,0.194822043,1.009995931,0.211454329
1.395890411,1.006596054,0.195095920,1.010056963,0.211735629
1.398630137,1.010117991,0.212016510,1.003171000,0.176987605
1.401369863,1.003218792,0.177253757,1.010179016,0.212296974
1.404109589,1.010240037,0.212577022,1.006759347,0.195915017
1.406849315,1.010301054,0.212856658,1.003314370,0.177784765
1.409589041,1.010362067,0.213135881,1.006868195,0.196458988
1.412328767,1.006922614,0.196730351,1.010423077,0.213414694
1.415068493,1.010484083,0.213693099,1.003457721,0.178578065
1.417808219,1.003505500,0.178841649,1.010545086,0.213971096
1.420547945,1.010606084,0.214248688,1.007085854,0.197541970
1.423287671,1.010667079,0.214525876,1.003601050,0.179367556
1.426027397,1.010728071,0.214802662,1.007194666,0.198081007
1.428767123,1.007249068,0.198349918,1.010789058,0.215079047
1.431506849,1.007303467,0.198618427,1.010850042,0.215355033
1.434246575,1.007357862,0.198886534,1.010911023,0.215630622
1.436986301,1.007412255,0.199154242,1.010971999,0.215905814
1.439726027,1.007466645,0.199421552,1.011032972,0.216180612
1.442465753,1.011093942,0.216455016,1.003935407,0.181195169
1.445205479,1.011154907,0.216729030,1.007575416,0.199954984
1.447945205,1.007629797,0.200221110,1.011215869,0.217002653
1.450684932,1.011276828,0.217275887,1.004078669,0.181972321
1.453424658,1.011337782,0.217548735,1.007738551,0.200752189
1.456164384,1.007792923,0.201017144,1.011398733,0.217821197
1.458904110,1.011459680,0.218093274,1.004221910,0.182745873
1.461643836,1.011520624,0.218364969,1.007901659,0.201545897
1.464383562,1.007956022,0.201809697,1.011581564,0.218636283
1.467123288,1.011642500,0.218907217,1.004365130,0.183515872
1.469863014,1.011703433,0.219177773,1.008064740,0.202336152
1.472602740,1.008119095,0.202598809,1.011764362,0.219447951
1.475342466,1.011825287,0.219717754,1.004508331,0.184282363
1.478082192,1.004556060,0.184537087,1.011886208,0.219987183
1.480821918,1.004603786,0.184791429,1.011947126,0.220256239
1.483561644,1.004651510,0.185045389,1.012008040,0.220524923
1.486301370,1.004699233,0.185298968,1.012068951,0.220793237
1.489041096,1.012129858,0.221061183,1.008445162,0.204166871
1.491780822,1.012190761,0.221328761,1.004794670,0.185804992
1.494520548,1.012251661,0.221595974,1.008553827,0.204686590
1.497260274,1.012312557,0.221862821,1.004890098,0.186309515
1.500000000,1.004937809,0.186561217,1.012373449,0.222129305
1.502739726,1.004985518,0.186812547,1.012434337,0.222395428
1.505479452,1.005033224,0.187063509,1.012495222,0.222661189
1.508219178,1.005080928,0.187314102,1.012556104,0.222926591
1.510958904,1.005128629,0.187564329,1.012616981,0.223191635
1.513698630,1.005176329,0.187814190,1.012677855,0.223456322
1.516438356,1.005224026,0.188063689,1.012738725,0.223720653
1.519178082,1.005271721,0.188312825,1.012799592,0.223984630
1.521917808,1.005319414,0.188561600,1.012860455,0.224248255
1.524657534,1.005367104,0.188810017,1.012921314,0.224511527
1.527397260,1.005414792,0.189058075,1.012982170,0.224774449
1.530136986,1.005462478,0.189305777,1.013043022,0.225037021
1.532876712,1.005510162,0.189553124,1.013103870,0.225299245
1.535616438,1.005557843,0.189800118,1.013164715,0.225561123
1.538356164,1.005605522,0.190046759,1.013225556,0.225822655
1.541095890,1.005653199,0.190293049,1.013286393,0.226083842
1.543835616,1.005700873,0.190538990,1.013347227,0.226344687
1.546575342,1.013408057,0.226605189,1.009585565,0.209552381
1.549315068,1.013468884,0.226865351,1.005796216,0.191029829
1.552054795,1.005843883,0.191274730,1.013529706,0.227125172
1.554794521,1.005891549,0.191519286,1.013590526,0.227384656
1.557534247,1.013651341,0.227643802,1.009802639,0.210560768
1.560273973,1.009856900,0.210812021,1.013712153,0.227902612
1.563013699,1.013772961,0.228161087,1.006034532,0.192250905
1.565753425,1.006082188,0.192494098,1.013833766,0.228419228
1.568493151,1.006129843,0.192736954,1.013894566,0.228677037
1.571232877,1.006177495,0.192979474,1.013955364,0.228934513
1.573972603,1.006225144,0.193221658,1.014016157,0.229191660
1.576712329,1.006272792,0.193463509,1.014076947,0.229448477
1.579452055,1.006320437,0.193705027,1.014137733,0.229704966
1.582191781,1.006368080,0.193946214,1.014198516,0.229961128
1.584931507,1.014259295,0.230216964,1.010345119,0.213058360
1.587671233,1.014320071,0.230472475,1.006463359,0.194427600
1.590410959,1.006510995,0.194667801,1.014380842,0.230727663
1.593150685,1.006558629,0.194907675,1.014441610,0.230982527
1.595890411,1.006606261,0.195147225,1.014502375,0.231237070
1.598630137,1.006653890,0.195386450,1.014563136,0.231491293
1.601369863,1.006701517,0.195625353,1.014623893,0.231745196
1.604109589,1.006749142,0.195863934,1.014684646,0.231998780
1.606849315,1.006796765,0.196102195,1.014745396,0.232252048
1.609589041,1.006844385,0.196340137,1.014806142,0.232504998
1.612328767,1.006892004,0.196577761,1.014866885,0.232757634
1.615068493,1.014927624,0.233009955,1.010941512,0.215768267
1.617808219,1.014988359,0.233261964,1.006987233,0.197052059
1.620547945,1.007034845,0.197288736,1.015049091,0.233513660
1.623287671,1.007082454,0.197525099,1.015109819,0.233765044
1.626027397,1.015170544,0.234016119,1.011158294,0.216744241
1.628767123,1.015231265,0.234266885,1.007177665,0.197996890
1.631506849,1.007225268,0.198232319,1.015291982,0.234517342
1.634246575,1.007272868,0.198467440,1.015352695,0.234767492
1.636986301,1.007320466,0.198702253,1.015413405,0.235017336
1.639726027,1.007368061,0.198936760,1.015474112,0.235266875
1.642465753,1.015534814,0.235516110,1.011483381,0.218198979
1.645205479,1.015595513,0.235765041,1.007463246,0.199404857
1.647945205,1.007510835,0.199638449,1.015656209,0.236013671
1.650684932,1.007558421,0.199871739,1.015716900,0.236261999
1.653424658,1.007606006,0.200104728,1.015777589,0.236510026
1.656164384,1.007653588,0.200337417,1.015838273,0.236757755
1.658904110,1.007701168,0.200569806,1.015898954,0.237005185
1.661643836,1.015959631,0.237252317,1.011862517,0.219882449
1.664383562,1.016020305,0.237499153,1.007796321,0.201033691
1.667123288,1.007843894,0.201265189,1.016080975,0.237745694
