K,rho1,ang1,rho2,ang2
0.500000000,0.000000000,0.000000000,0.000000000,0.000000000
0.568345324,0.000000000,0.000000000,0.000000000,0.000000000
0.636690647,0.000000000,0.000000000,0.000000000,0.000000000
0.705035971,0.000000000,0.000000000,0.000000000,0.000000000
0.773381295,0.000000000,0.000000000,0.000000000,0.000000000
0.841726619,1.010366647,0.101080318,0.997138005,0.101559673
0.910071942,1.011235855,0.109194179,0.998014951,0.109845146
0.978417266,1.012167941,0.116728411,0.998891126,0.117530616
1.046762590,1.013140914,0.123786839,0.999766534,0.124727113
1.115107914,1.014141243,0.130445665,1.000641176,0.131514992
1.183453237,1.015160188,0.136762722,1.001515054,0.137954643
1.251798561,1.016191891,0.142783106,1.002388170,0.144092817
1.320143885,1.017232302,0.148542778,1.003260526,0.149966593
1.388489209,1.018278553,0.154070953,1.004132125,0.155605965
1.456834532,1.019328570,0.159391749,1.005002967,0.161035610
1.525179856,1.020380832,0.164525348,1.005873056,0.166276125
1.593525180,1.021434204,0.169488840,1.006742392,0.171344908
1.661870504,1.022487834,0.174296848,1.007610979,0.176256821
1.730215827,1.023541075,0.178962000,1.008478817,0.181024677
1.798561151,1.024593433,0.183495292,1.009345910,0.185659617
1.866906475,1.025644528,0.187906365,1.010212258,0.190171400
1.935251799,1.026694070,0.192203733,1.011077863,0.194568632
2.003597122,1.027741835,0.196394954,1.011942729,0.198858952
2.071942446,1.028787652,0.200486780,1.012806856,0.203049174
2.140287770,1.029831391,0.204485268,1.013670246,0.207145409
2.208633094,1.030872954,0.208395880,1.014532901,0.211153162
2.276978417,1.031912269,0.212223558,1.015394823,0.215077414
2.345323741,1.032949282,0.215972794,1.016256015,0.218922690
2.413669065,1.033983959,0.219647684,1.017116477,0.222693114
2.482014388,1.035016275,0.223251978,1.017976212,0.226392458
2.550359712,1.036046219,0.226789115,1.018835222,0.230024183
2.618705036,1.037073785,0.230262261,1.019693507,0.233591474
2.687050360,1.038098975,0.233674341,1.020551071,0.237097270
2.755395683,1.039121798,0.237028058,1.021407915,0.240544290
2.823741007,1.040142264,0.240325921,1.022264041,0.243935055
2.892086331,1.041160388,0.243570261,1.023119451,0.247271907
2.960431655,1.042176189,0.246763250,1.023974145,0.250557029
3.028776978,1.043189686,0.249906917,1.024828127,0.253792457
3.097122302,1.044200901,0.253003156,1.025681398,0.256980095
