K,rho1,ang1,rho2,ang2
1.000000000,0.992031028,0.119129311,0.992031028,0.119129311
1.063291139,0.993042551,0.127356619,0.993042551,0.127356619
1.126582278,0.994053044,0.135063404,0.994053044,0.135063404
1.189873418,0.995062511,0.142334333,0.995062511,0.142334333
1.253164557,0.996070956,0.149233212,0.996070956,0.149233212
1.316455696,0.997078380,0.155809552,0.997078380,0.155809552
1.379746835,0.998084787,0.162102689,0.998084787,0.162102689
1.443037975,0.999090181,0.168144499,0.999090181,0.168144499
1.506329114,1.000094564,0.173961243,1.000094564,0.173961243
1.569620253,1.001097939,0.179574861,1.001097939,0.179574861
1.632911392,1.002100309,0.185003910,1.002100309,0.185003910
1.696202532,1.003101678,0.190264256,1.003101678,0.190264256
1.759493671,1.004102048,0.195369587,1.004102048,0.195369587
1.822784810,1.005101423,0.200331816,1.005101423,0.200331816
1.886075949,1.006099805,0.205161383,1.006099805,0.205161383
1.949367089,1.007097197,0.209867506,1.007097197,0.209867506
2.012658228,1.008093602,0.214458365,1.008093602,0.214458365
2.075949367,1.009089024,0.218941265,1.009089024,0.218941265
2.139240506,1.010083464,0.223322759,1.010083464,0.223322759
2.202531646,1.011076927,0.227608755,1.011076927,0.227608755
2.265822785,1.012069414,0.231804600,1.012069414,0.231804600
2.329113924,1.013060929,0.235915151,1.013060929,0.235915151
2.392405063,1.014051474,0.239944840,1.014051474,0.239944840
2.455696203,1.015041053,0.243897721,1.015041053,0.243897721
2.518987342,1.016029668,0.247777515,1.016029668,0.247777515
2.582278481,1.017017322,0.251587648,1.017017322,0.251587648
2.645569620,1.018004018,0.255331282,1.018004018,0.255331282
2.708860759,1.018989758,0.259011342,1.018989758,0.259011342
2.772151899,1.019974546,0.262630543,1.019974546,0.262630543
2.835443038,1.020958384,0.266191407,1.020958384,0.266191407
2.898734177,1.021941274,0.269696286,1.021941274,0.269696286
2.962025316,1.022923220,0.273147373,1.022923220,0.273147373
3.025316456,1.023904225,0.276546721,1.023904225,0.276546721
3.088607595,1.024884290,0.279896253,1.024884290,0.279896253
3.151898734,1.025863420,0.283197774,1.025863420,0.283197774
3.215189873,1.026841615,0.286452980,1.026841615,0.286452980
3.278481013,1.027818880,0.289663468,1.027818880,0.289663468
3.341772152,1.028795216,0.292830744,1.028795216,0.292830744
3.405063291,1.029770626,0.295956231,1.029770626,0.295956231
3.468354430,1.030745114,0.299041272,1.030745114,0.299041272
3.531645570,1.031718681,0.302087141,1.031718681,0.302087141
3.594936709,1.032691330,0.305095043,1.032691330,0.305095043
3.658227848,1.033663064,0.308066124,1.033663064,0.308066124
3.721518987,1.034633886,0.311001470,1.034633886,0.311001470
3.784810127,1.035603797,0.313902115,1.035603797,0.313902115
3.848101266,1.036572801,0.316769044,1.036572801,0.316769044
3.911392405,1.037540900,0.319603194,1.037540900,0.319603194
3.974683544,1.038508096,0.322405459,1.038508096,0.322405459
4.037974684,1.039474392,0.325176695,1.039474392,0.325176695
4.101265823,1.040439791,0.327917717,1.040439791,0.327917717
4.164556962,1.041404295,0.330629304,1.041404295,0.330629304
4.227848101,1.042367907,0.333312204,1.042367907,0.333312204
4.291139241,1.043330628,0.335967132,1.043330628,0.335967132
4.354430380,1.044292462,0.338594774,1.044292462,0.338594774
4.417721519,1.045253411,0.341195787,1.045253411,0.341195787
4.481012658,1.046213477,0.343770802,1.046213477,0.343770802
4.544303797,1.047172664,0.346320426,1.047172664,0.346320426
4.607594937,1.048130972,0.348845242,1.048130972,0.348845242
4.670886076,1.049088405,0.351345810,1.049088405,0.351345810
4.734177215,1.050044965,0.353822671,1.050044965,0.353822671
4.797468354,1.051000654,0.356276342,1.051000654,0.356276342
4.860759494,1.051955475,0.358707326,1.051955475,0.358707326
4.924050633,1.052909430,0.361116105,1.052909430,0.361116105
4.987341772,1.053862522,0.363503145,1.053862522,0.363503145
5.050632911,1.054814753,0.365868895,1.054814753,0.365868895
5.113924051,1.055766124,0.368213788,1.055766124,0.368213788
5.177215190,1.056716640,0.370538245,1.056716640,0.370538245
5.240506329,1.057666300,0.372842670,1.057666300,0.372842670
5.303797468,1.058615109,0.375127456,1.058615109,0.375127456
5.367088608,1.059563069,0.377392982,1.059563069,0.377392982
5.430379747,1.060510181,0.379639614,1.060510181,0.379639614
5.493670886,1.061456448,0.381867708,1.061456448,0.381867708
5.556962025,1.062401872,0.384077609,1.062401872,0.384077609
5.620253165,1.063346456,0.386269650,1.063346456,0.386269650
5.683544304,1.064290201,0.388444155,1.064290201,0.388444155
5.746835443,1.065233110,0.390601438,1.065233110,0.390601438
5.810126582,1.066175185,0.392741803,1.066175185,0.392741803
5.873417722,1.067116429,0.394865546,1.067116429,0.394865546
5.936708861,1.068056843,0.396972954,1.068056843,0.396972954
6.000000000,1.068996429,0.399064305,1.068996429,0.399064305
