K,Re(mu1),Im(mu1),Re(mu2),Im(mu2),mu_star,scheme
1.0,-1.1489811654005189,-0.13241164334083813,-1.1489811654005189,0.13241164334083813,-2.9999999999999996,explicit
2.11875,-2.4345445476988075,-0.2809927030249891,-2.4345445476988075,0.2809927030249891,-2.9999999999999996,explicit
3.2375,-3.720076836671889,-0.4294759264961404,-3.720076836671889,0.4294759264961404,-2.9999999999999996,explicit
4.356249999999999,-5.005601963828131,-0.5779364478543496,-5.005601963828131,0.5779364478543496,-2.9999999999999996,explicit
5.475,-6.291124315884006,-0.7263881459886432,-6.291124315884006,0.7263881459886432,-2.9999999999999996,explicit
6.59375,-7.576645304418356,-0.874835501609123,-7.576645304418356,0.874835501609123,-2.9999999999999996,explicit
7.7124999999999995,-8.862165522449105,-1.0232804006796585,-8.862165522449105,1.0232804006796585,-2.9999999999999996,explicit
8.831249999999999,-10.147685262650933,-1.1717237751550889,-10.147685262650933,1.1717237751550889,-2.9999999999999996,explicit
9.95,-11.433204686127972,-1.3201661384935914,-11.433204686127972,1.3201661384935914,-2.9999999999999996,explicit
11.06875,-12.71872388887784,-1.4686077968572566,-12.71872388887784,1.4686077968572566,-2.9999999999999996,explicit
12.1875,-14.004242931662862,-1.6170489441353206,-14.004242931662862,1.6170489441353206,-2.9999999999999996,explicit
13.306249999999999,-15.289761854817433,-1.765489709087047,-15.289761854817433,1.765489709087047,-2.9999999999999996,explicit
14.424999999999999,-16.5752806861671,-1.9139301805706932,-16.5752806861671,1.9139301805706932,-2.9999999999999996,explicit
15.54375,-17.86079944552888,-2.062370421888337,-17.86079944552888,2.062370421888337,-2.9999999999999996,explicit
16.662499999999998,-19.146318147398993,-2.210810479357243,-19.146318147398993,2.210810479357243,-2.9999999999999996,explicit
17.78125,-20.431836802626382,-2.359250387648372,-20.431836802626382,2.359250387648372,-2.9999999999999996,explicit
18.9,-21.717355419491813,-2.507690173230397,-21.717355419491813,2.507690173230397,-2.9999999999999996,explicit
20.018749999999997,-23.002874004425436,-2.6561298566598444,-23.002874004425436,2.6561298566598444,-2.9999999999999996,explicit
21.1375,-24.28839256249635,-2.804569454144508,-24.28839256249635,2.804569454144508,-2.9999999999999996,explicit
22.256249999999998,-25.573911097754625,-2.953008978635633,-25.573911097754625,2.953008978635633,-2.9999999999999996,explicit
23.375,-26.859429613475147,-3.101448440606708,-26.859429613475147,3.101448440606708,-2.9999999999999996,explicit
24.49375,-28.144948112334568,-3.2498878486189713,-28.144948112334568,3.2498878486189713,-2.9999999999999996,explicit
25.612499999999997,-29.43046659654196,-3.398327209738761,-29.43046659654196,3.398327209738761,-2.9999999999999996,explicit
26.73125,-30.715985067936657,-3.546766529850168,-30.715985067936657,3.546766529850168,-2.9999999999999996,explicit
27.849999999999998,-32.001503528062486,-3.6952058138923536,-32.001503528062486,3.6952058138923536,-2.9999999999999996,explicit
28.968749999999996,-33.28702197822483,-3.8436450660419172,-33.28702197822483,3.8436450660419172,-2.9999999999999996,explicit
30.0875,-34.57254041953494,-3.992084289854575,-34.57254041953494,3.992084289854575,-2.9999999999999996,explicit
31.206249999999997,-35.85805885294473,-4.140523488376428,-35.85805885294473,4.140523488376428,-2.9999999999999996,explicit
32.324999999999996,-37.14357727927438,-4.288962664232075,-37.14357727927438,4.288962664232075,-2.9999999999999996,explicit
33.443749999999994,-38.429095699234324,-4.437401819695103,-38.429095699234324,4.437401819695103,-2.9999999999999996,explicit
34.5625,-39.71461411344302,-4.585840956744857,-39.71461411344302,4.585840956744857,-2.9999999999999996,explicit
35.68125,-41.00013252244134,-4.734280077112552,-41.00013252244134,4.734280077112552,-2.9999999999999996,explicit
36.8,-42.28565092670446,-4.882719182318965,-42.28565092670446,4.882719182318965,-2.9999999999999996,explicit
37.918749999999996,-43.571169326651436,-5.03115827370549,-43.571169326651436,5.03115827370549,-2.9999999999999996,explicit
39.037499999999994,-44.856687722653305,-5.179597352459797,-44.856687722653305,5.179597352459797,-2.9999999999999996,explicit
40.15625,-46.14220611503979,-5.328036419637276,-46.14220611503979,5.328036419637276,-2.9999999999999996,explicit
41.275,-47.42772450410478,-5.476475476178908,-47.42772450410478,5.476475476178908,-2.9999999999999996,explicit
42.39375,-48.71324289011127,-5.624914522926409,-48.71324289011127,5.624914522926409,-2.9999999999999996,explicit
43.512499999999996,-49.998761273295116,-5.773353560634957,-49.998761273295116,5.773353560634957,-2.9999999999999996,explicit
44.631249999999994,-51.28427965386854,-5.921792589984027,-51.28427965386854,5.921792589984027,-2.9999999999999996,explicit
45.75,-52.56979803202306,-6.07023161158666,-52.56979803202306,6.07023161158666,-2.9999999999999996,explicit
46.86875,-53.85531640793185,-6.218670625997388,-53.85531640793185,6.218670625997388,-2.9999999999999996,explicit
47.9875,-55.14083478175199,-6.367109633719049,-55.14083478175199,6.367109633719049,-2.9999999999999996,explicit
49.106249999999996,-56.42635315362617,-6.515548635208655,-56.42635315362617,6.515548635208655,-2.9999999999999996,explicit
50.224999999999994,-57.711871523684465,-6.66398763088255,-57.711871523684465,6.66398763088255,-2.9999999999999996,explicit
51.34374999999999,-58.997389892045554,-6.812426621120766,-58.997389892045554,6.812426621120766,-2.9999999999999996,explicit
52.4625,-60.282908258818004,-6.960865606270933,-60.282908258818004,6.960865606270933,-2.9999999999999996,explicit
53.58125,-61.5684266241013,-7.109304586651674,-61.5684266241013,7.109304586651674,-2.9999999999999996,explicit
54.699999999999996,-62.8539449879868,-7.257743562555537,-62.8539449879868,7.257743562555537,-2.9999999999999996,explicit
55.818749999999994,-64.13946335055859,-7.406182534251635,-64.13946335055859,7.406182534251635,-2.9999999999999996,explicit
56.93749999999999,-65.42498171189405,-7.554621501987917,-65.42498171189405,7.554621501987917,-2.9999999999999996,explicit
58.05625,-66.71050007206469,-7.703060465993255,-66.71050007206469,7.703060465993255,-2.9999999999999996,explicit
59.175,-67.99601843113655,-7.851499426479197,-67.99601843113655,7.851499426479197,-2.9999999999999996,explicit
60.293749999999996,-69.28153678917074,-7.999938383641583,-69.28153678917074,7.999938383641583,-2.9999999999999996,explicit
61.412499999999994,-70.56705514622405,-8.148377337662023,-70.56705514622405,8.148377337662023,-2.9999999999999996,explicit
62.53124999999999,-71.85257350234907,-8.296816288709095,-71.85257350234907,8.296816288709095,-2.9999999999999996,explicit
63.64999999999999,-73.1380918575948,-8.445255236939554,-73.1380918575948,8.445255236939554,-2.9999999999999996,explicit
64.76875,-74.42361021200672,-8.593694182499311,-74.42361021200672,8.593694182499311,-2.9999999999999996,explicit
65.88749999999999,-75.70912856562737,-8.742133125524388,-75.70912856562737,8.742133125524388,-2.9999999999999996,explicit
67.00625,-76.99464691849634,-8.890572066141694,-76.99464691849634,8.890572066141694,-2.9999999999999996,explicit
68.125,-78.28016527065067,-9.039011004469831,-78.28016527065067,9.039011004469831,-2.9999999999999996,explicit
69.24374999999999,-79.56568362212501,-9.187449940619747,-79.56568362212501,9.187449940619747,-2.9999999999999996,explicit
70.3625,-80.85120197295178,-9.335888874695295,-80.85120197295178,9.335888874695295,-2.9999999999999996,explicit
71.48124999999999,-82.13672032316138,-9.484327806793875,-82.13672032316138,9.484327806793875,-2.9999999999999996,explicit
72.6,-83.42223867278236,-9.632766737006817,-83.42223867278236,9.632766737006817,-2.9999999999999996,explicit
73.71875,-84.70775702184152,-9.781205665419986,-84.70775702184152,9.781205665419986,-2.9999999999999996,explicit
74.83749999999999,-85.993275370364,-9.929644592114084,-85.993275370364,9.929644592114084,-2.9999999999999996,explicit
75.95625,-87.27879371837356,-10.078083517165043,-87.27879371837356,10.078083517165043,-2.9999999999999996,explicit
77.07499999999999,-88.56431206589252,-10.22652244064439,-88.56431206589252,10.22652244064439,-2.9999999999999996,explicit
78.19375,-89.84983041294197,-10.374961362619583,-89.84983041294197,10.374961362619583,-2.9999999999999996,explicit
79.3125,-91.1353487595417,-10.523400283154258,-91.1353487595417,10.523400283154258,-2.9999999999999996,explicit
80.43124999999999,-92.42086710571054,-10.671839202308506,-92.42086710571054,10.671839202308506,-2.9999999999999996,explicit
81.55,-93.70638545146623,-10.820278120139125,-93.70638545146623,10.820278120139125,-2.9999999999999996,explicit
82.66874999999999,-94.99190379682548,-10.968717036699864,-94.99190379682548,10.968717036699864,-2.9999999999999996,explicit
83.7875,-96.27742214180425,-11.117155952041552,-96.27742214180425,11.117155952041552,-2.9999999999999996,explicit
