K,Re(mu1),Im(mu1),Re(mu2),Im(mu2),mu_star,scheme
3.8,-4.366431115230739,-0.7562416886287088,-4.366431115230739,0.7562416886287088,-2.9999999999999996,explicit
3.8099999999999996,-4.377921840109714,-0.7582320617789073,-4.377921840109714,0.7582320617789073,-2.9999999999999996,explicit
3.82,-4.389412564684137,-0.760222434244144,-4.389412564684137,0.760222434244144,-2.9999999999999996,explicit
3.8299999999999996,-4.400903288956391,-0.762212806029764,-4.400903288956391,0.762212806029764,-2.9999999999999996,explicit
3.84,-4.412394012928831,-0.7642031771410571,-4.412394012928831,0.7642031771410571,-2.9999999999999996,explicit
3.8499999999999996,-4.423884736603796,-0.7661935475832605,-4.423884736603796,0.7661935475832605,-2.9999999999999996,explicit
3.86,-4.435375459983593,-0.7681839173615548,-4.435375459983593,0.7681839173615548,-2.9999999999999996,explicit
3.8699999999999997,-4.446866183070506,-0.7701742864810683,-4.446866183070506,0.7701742864810683,-2.9999999999999996,explicit
3.88,-4.4583569058668,-0.7721646549468768,-4.4583569058668,0.7721646549468768,-2.9999999999999996,explicit
3.8899999999999997,-4.469847628374713,-0.7741550227640032,-4.469847628374713,0.7741550227640032,-2.9999999999999996,explicit
3.9,-4.4813383505964595,-0.776145389937421,-4.4813383505964595,0.776145389937421,-2.9999999999999996,explicit
3.9099999999999997,-4.492829072534235,-0.7781357564720509,-4.492829072534235,0.7781357564720509,-2.9999999999999996,explicit
3.92,-4.504319794190209,-0.780126122372764,-4.504319794190209,0.780126122372764,-2.9999999999999996,explicit
3.9299999999999997,-4.515810515566534,-0.7821164876443836,-4.515810515566534,0.7821164876443836,-2.9999999999999996,explicit
3.94,-4.52730123666533,-0.7841068522916816,-4.52730123666533,0.7841068522916816,-2.9999999999999996,explicit
3.9499999999999997,-4.538791957488708,-0.7860972163193845,-4.538791957488708,0.7860972163193845,-2.9999999999999996,explicit
3.96,-4.550282678038751,-0.788087579732168,-4.550282678038751,0.788087579732168,-2.9999999999999996,explicit
3.9699999999999998,-4.561773398317523,-0.7900779425346647,-4.561773398317523,0.7900779425346647,-2.9999999999999996,explicit
3.98,-4.573264118327067,-0.792068304731458,-4.573264118327067,0.792068304731458,-2.9999999999999996,explicit
3.9899999999999998,-4.5847548380694025,-0.7940586663270854,-4.5847548380694025,0.7940586663270854,-2.9999999999999996,explicit
4.0,-4.596245557546535,-0.796049027326042,-4.596245557546535,0.796049027326042,-2.9999999999999996,explicit
4.01,-4.60773627676044,-0.7980393877327738,-4.60773627676044,0.7980393877327738,-2.9999999999999996,explicit
4.02,-4.619226995713092,-0.8000297475516883,-4.619226995713092,0.8000297475516883,-2.9999999999999996,explicit
4.03,-4.6307177144064235,-0.802020106787144,-4.6307177144064235,0.802020106787144,-2.9999999999999996,explicit
4.04,-4.642208432842359,-0.804010465443459,-4.642208432842359,0.804010465443459,-2.9999999999999996,explicit
4.05,-4.653699151022807,-0.8060008235249089,-4.653699151022807,0.8060008235249089,-2.9999999999999996,explicit
4.06,-4.665189868949652,-0.8079911810357275,-4.665189868949652,0.8079911810357275,-2.9999999999999996,explicit
4.07,-4.676680586624763,-0.8099815379801056,-4.676680586624763,0.8099815379801056,-2.9999999999999996,explicit
4.08,-4.688171304049986,-0.811971894362196,-4.688171304049986,0.811971894362196,-2.9999999999999996,explicit
4.09,-4.699662021227153,-0.813962250186106,-4.699662021227153,0.813962250186106,-2.9999999999999996,explicit
4.1,-4.711152738158078,-0.8159526054559095,-4.711152738158078,0.8159526054559095,-2.9999999999999996,explicit
4.109999999999999,-4.722643454844557,-0.8179429601756356,-4.722643454844557,0.8179429601756356,-2.9999999999999996,explicit
4.12,-4.734134171288369,-0.8199333143492767,-4.734134171288369,0.8199333143492767,-2.9999999999999996,explicit
4.13,-4.745624887491269,-0.8219236679807855,-4.745624887491269,0.8219236679807855,-2.9999999999999996,explicit
4.14,-4.757115603455009,-0.8239140210740781,-4.757115603455009,0.8239140210740781,-2.9999999999999996,explicit
4.15,-4.7686063191813135,-0.8259043736330334,-4.7686063191813135,0.8259043736330334,-2.9999999999999996,explicit
4.16,-4.780097034671889,-0.8278947256614895,-4.780097034671889,0.8278947256614895,-2.9999999999999996,explicit
4.17,-4.791587749928435,-0.8298850771632518,-4.791587749928435,0.8298850771632518,-2.9999999999999996,explicit
4.18,-4.803078464952626,-0.8318754281420879,-4.803078464952626,0.8318754281420879,-2.9999999999999996,explicit
4.1899999999999995,-4.814569179746127,-0.8338657786017294,-4.814569179746127,0.8338657786017294,-2.9999999999999996,explicit
4.2,-4.826059894310584,-0.8358561285458728,-4.826059894310584,0.8358561285458728,-2.9999999999999996,explicit
4.21,-4.837550608647622,-0.8378464779781786,-4.837550608647622,0.8378464779781786,-2.9999999999999996,explicit
4.22,-4.849041322758863,-0.8398368269022746,-4.849041322758863,0.8398368269022746,-2.9999999999999996,explicit
4.2299999999999995,-4.860532036645905,-0.8418271753217526,-4.860532036645905,0.8418271753217526,-2.9999999999999996,explicit
4.24,-4.8720227503103315,-0.8438175232401712,-4.8720227503103315,0.8438175232401712,-2.9999999999999996,explicit
4.25,-4.883513463753711,-0.8458078706610567,-4.883513463753711,0.8458078706610567,-2.9999999999999996,explicit
4.26,-4.8950041769776025,-0.8477982175879011,-4.8950041769776025,0.8477982175879011,-2.9999999999999996,explicit
4.27,-4.906494889983543,-0.8497885640241635,-4.906494889983543,0.8497885640241635,-2.9999999999999996,explicit
4.28,-4.917985602773063,-0.8517789099732724,-4.917985602773063,0.8517789099732724,-2.9999999999999996,explicit
4.29,-4.92947631534767,-0.8537692554386229,-4.92947631534767,0.8537692554386229,-2.9999999999999996,explicit
4.3,-4.940967027708864,-0.855759600423579,-4.940967027708864,0.855759600423579,-2.9999999999999996,explicit
4.31,-4.952457739858129,-0.8577499449314744,-4.952457739858129,0.8577499449314744,-2.9999999999999996,explicit
4.32,-4.963948451796935,-0.8597402889656116,-4.963948451796935,0.8597402889656116,-2.9999999999999996,explicit
4.33,-4.975439163526739,-0.8617306325292611,-4.975439163526739,0.8617306325292611,-2.9999999999999996,explicit
4.34,-4.986929875048984,-0.8637209756256669,-4.986929875048984,0.8637209756256669,-2.9999999999999996,explicit
4.35,-4.998420586365102,-0.8657113182580385,-4.998420586365102,0.8657113182580385,-2.9999999999999996,explicit
4.359999999999999,-5.009911297476507,-0.8677016604295604,-5.009911297476507,0.8677016604295604,-2.9999999999999996,explicit
4.37,-5.021402008384605,-0.8696920021433865,-5.021402008384605,0.8696920021433865,-2.9999999999999996,explicit
4.38,-5.0328927190907855,-0.871682343402641,-5.0328927190907855,0.871682343402641,-2.9999999999999996,explicit
4.39,-5.0443834295964285,-0.8736726842104208,-5.0443834295964285,0.8736726842104208,-2.9999999999999996,explicit
4.4,-5.055874139902903,-0.8756630245697948,-5.055874139902903,0.8756630245697948,-2.9999999999999996,explicit
4.41,-5.067364850011556,-0.8776533644838019,-5.067364850011556,0.8776533644838019,-2.9999999999999996,explicit
4.42,-5.078855559923732,-0.8796437039554583,-5.078855559923732,0.8796437039554583,-2.9999999999999996,explicit
4.43,-5.0903462696407615,-0.8816340429877485,-5.0903462696407615,0.8816340429877485,-2.9999999999999996,explicit
4.4399999999999995,-5.101836979163962,-0.8836243815836325,-5.101836979163962,0.8836243815836325,-2.9999999999999996,explicit
4.45,-5.1133276884946355,-0.8856147197460424,-5.1133276884946355,0.8856147197460424,-2.9999999999999996,explicit
4.46,-5.124818397634081,-0.8876050574778865,-5.124818397634081,0.8876050574778865,-2.9999999999999996,explicit
4.47,-5.1363091065835755,-0.8895953947820442,-5.1363091065835755,0.8895953947820442,-2.9999999999999996,explicit
4.48,-5.147799815344396,-0.8915857316613717,-5.147799815344396,0.8915857316613717,-2.9999999999999996,explicit
4.49,-5.159290523917795,-0.8935760681186966,-5.159290523917795,0.8935760681186966,-2.9999999999999996,explicit
4.5,-5.170781232305023,-0.8955664041568255,-5.170781232305023,0.8955664041568255,-2.9999999999999996,explicit
4.51,-5.182271940507322,-0.8975567397785384,-5.182271940507322,0.8975567397785384,-2.9999999999999996,explicit
