K,rho1,ang1,rho2,ang2,rho3,ang3
0.239800000,0.999987808,0.088458824,0.999985522,0.097968845,0.998219873,0.088615904
0.239800047,0.999987809,0.088458833,0.999985523,0.097968854,0.998219874,0.088615912
0.239800093,0.999987810,0.088458841,0.999985524,0.097968864,0.998219874,0.088615921
0.239800140,0.999987811,0.088458850,0.999985525,0.097968873,0.998219875,0.088615930
0.239800187,0.999987811,0.088458859,0.999985525,0.097968883,0.998219876,0.088615938
0.239800233,0.999987812,0.088458867,0.999985526,0.097968892,0.998219876,0.088615947
0.239800280,0.999987813,0.088458876,0.999985527,0.097968902,0.998219877,0.088615955
0.239800327,0.999987814,0.088458884,0.999985528,0.097968911,0.998219878,0.088615964
0.239800373,0.999987815,0.088458893,0.999985529,0.097968921,0.998219878,0.088615973
0.239800420,0.999987816,0.088458902,0.999985530,0.097968930,0.998219879,0.088615981
0.239800467,0.999987817,0.088458910,0.999985531,0.097968940,0.998219880,0.088615990
0.239800513,0.999987817,0.088458919,0.999985532,0.097968949,0.998219880,0.088615998
0.239800560,0.999987818,0.088458927,0.999985533,0.097968959,0.998219881,0.088616007
0.239800607,0.999987819,0.088458936,0.999985534,0.097968968,0.998219882,0.088616016
0.239800653,0.999987820,0.088458944,0.999985535,0.097968978,0.998219882,0.088616024
0.239800700,0.999987821,0.088458953,0.999985536,0.097968987,0.998219883,0.088616033
0.239800747,0.999987822,0.088458962,0.999985537,0.097968997,0.998219884,0.088616041
0.239800793,0.999987823,0.088458970,0.999985538,0.097969006,0.998219885,0.088616050
0.239800840,0.999987823,0.088458979,0.999985539,0.097969016,0.998219885,0.088616059
0.239800887,0.999987824,0.088458987,0.999985539,0.097969025,0.998219886,0.088616067
0.239800933,0.999987825,0.088458996,0.999985540,0.097969034,0.998219887,0.088616076
0.239800980,0.999987826,0.088459005,0.999985541,0.097969044,0.998219887,0.088616085
0.239801027,0.999987827,0.088459013,0.999985542,0.097969053,0.998219888,0.088616093
0.239801073,0.999987828,0.088459022,0.999985543,0.097969063,0.998219889,0.088616102
0.239801120,0.999987828,0.088459030,0.999985544,0.097969072,0.998219889,0.088616110
0.239801167,0.999987829,0.088459039,0.999985545,0.097969082,0.998219890,0.088616119
0.239801213,0.999987830,0.088459047,0.999985546,0.097969091,0.998219891,0.088616128
0.239801260,0.999987831,0.088459056,0.999985547,0.097969101,0.998219891,0.088616136
0.239801307,0.999987832,0.088459065,0.999985548,0.097969110,0.998219892,0.088616145
0.239801353,0.999987833,0.088459073,0.999985549,0.097969120,0.998219893,0.088616153
0.239801400,0.999987834,0.088459082,0.999985550,0.097969129,0.998219893,0.088616162
0.239801447,0.999987834,0.088459090,0.999985551,0.097969139,0.998219894,0.088616171
0.239801493,0.999987835,0.088459099,0.999985552,0.097969148,0.998219895,0.088616179
0.239801540,0.999987836,0.088459107,0.999985553,0.097969158,0.998219895,0.088616188
0.239801587,0.999987837,0.088459116,0.999985553,0.097969167,0.998219896,0.088616196
0.239801633,0.999987838,0.088459125,0.999985554,0.097969177,0.998219897,0.088616205
0.239801680,0.999987839,0.088459133,0.999985555,0.097969186,0.998219897,0.088616214
0.239801727,0.999987839,0.088459142,0.999985556,0.097969196,0.998219898,0.088616222
0.239801773,0.999987840,0.088459150,0.999985557,0.097969205,0.998219899,0.088616231
0.239801820,0.999987841,0.088459159,0.999985558,0.097969215,0.998219899,0.088616240
0.239801867,0.999987842,0.088459168,0.999985559,0.097969224,0.998219900,0.088616248
0.239801913,0.999987843,0.088459176,0.999985560,0.097969234,0.998219901,0.088616257
0.239801960,0.999987844,0.088459185,0.999985561,0.097969243,0.998219901,0.088616265
0.239802007,0.999987845,0.088459193,0.999985562,0.097969253,0.998219902,0.088616274
0.239802053,0.999987845,0.088459202,0.999985563,0.097969262,0.998219903,0.088616283
0.239802100,0.999987846,0.088459210,0.999985564,0.097969272,0.998219903,0.088616291
0.239802147,0.999987847,0.088459219,0.999985565,0.097969281,0.998219904,0.088616300
0.239802193,0.999987848,0.088459228,0.999985566,0.097969291,0.998219905,0.088616308
0.239802240,0.999987849,0.088459236,0.999985567,0.097969300,0.998219906,0.088616317
0.239802287,0.999987850,0.088459245,0.999985567,0.097969310,0.998219906,0.088616326
0.239802333,0.999987850,0.088459253,0.999985568,0.097969319,0.998219907,0.088616334
0.239802380,0.999987851,0.088459262,0.999985569,0.097969329,0.998219908,0.088616343
0.239802427,0.999987852,0.088459271,0.999985570,0.097969338,0.998219908,0.088616351
0.239802473,0.999987853,0.088459279,0.999985571,0.097969348,0.998219909,0.088616360
0.239802520,0.999987854,0.088459288,0.999985572,0.097969357,0.998219910,0.088616369
0.239802567,0.999987855,0.088459296,0.999985573,0.097969367,0.998219910,0.088616377
0.239802613,0.999987856,0.088459305,0.999985574,0.097969376,0.998219911,0.088616386
0.239802660,0.999987856,0.088459313,0.999985575,0.097969386,0.998219912,0.088616395
0.239802707,0.999987857,0.088459322,0.999985576,0.097969395,0.998219912,0.088616403
