K,rho,angle,label
0.100000000,0.984885780,0.029324444,complex-near-real
0.114893617,0.984885780,0.058431114,complex-near-real
0.129787234,0.984885780,0.062345847,complex-near-real
0.144680851,0.984885780,0.066029171,complex-near-real
0.159574468,0.984885780,0.069517879,complex-near-real
0.174468085,0.984885780,0.072839940,complex-near-real
0.189361702,0.984885780,0.076017205,complex-near-real
0.204255319,0.984885780,0.079067133,complex-near-real
0.219148936,0.984885780,0.082003931,complex-near-real
0.234042553,0.984885780,0.084839350,complex-near-real
0.248936170,0.984885780,0.087583236,complex-near-real
0.263829787,0.984885780,0.090243939,complex-near-real
0.278723404,0.984885780,0.092828611,complex-near-real
0.293617021,0.984885780,0.095343437,complex-near-real
0.308510638,0.984885780,0.097793804,complex-near-real
0.323404255,0.984885780,0.100184444,complex
0.338297872,0.984885780,0.102519534,complex
0.353191489,0.984885780,0.104802787,complex
0.368085106,0.984885780,0.107037521,complex
0.382978723,0.984885780,0.109226713,complex
0.397872340,0.984885780,0.111373051,complex
0.412765957,0.984885780,0.113478964,complex
0.427659574,0.984885780,0.115546664,complex
0.442553191,0.984885780,0.117578167,complex
0.457446809,0.984885780,0.119575317,complex
0.472340426,0.984885780,0.121539808,complex
0.487234043,0.984885780,0.123473199,complex
0.502127660,0.984885780,0.125376929,complex
0.517021277,0.984885780,0.127252329,complex
0.531914894,0.984885780,0.129100634,complex
0.546808511,0.984885780,0.075768679,complex-near-real
0.561702128,0.984885780,0.132720468,complex
0.576595745,0.984885780,0.134494065,complex
0.591489362,0.984885780,0.136244712,complex
0.606382979,0.984885780,0.137973285,complex
0.621276596,0.984885780,0.139680602,complex
0.636170213,0.984885780,0.081960744,complex-near-real
0.651063830,0.984885780,0.082947920,complex-near-real
0.665957447,0.984885780,0.144682498,complex
0.680851064,0.984885780,0.146312059,complex
0.695744681,0.984885780,0.147923796,complex
0.710638298,0.984885780,0.149518285,complex
0.725531915,0.984885780,0.087717691,complex-near-real
0.740425532,0.984885780,0.088640926,complex-near-real
0.755319149,0.984885780,0.154203593,complex
0.770212766,0.984885780,0.155734282,complex
0.785106383,0.984885780,0.157250191,complex
0.800000000,0.984885780,0.158751745,complex
0.814893617,0.984885780,0.093120257,complex-near-real
0.829787234,0.984885780,0.093990581,complex-near-real
0.844680851,0.984885780,0.094852942,complex-near-real
0.859574468,0.984885780,0.164622196,complex
0.874468085,0.984885780,0.166057668,complex
