K,rho,angle,F_triangle,r(theta*),type,lam_pred,J_frobenius
1.1,0.7488858936615163,0.0,-2.0943951023931957,0.9999792719367836,real+,0.7472210881111141,1.4548828998207919
1.1183333333333334,0.7446726102105052,0.0,-2.0943951023931957,0.9999799438504198,real+,0.7430075864955161,1.4505606129313335
1.1366666666666667,0.7404593280280213,0.0,-2.0943951023931957,0.9999805836142681,real+,0.7387940931420255,1.4462499680682959
1.155,0.7362460470531876,0.0,-2.0943951023931957,0.999981193247209,real+,0.7345806076587732,1.4419510690981916
1.1733333333333333,0.7320327672289618,0.0,-2.0943951023931957,0.9999817746120996,real+,0.7303671296782872,1.4376640208775835
1.1916666666666669,0.7278194885018386,0.0,-2.0943951023931957,0.999982329430023,real+,0.7261536588556229,1.4333889292566888
1.2100000000000002,0.7236062108215789,0.0,-2.0943951023931957,0.9999828592930419,real+,0.7219401948666632,1.4291259010830906
1.2283333333333335,0.7193929341409641,0.0,-2.0943951023931957,0.9999833656756337,real+,0.7177267374065694,1.4248750442055167
1.2466666666666668,0.7151796584155745,0.0,-2.0943951023931957,0.9999838499449603,real+,0.7135132861883693,1.4206364674776764
1.2650000000000001,0.7109663836035827,0.0,-2.0943951023931957,0.999984313370106,real+,0.7092998409416665,1.4164102807621226
1.2833333333333334,0.7067531096655681,0.0,-2.0943951023931957,0.9999847571304011,real+,0.7050864014114613,1.412196594934125
1.3016666666666667,0.7025398365643473,0.0,-2.0943951023931957,0.9999851823229343,real+,0.7008729673570695,1.4079955218855336
1.32,0.6983265642648152,0.0,-2.0943951023931957,0.9999855899693382,real+,0.6966595385511318,1.4038071745286145
1.3383333333333334,0.6941132927338041,0.0,-2.0943951023931957,0.999985981021934,real+,0.6924461147787049,1.399631666799846
1.3566666666666667,0.6899000219399508,0.0,-2.0943951023931957,0.9999863563692983,real+,0.6882326958364244,1.395469113663651
1.375,0.6856867518535759,0.0,-2.0943951023931957,0.9999867168413157,real+,0.6840192815317363,1.3913196311160616
1.3933333333333335,0.6814734824465714,0.0,-2.0943951023931957,0.9999870632137702,real+,0.679805871682187,1.3871833361882917
1.4116666666666666,0.6772602136922995,0.0,-2.0943951023931957,0.9999873962125225,real+,0.6755924661147708,1.3830603469502116
1.4300000000000002,0.6730469455654967,0.0,-2.0943951023931957,0.9999877165173174,real+,0.6713790646653252,1.3789507825137082
1.4483333333333335,0.6688336780421866,0.0,-2.0943951023931957,0.9999880247652542,real+,0.6671656671779735,1.374854763035917
1.4666666666666668,0.6646204110995995,0.0,-2.0943951023931957,0.9999883215539583,real+,0.6629522735046087,1.3707724097223182
1.485,0.6604071447160956,0.0,-2.0943951023931957,0.9999886074444799,real+,0.6587388835044145,1.3667038448296787
1.5033333333333334,0.6561938788710981,0.0,-2.0943951023931957,0.9999888829639476,real+,0.6545254970434229,1.3626491916688337
1.5216666666666667,0.6519806135450279,0.0,-2.0943951023931957,0.9999891486080005,real+,0.6503121139941028,1.3586085746072933
1.54,0.6477673487192429,0.0,-2.0943951023931957,0.9999894048430185,real+,0.6460987342349775,1.354582119071662
1.5583333333333333,0.6435540843759834,0.0,-2.0943951023931957,0.9999896521081706,real+,0.6418853576502701,1.3505699515498635
1.5766666666666667,0.6393408204983211,0.0,-2.0943951023931957,0.9999898908172988,real+,0.6376719841295728,1.3465721995931537
1.5950000000000002,0.6351275570701097,0.0,-2.0943951023931957,0.9999901213606505,real+,0.6334586135675395,1.3425889918179161
1.6133333333333333,0.6309142940759412,0.0,-2.0943951023931957,0.999990344106474,real+,0.6292452458635986,1.338620457907226
1.6316666666666668,0.6267010315011043,0.0,-2.0943951023931957,0.9999905594024914,real+,0.6250318809216858,1.334666728612171
1.6500000000000001,0.6224877693315444,0.0,-2.0943951023931957,0.9999907675772548,real+,0.6208185186499946,1.3307279357529183
1.6683333333333334,0.6182745075538284,0.0,-2.0943951023931957,0.9999909689414022,real+,0.6166051589607424,1.3268042122195178
1.6866666666666668,0.6140612461551103,0.0,-2.0943951023931957,0.9999911637888159,real+,0.6123918017699528,1.322895691972428
1.705,0.6098479851230995,0.0,-2.0943951023931957,0.9999913523976957,real+,0.6081784469972518,1.3190025100427538
1.7233333333333334,0.6056347244460314,0.0,-2.0943951023931957,0.9999915350315531,real+,0.603965094565676,1.315124802532188
1.7416666666666667,0.6014214641126389,0.0,-2.0943951023931957,0.9999917119401316,real+,0.5997517444014941,1.3112627066126366
1.7600000000000002,0.5972082041121267,0.0,-2.0943951023931957,0.9999918833602611,real+,0.5955383964340384,1.3074163605255273
1.7783333333333333,0.5929949444341476,0.0,-2.0943951023931957,0.9999920495166512,real+,0.5913250505955487,1.3035859035807809
1.7966666666666669,0.588781685068778,0.0,-2.0943951023931957,0.9999922106226278,real+,0.5871117068210223,1.299771476155437
1.815,0.5845684260064982,0.0,-2.0943951023931957,0.9999923668808179,real+,0.5828983650480768,1.295973219691924
1.8333333333333335,0.5803551672381704,0.0,-2.0943951023931957,0.9999925184837881,real+,0.5786850252168184,1.2921912766959551
1.8516666666666668,0.5761419087550205,0.0,-2.0943951023931957,0.999992665614637,real+,0.5744716872697195,1.288425790734048
1.87,0.5719286505486205,0.0,-2.0943951023931957,0.9999928084475489,real+,0.5702583511515033,1.2846769064306458
1.8883333333333334,0.5677153926108709,0.0,-2.0943951023931957,0.9999929471483094,real+,0.5660450168090334,1.280944769464834
1.9066666666666667,0.5635021349339855,0.0,-2.0943951023931957,0.9999930818747873,real+,0.561831684191213,1.2772295265666376
1.925,0.5592888775104762,0.0,-2.0943951023931957,0.9999932127773828,real+,0.5576183532488866,1.2735313255128895
1.9433333333333334,0.5550756203331381,0.0,-2.0943951023931957,0.999993339999449,real+,0.5534050239347497,1.2698503151226503
1.961666666666667,0.550862363395038,0.0,-2.0943951023931957,0.9999934636776828,real+,0.5491916962032612,1.2661866452521768
1.98,0.5466491066894994,0.0,-2.0943951023931957,0.9999935839424939,real+,0.5449783700105635,1.2625404667894182
1.9983333333333335,0.5424358502100928,0.0,-2.0943951023931957,0.9999937009183477,real+,0.5407650453144043,1.2589119316480317
2.0166666666666666,0.5382225939506231,0.0,-2.0943951023931957,0.9999938147240879,real+,0.5365517220740641,1.2553011927609021
2.035,0.5340093379051197,0.0,-2.0943951023931957,0.9999939254732384,real+,0.5323384002502878,1.2517084040731548
2.0533333333333337,0.5297960820678261,0.0,-2.0943951023931957,0.9999940332742862,real+,0.5281250798052186,1.248133720534647
2.0716666666666668,0.5255828264331907,0.0,-2.0943951023931957,0.9999941382309478,real+,0.5239117607023374,1.2445772980919265
2.09,0.5213695709958568,0.0,-2.0943951023931957,0.9999942404424182,real+,0.5196984429064027,1.2410392936796406
2.1083333333333334,0.5171563157506551,0.0,-2.0943951023931957,0.999994340003606,real+,0.5154851263833964,1.2375198652113892
2.126666666666667,0.5129430606925963,0.0,-2.0943951023931957,0.9999944370053528,real+,0.5112718111004715,1.2340191715700006
2.145,0.5087298058168609,0.0,-2.0943951023931957,0.9999945315346415,real+,0.5070584970259009,1.2305373725972246
2.163333333333333,0.5045165511187945,0.0,-2.0943951023931957,0.9999946236747912,real+,0.5028451841290306,1.2270746290828223
2.1816666666666666,0.5003032965938993,0.0,-2.0943951023931957,0.99999471350564,real+,0.4986318723802349,1.2236311027530486
2.2,0.4960900422378282,0.0,-2.0943951023931957,0.9999948011037191,real+,0.49441856175087373,1.2202069562585036
