K,rho,angle,label
0.100000000,0.986470828,0.054614484,complex-near-real
0.114893617,0.986706681,0.058824713,complex-near-real
0.129787234,0.986942478,0.062750677,complex-near-real
0.144680851,0.987178219,0.066442787,complex-near-real
0.159574468,0.987413903,0.069938093,complex-near-real
0.174468085,0.987649531,0.073264770,complex-near-real
0.189361702,0.987885103,0.076444837,complex-near-real
0.204255319,0.988120618,0.079495893,complex-near-real
0.219148936,0.988356078,0.082432266,complex-near-real
0.234042553,0.988591481,0.085265809,complex-near-real
0.248936170,0.988826828,0.088006454,complex-near-real
0.263829787,0.989062120,0.090662631,complex-near-real
0.278723404,0.989297355,0.093241558,complex-near-real
0.293617021,0.989532534,0.095749480,complex-near-real
0.308510638,0.989767658,0.098191840,complex-near-real
0.323404255,0.990002726,0.100573416,complex
0.338297872,0.990237738,0.102898429,complex
0.353191489,0.990472694,0.105170633,complex
0.368085106,0.990707594,0.107393382,complex
0.382978723,0.990942439,0.109569686,complex
0.397872340,0.991177228,0.111702262,complex
0.412765957,0.991411962,0.113793570,complex
0.427659574,0.991646640,0.115845845,complex
0.442553191,0.991881262,0.117861130,complex
0.457446809,0.992115829,0.119841290,complex
0.472340426,0.992350340,0.121788041,complex
0.487234043,0.992584796,0.123702961,complex
0.502127660,0.992819197,0.125587508,complex
0.517021277,0.993053543,0.127443030,complex
0.531914894,0.993287833,0.129270778,complex
0.546808511,0.993522068,0.131071916,complex
0.561702128,0.993756247,0.132847527,complex
0.576595745,0.993990372,0.134598622,complex
0.591489362,0.994224441,0.136326148,complex
0.606382979,0.994458455,0.138030990,complex
0.621276596,0.994692414,0.139713980,complex
0.636170213,0.994926319,0.141375900,complex
0.651063830,0.995160168,0.143017484,complex
0.665957447,0.995393962,0.144639428,complex
0.680851064,0.995627701,0.146242384,complex
0.695744681,0.995861386,0.147826973,complex
0.710638298,0.996095016,0.149393779,complex
0.725531915,0.996328590,0.150943357,complex
0.740425532,0.996562111,0.152476234,complex
0.755319149,0.996795576,0.153992909,complex
0.770212766,0.997028987,0.155493858,complex
0.785106383,0.997262343,0.156979532,complex
0.800000000,0.997495644,0.158450362,complex
0.814893617,0.997728891,0.159906759,complex
0.829787234,0.997962084,0.161349114,complex
0.844680851,0.998195222,0.162777802,complex
0.859574468,0.998428305,0.164193181,complex
0.874468085,0.998661335,0.165595592,complex
0.889361702,0.998894309,0.166985364,complex
0.904255319,0.999127230,0.168362810,complex
0.919148936,0.999360096,0.169728231,complex
0.934042553,0.999592908,0.171081916,complex
0.948936170,0.999825666,0.172424143,complex
0.963829787,1.000058369,0.173755177,complex
0.978723404,1.000291019,0.175075276,complex
0.993617021,1.000523614,0.176384684,complex
1.008510638,1.000756155,0.177683641,complex
1.023404255,1.000988642,0.178972373,complex
1.038297872,1.001221076,0.180251101,complex
1.053191489,1.001453455,0.181520038,complex
1.068085106,1.001685780,0.182779387,complex
1.082978723,1.001918052,0.184029348,complex
1.097872340,1.002150270,0.185270110,complex
1.112765957,1.002382434,0.186501859,complex
1.127659574,1.002614544,0.187724771,complex
1.142553191,1.002846600,0.188939020,complex
1.157446809,1.003078603,0.190144773,complex
1.172340426,1.003310552,0.191342190,complex
1.187234043,1.003542447,0.192531429,complex
1.202127660,1.003774289,0.193712640,complex
1.217021277,1.004006078,0.194885970,complex
1.231914894,1.004237812,0.196051562,complex
1.246808511,1.004469494,0.197209553,complex
1.261702128,1.004701122,0.198360077,complex
1.276595745,1.004932696,0.199503265,complex
1.291489362,1.005164218,0.200639242,complex
1.306382979,1.005395686,0.201768132,complex
