K,rho,angle,F_triangle,r(theta*),type,lam_pred,J_frobenius
1.1,0.8741154029740766,0.0,-2.0943951023931957,0.999992287522298,real+,0.8736055923230213,1.589457134272552
1.2026315789473685,0.8623221502826669,0.0,-2.0943951023931957,0.9999935472068393,real+,0.8618122901948344,1.5765282639319693
1.305263157894737,0.8505289292147267,0.0,-2.0943951023931957,0.9999945217057006,real+,0.8500190272861232,1.5636704299489863
1.4078947368421053,0.8387357328220494,0.0,-2.0943951023931957,0.9999952910324584,real+,0.8382257950236338,1.5508853880797002
1.5105263157894737,0.8269425560530356,0.0,-2.0943951023931957,0.9999959089875864,real+,0.8264325871632207,1.5381749453125044
1.6131578947368421,0.8151493951469027,0.0,-2.0943951023931957,0.9999964128269896,real+,0.814639399049199,1.5255409601706929
1.7157894736842105,0.8033562472461451,0.0,-2.0943951023931957,0.9999968290119998,real+,0.8028462271394277,1.5129853433212914
1.818421052631579,0.7915631101407065,0.0,-2.0943951023931957,0.9999971767561027,real+,0.7910530686911688,1.5005100583654847
1.9210526315789473,0.7797699820944368,0.0,-2.0943951023931957,0.9999974702829733,real+,0.7792599215476148,1.488117122737425
2.0236842105263158,0.767976861724531,0.0,-2.0943951023931957,0.9999977203044496,real+,0.7674667839893544,1.4758086086659468
2.1263157894736846,0.7561837479159883,0.0,-2.0943951023931957,0.9999979350118823,real+,0.7556736546288435,1.4635866441692302
2.2289473684210526,0.7443906397597762,0.0,-2.0943951023931957,0.9999981207557211,real+,0.7438805323340225,1.4514534140613224
2.3315789473684214,0.7325975365073695,0.0,-2.0943951023931957,0.99999828252055,real+,0.7320874161721007,1.4394111609545752
2.4342105263157894,0.7208044375368226,0.0,-2.0943951023931957,0.9999984242630302,real+,0.7202943053675602,1.4274621862450623
2.5368421052631582,0.7090113423270987,0.0,-2.0943951023931957,0.999998549156166,real+,0.7085011992703496,1.415608851069717
2.639473684210526,0.6972182504384017,0.0,-2.0943951023931957,0.9999986597684419,real+,0.6967080973314972,1.4038535772248242
2.742105263157895,0.6854251614969363,0.0,-2.0943951023931957,0.9999987581969414,real+,0.6849149990841996,1.3921988480358662
2.844736842105263,0.6736320751829757,0.0,-2.0943951023931957,0.9999988461674822,real+,0.6731219041290026,1.3806472091687714
2.947368421052632,0.6618389912214249,0.0,-2.0943951023931957,0.9999989251107866,real+,0.6613288121220777,1.3692012693724118
3.05,0.6500459093742974,0.0,-2.0943951023931957,0.9999989962210225,real+,0.6495357227658655,1.3578637011418713
3.1526315789473687,0.6382528294346606,0.0,-2.0943951023931957,0.9999990605012324,real+,0.6377426358015452,1.3466372412915408
3.255263157894737,0.626459751221732,0.0,-2.0943951023931957,0.9999991187988988,real+,0.6259495510029305,1.335524691426582
3.3578947368421055,0.6146666745768742,0.0,-2.0943951023931957,0.9999991718340218,real+,0.6141564681714817,1.324528918300725
3.460526315789474,0.6028735993603044,0.0,-2.0943951023931957,0.9999992202214578,real+,0.6023633871322078,1.3136528540477534
3.5631578947368423,0.5910805254483754,0.0,-2.0943951023931957,0.9999992644888198,real+,0.5905703077302756,1.3028994962734097
3.6657894736842107,0.5792874527313113,0.0,-2.0943951023931957,0.9999993050909227,real+,0.5787772298281881,1.2922719079938263
3.768421052631579,0.5674943811113167,0.0,-2.0943951023931957,0.9999993424215112,real+,0.5669841533034244,1.2817732174059628
3.8710526315789475,0.555701310500984,0.0,-2.0943951023931957,0.9999993768228435,real+,0.5551910780464546,1.2714066174749463
3.973684210526316,0.5439082408219517,0.0,-2.0943951023931957,0.999999408593562,real+,0.5433980039590628,1.2611753653226423
4.076315789473684,0.5321151720037627,0.0,-2.0943951023931957,0.9999994379951984,real+,0.5316049309529225,1.251082781401288
4.178947368421053,0.5203221039828917,0.0,-2.0943951023931957,0.9999994652575732,real+,0.5198118589483829,1.2411322484355718
4.281578947368422,0.5085290367019141,0.0,-2.0943951023931957,0.9999994905832997,real+,0.5080187878734288,1.2313272101161858
4.38421052631579,0.49673597010879095,0.0,-2.0943951023931957,0.9999995141515594,real+,0.49622571766278767,1.221671169527633
4.4868421052631575,0.4849429041562511,0.0,-2.0943951023931957,0.9999995361212807,real+,0.48443264825715804,1.2121676872929141
4.589473684210526,0.4731498388012574,0.0,-2.0943951023931957,0.9999995566338252,real+,0.472639579602542,1.2028203794177397
4.692105263157895,0.4613567740045444,0.0,-2.0943951023931957,0.9999995758152664,real+,0.4608465116496654,1.1936329148170606
4.794736842105263,0.4495637097302129,0.0,-2.0943951023931957,0.9999995937783327,real+,0.44905344435347294,1.184609012507057
4.897368421052631,0.43777064594537646,0.0,-2.0943951023931957,0.9999996106240667,real+,0.43726037767268444,1.1757524384462648
5.0,0.42597758261985286,0.0,-2.0943951023931957,0.9999996264432498,real+,0.42546731156940965,1.1670670020102927
