K,mu_eff_from_lambda,mu0_real,mu0_imag,mu1_real,mu1_imag
0.1,-0.2939106964290641,-0.11408423029216123,0.014514526412508234,-0.11408423029216123,-0.014514526412508234
0.930178497301785,-1.6600497214994974,-1.0687458748138687,0.1540356499259778,-1.0687458748138687,-0.1540356499259778
1.7603569946035702,-2.839959055504732,-2.0227192311517084,0.2918348480802468,-2.0227192311517084,-0.2918348480802468
2.590535491905355,-3.9724742687781536,-2.976665123914408,0.4295631569310531,-2.976665123914408,-0.4295631569310531
3.4207139892071403,-5.07955892479897,-3.9306035240885224,0.5672719822904426,-3.9306035240885224,-0.5672719822904426
4.250892486508925,-6.170116764582762,-4.884538817068775,0.704972700939385,-4.884538817068775,-0.704972700939385
5.08107098381071,-7.248818098234267,-5.838472524589365,0.8426692751094201,-5.838472524589365,-0.8426692751094201
5.911249481112495,-8.318475794949613,-6.792405314151337,0.9803634466278235,-6.792405314151337,-0.9803634466278235
6.74142797841428,-9.38093988119304,-7.7463375246655835,1.1180561011810939,-7.7463375246655835,-1.1180561011810939
7.571606475716065,-10.437504203467178,-8.700269346489929,1.2557477367689773,-8.700269346489929,-1.2557477367689773
8.40178497301785,-11.48911572469952,-9.654200894784017,1.3934386549078264,-9.654200894784017,-1.3934386549078264
9.231963470319636,-12.536492268392273,-10.608132243304278,1.531129048833314,-10.608132243304278,-1.531129048833314
10.06214196762142,-13.580193369362185,-11.562063441476466,1.6688190481035288,-11.562063441476466,-1.6688190481035288
10.892320464923205,-14.620665220546869,-12.515994523664046,1.80650874283253,-12.515994523664046,-1.80650874283253
11.722498962224991,-15.658270429890653,-13.469925514499703,1.9441981976396412,-13.469925514499703,-1.9441981976396412
12.552677459526775,-16.693308427240396,-14.42385643210198,2.0818874600700066,-14.42385643210198,-2.0818874600700066
13.38285595682856,-17.72602987963203,-15.377787290095114,2.2195765658845055,-15.377787290095114,-2.2195765658845055
14.213034454130346,-18.7566471344361,-16.331718098921147,2.357265542497706,-16.331718098921147,-2.357265542497706
15.04321295143213,-19.785341951515505,-17.28564886671776,2.494954411278589,-17.28564886671776,-2.494954411278589
15.873391448733916,-20.812271337966507,-18.239579599920706,2.632643189129979,-18.239579599920706,-2.632643189129979
16.703569946035703,-21.83757202530098,-19.19351030368663,2.7703318895973936,-19.19351030368663,-2.7703318895973936
17.533748443337487,-22.861363956266345,-20.14744098219579,2.9080205236631755,-20.14744098219579,-2.9080205236631755
