K,rho1,ang1,rho2,ang2
0.500000000,0.000000000,0.000000000,0.000000000,0.000000000
0.571397957,0.000000000,0.000000000,0.000000000,0.000000000
0.642795914,0.000000000,0.000000000,0.000000000,0.000000000
0.714193871,1.009957717,0.104501954,0.992959090,0.104908005
0.785591828,1.011051419,0.117061333,0.994396135,0.117839113
0.856989785,1.012361248,0.128371593,0.995831106,0.129442449
0.928387742,1.013795577,0.138727281,0.997264012,0.140048692
0.999785699,1.015306247,0.148323552,0.998694862,0.149869925
1.071183656,1.016865642,0.157297194,1.000123665,0.159051861
1.142581613,1.018456879,0.165748332,1.001550430,0.167699754
1.213979570,1.020069125,0.173752805,1.002975166,0.175892593
1.285377527,1.021695157,0.181369665,1.004397880,0.183691465
1.356775484,1.023330013,0.188645949,1.005818582,0.191144780
1.428173441,1.024970200,0.195619842,1.007237280,0.198291681
1.499571398,1.026613210,0.202322844,1.008653982,0.205164359
1.570969355,1.028257214,0.208781302,1.010068698,0.211789669
1.642367312,1.029900861,0.215017522,1.011481435,0.218190300
1.713765269,1.031543145,0.221050584,1.012892201,0.224385627
1.785163226,1.033183310,0.226896963,1.014301005,0.230392354
1.856561183,1.034820786,0.232571001,1.015707855,0.236225007
1.927959140,1.036455143,0.238085275,1.017112760,0.241896312
1.999357097,1.038086056,0.243450890,1.018515726,0.247417491
2.070755054,1.039713282,0.248677708,1.019916762,0.252798507
2.142153011,1.041336640,0.253774537,1.021315877,0.258048250
2.213550968,1.042955996,0.258749281,1.022713077,0.263174694
2.284948925,1.044571258,0.263609066,1.024108372,0.268185023
2.356346882,1.046182359,0.268360344,1.025501768,0.273085741
2.427744839,1.047789260,0.273008979,1.026893273,0.277882755
2.499142796,1.049391938,0.277560320,1.028282895,0.282581454
2.570540753,1.050990385,0.282019263,1.029670642,0.287186765
2.641938710,1.052584605,0.286390300,1.031056520,0.291703213
2.713336667,1.054174611,0.290677571,1.032440539,0.296134962
2.784734624,1.055760424,0.294884895,1.033822705,0.300485856
2.856132581,1.057342071,0.299015807,1.035203025,0.304759452
2.927530538,1.058919581,0.303073587,1.036581507,0.308959049
2.998928495,1.060492990,0.307061285,1.037958159,0.313087716
3.070326452,1.062062335,0.310981744,1.039332987,0.317148309
3.141724409,1.063627654,0.314837614,1.040705999,0.321143498
3.213122366,1.065188988,0.318631380,1.042077202,0.325075777
3.284520323,1.066746378,0.322365366,1.043446603,0.328947487
3.355918280,1.068299868,0.326041755,1.044814209,0.332760822
3.427316237,1.069849498,0.329662599,1.046180027,0.336517845
3.498714194,1.071395313,0.333229832,1.047544065,0.340220501
3.570112151,1.072937354,0.336745275,1.048906329,0.343870622
3.641510108,1.074475665,0.340210650,1.050266825,0.347469938
3.712908065,1.076010287,0.343627583,1.051625562,0.351020086
3.784306022,1.077541263,0.346997615,1.052982545,0.354522615
3.855703979,1.079068633,0.350322206,1.054337782,0.357978994
3.927101936,1.080592439,0.353602742,1.055691279,0.361390616
3.998499893,1.082112721,0.356840540,1.057043043,0.364758806
4.069897850,1.083629517,0.360036850,1.058393081,0.368084823
4.141295807,1.085142867,0.363192866,1.059741399,0.371369866
4.212693764,1.086652810,0.366309724,1.061088003,0.374615079
4.284091721,1.088159381,0.369388505,1.062432901,0.377821551
4.355489678,1.089662620,0.372430246,1.063776098,0.380990323
4.426887635,1.091162560,0.375435934,1.065117602,0.384122391
4.498285592,1.092659238,0.378406515,1.066457418,0.387218706
4.569683549,1.094152688,0.381342893,1.067795553,0.390280177
4.641081506,1.095642945,0.384245936,1.069132013,0.393307679
4.712479463,1.097130041,0.387116472,1.070466804,0.396302047
4.783877420,1.098614009,0.389955300,1.071799933,0.399264084
4.855275377,1.100094882,0.392763185,1.073131406,0.402194560
4.926673334,1.101572689,0.395540861,1.074461229,0.405094216
4.998071291,1.103047463,0.398289035,1.075789409,0.407963763
5.069469248,1.104519232,0.401008385,1.077115950,0.410803886
5.140867205,1.105988026,0.403699567,1.078440860,0.413615244
5.212265162,1.107453875,0.406363210,1.079764144,0.416398471
5.283663119,1.108916806,0.408999920,1.081085808,0.419154179
5.355061076,1.110376847,0.411610282,1.082405859,0.421882959
5.426459033,1.111834025,0.414194861,1.083724301,0.424585378
5.497856990,1.113288366,0.416754202,1.085041142,0.427261987
5.569254947,1.114739897,0.419288831,1.086356386,0.429913316
5.640652904,1.116188643,0.421799255,1.087670040,0.432539877
5.712050861,1.117634629,0.424285965,1.088982109,0.435142167
5.783448818,1.119077880,0.426749438,1.090292600,0.437720664
5.854846775,1.120518419,0.429190132,1.091601517,0.440275833
5.926244732,1.121956271,0.431608492,1.092908866,0.442808122
5.997642689,1.123391458,0.434004948,1.094214653,0.445317966
6.069040646,1.124824003,0.436379919,1.095518884,0.447805788
6.140438603,1.126253928,0.438733808,1.096821564,0.450271994
6.211836560,1.127681255,0.441067008,1.098122699,0.452716982
6.283234517,1.129106006,0.443379899,1.099422294,0.455141136
6.354632474,1.130528201,0.445672849,1.100720355,0.457544828
6.426030431,1.131947862,0.447946217,1.102016886,0.459928421
6.497428388,1.133365009,0.450200351,1.103311894,0.462292265
6.568826345,1.134779661,0.452435588,1.104605384,0.464636704
6.640224302,1.136191838,0.454652257,1.105897361,0.466962068
6.711622259,1.137601560,0.456850676,1.107187830,0.469268680
6.783020216,1.139008845,0.459031156,1.108476797,0.471556855
6.854418173,1.140413712,0.461193999,1.109764266,0.473826897
6.925816130,1.141816179,0.463339498,1.111050244,0.476079103
6.997214087,1.143216265,0.465467938,1.112334735,0.478313764
7.068612044,1.144613986,0.467579599,1.113617745,0.480531159
7.140010001,1.146009361,0.469674749,1.114899278,0.482731565
7.211407958,1.147402406,0.471753655,1.116179340,0.484915247
7.282805915,1.148793138,0.473816571,1.117457935,0.487082467
7.354203872,1.150181574,0.475863750,1.118735069,0.489233477
7.425601829,1.151567730,0.477895435,1.120010747,0.491368527
7.496999786,1.152951622,0.479911864,1.121284973,0.493487856
7.568397743,1.154333266,0.481913269,1.122557753,0.495591701
7.639795700,1.155712677,0.483899878,1.123829092,0.497680292
7.711193657,1.157089871,0.485871911,1.125098994,0.499753852
