K,r_mean,F_mean,rho_max,angle,kind
1.32,0.9999635449598578,-2.0943951023931957,1.0808367663986411,0.7949636479258106,complex
1.3201298701298703,0.9999635246923201,-2.0943951023931957,1.0810553055000076,0.7946145974787682,complex
1.3202597402597402,0.9999635044102242,-2.0943951023931957,1.0812739408566348,0.7942656872895126,complex
1.3203896103896104,0.9999634841135572,-2.0943951023931957,1.0814926724831166,0.7939169173214192,complex
1.3205194805194806,0.9999634638023068,-2.0943951023931957,1.0817115003938707,0.7935682875379273,complex
1.3206493506493506,0.9999634434764586,-2.0943951023931957,1.0819304246031454,0.793219797902524,complex
1.3207792207792208,0.9999634231360011,-2.0943951023931957,1.0821494451250213,0.7928714483787536,complex
1.320909090909091,0.9999634027809199,-2.0943951023931957,1.0823685619734114,0.792523238930214,complex
1.321038961038961,0.9999633824112032,-2.0943951023931957,1.0825877751620583,0.7921751695205578,complex
1.3211688311688312,0.9999633620268367,-2.0943951023931957,1.082807084704532,0.791827240113489,complex
1.3212987012987014,0.9999633416278076,-2.0943951023931957,1.0830264906142395,0.7914794506727674,complex
1.3214285714285714,0.9999633212141029,-2.0943951023931957,1.0832459929044234,0.7911318011622015,complex
1.3215584415584416,0.9999633007857097,-2.0943951023931957,1.0834655915881488,0.7907842915456562,complex
1.3216883116883118,0.9999632803426146,-2.0943951023931957,1.0836852866783218,0.7904369217870458,complex
1.3218181818181818,0.9999632598848046,-2.0943951023931957,1.0839050781876791,0.7900896918503362,complex
1.321948051948052,0.9999632394122662,-2.0943951023931957,1.084124966128794,0.7897426016995447,complex
1.3220779220779222,0.9999632189249865,-2.0943951023931957,1.0843449505140716,0.7893956512987396,complex
1.3222077922077922,0.9999631984229518,-2.0943951023931957,1.0845650313557484,0.7890488406120431,complex
1.3223376623376624,0.9999631779061495,-2.0943951023931957,1.0847852086659038,0.7887021696036195,complex
1.3224675324675326,0.9999631573745655,-2.0943951023931957,1.0850054824564477,0.7883556382376908,complex
1.3225974025974028,0.9999631368281876,-2.0943951023931957,1.0852258527391274,0.7880092464785232,complex
1.3227272727272728,0.9999631162670023,-2.0943951023931957,1.0854463195255215,0.787662994290436,complex
1.322857142857143,0.9999630956909956,-2.0943951023931957,1.085666882827055,0.7873168816377927,complex
1.3229870129870132,0.9999630751001547,-2.0943951023931957,1.0858875426549794,0.7869709084850091,complex
1.3231168831168831,0.9999630544944659,-2.0943951023931957,1.0861082990203896,0.7866250747965473,complex
1.3232467532467533,0.9999630338739165,-2.0943951023931957,1.086329151934215,0.7862793805369179,complex
1.3233766233766235,0.9999630132384929,-2.0943951023931957,1.0865501014072274,0.7859338256706766,complex
