K,rho1,ang1,rho2,ang2
0.500000000,0.000000000,0.000000000,0.000000000,0.000000000
0.568345324,0.000000000,0.000000000,0.000000000,0.000000000
0.636690647,0.000000000,0.000000000,0.000000000,0.000000000
0.705035971,1.009841172,0.102779089,0.992774616,0.103128233
0.773381295,1.010845476,0.115012216,0.994150518,0.115733492
0.841726619,1.012068552,0.126042077,0.995524517,0.127054670
0.910071942,1.013418893,0.136149694,0.996896623,0.137409757
0.978417266,1.014848027,0.145522167,0.998266843,0.147003268
1.046762590,1.016327990,0.154291070,0.999635185,0.155975995
1.115107914,1.017841596,0.162552941,1.001001657,0.164429786
1.183453237,1.019377761,0.170381032,1.002366265,0.172441161
1.251798561,1.020929062,0.177832458,1.003729018,0.180069348
1.320143885,1.022490372,0.184952763,1.005089924,0.187361321
1.388489209,1.024058066,0.191778952,1.006448989,0.194355080
1.456834532,1.025629526,0.198341575,1.007806222,0.201081895
1.525179856,1.027202833,0.204666200,1.009161629,0.207567862
1.593525180,1.028776562,0.210774482,1.010515219,0.213835037
1.661870504,1.030349641,0.216684955,1.011866997,0.219902259
1.730215827,1.031921261,0.222413627,1.013216972,0.225785777
1.798561151,1.033490804,0.227974438,1.014565151,0.231499721
1.866906475,1.035057800,0.233379618,1.015911541,0.237056473
1.935251799,1.036621889,0.238639965,1.017256149,0.242466957
2.003597122,1.038182796,0.243765074,1.018598981,0.247740869
2.071942446,1.039740312,0.248763511,1.019940046,0.252886864
2.140287770,1.041294280,0.253642970,1.021279350,0.257912705
2.208633094,1.042844586,0.258410386,1.022616900,0.262825387
2.276978417,1.044391143,0.263072038,1.023952702,0.267631244
2.345323741,1.045933895,0.267633635,1.025286765,0.272336030
2.413669065,1.047472801,0.272100384,1.026619093,0.276944990
2.482014388,1.049007840,0.276477053,1.027949695,0.281462927
2.550359712,1.050539003,0.280768017,1.029278577,0.285894245
2.618705036,1.052066291,0.284977305,1.030605745,0.290243003
2.687050360,1.053589713,0.289108638,1.031931206,0.294512944
2.755395683,1.055109286,0.293165459,1.033254967,0.298707533
2.823741007,1.056625029,0.297150964,1.034577034,0.302829985
2.892086331,1.058136970,0.301068121,1.035897414,0.306883288
2.960431655,1.059645136,0.304919701,1.037216114,0.310870227
3.028776978,1.061149559,0.308708287,1.038533138,0.314793402
3.097122302,1.062650273,0.312436297,1.039848495,0.318655244
