K,rho,angle,label
0.800000000,0.991210765,0.112003492,complex
0.800350175,0.991213525,0.112028244,complex
0.800700350,0.991216284,0.112052989,complex
0.801050525,0.991219044,0.112077729,complex
0.801400700,0.991221804,0.112102464,complex
0.801750875,0.991224563,0.112127192,complex
0.802101051,0.991227323,0.112151916,complex
0.802451226,0.991230083,0.112176633,complex
0.802801401,0.991232842,0.112201345,complex
0.803151576,0.991235602,0.112226051,complex
0.803501751,0.991238362,0.112250752,complex
0.803851926,0.991241121,0.112275447,complex
0.804202101,0.991243881,0.112300136,complex
0.804552276,0.991246641,0.112324820,complex
0.804902451,0.991249400,0.112349498,complex
0.805252626,0.991252160,0.112374170,complex
0.805602801,0.991254920,0.112398837,complex
0.805952976,0.991257679,0.112423499,complex
0.806303152,0.991260439,0.112448154,complex
0.806653327,0.991263198,0.112472805,complex
0.807003502,0.991265958,0.112497449,complex
0.807353677,0.991268718,0.112522088,complex
0.807703852,0.991271477,0.112546722,complex
0.808054027,0.991274237,0.112571350,complex
0.808404202,0.991276996,0.112595972,complex
0.808754377,0.991279756,0.112620589,complex
0.809104552,0.991282515,0.112645200,complex
0.809454727,0.991285275,0.112669805,complex
0.809804902,0.991288034,0.112694405,complex
0.810155078,0.991290794,0.112719000,complex
0.810505253,0.991293553,0.112743589,complex
0.810855428,0.991296313,0.112768172,complex
0.811205603,0.991299072,0.112792750,complex
0.811555778,0.991301832,0.112817322,complex
0.811905953,0.991304591,0.112841889,complex
0.812256128,0.991307351,0.112866450,complex
0.812606303,0.991310110,0.112891006,complex
0.812956478,0.991312870,0.112915556,complex
0.813306653,0.991315629,0.112940101,complex
0.813656828,0.991318389,0.112964640,complex
0.814007004,0.991321148,0.112989174,complex
0.814357179,0.991323907,0.113013702,complex
0.814707354,0.991326667,0.113038225,complex
0.815057529,0.991329426,0.113062742,complex
0.815407704,0.991332186,0.113087253,complex
0.815757879,0.991334945,0.113111760,complex
0.816108054,0.991337704,0.113136260,complex
0.816458229,0.991340464,0.113160755,complex
0.816808404,0.991343223,0.113185245,complex
0.817158579,0.991345982,0.113209729,complex
0.817508754,0.991348742,0.113234208,complex
0.817858929,0.991351501,0.113258681,complex
0.818209105,0.991354260,0.113283149,complex
0.818559280,0.991357020,0.113307612,complex
0.818909455,0.991359779,0.113332068,complex
0.819259630,0.991362538,0.113356520,complex
0.819609805,0.991365298,0.113380966,complex
0.819959980,0.991368057,0.113405406,complex
0.820310155,0.991370816,0.113429841,complex
0.820660330,0.991373576,0.113454271,complex
0.821010505,0.991376335,0.113478695,complex
0.821360680,0.991379094,0.113503114,complex
0.821710855,0.991381853,0.113527527,complex
0.822061031,0.991384613,0.113551935,complex
0.822411206,0.991387372,0.113576338,complex
0.822761381,0.991390131,0.113600735,complex
0.823111556,0.991392890,0.113625126,complex
0.823461731,0.991395650,0.113649512,complex
0.823811906,0.991398409,0.113673893,complex
0.824162081,0.991401168,0.113698269,complex
0.824512256,0.991403927,0.113722639,complex
0.824862431,0.991406686,0.113747003,complex
0.825212606,0.991409446,0.113771362,complex
0.825562781,0.991412205,0.113795716,complex
0.825912956,0.991414964,0.113820064,complex
0.826263132,0.991417723,0.113844407,complex
0.826613307,0.991420482,0.113868745,complex
0.826963482,0.991423241,0.113893077,complex
0.827313657,0.991426001,0.113917404,complex
0.827663832,0.991428760,0.113941726,complex
0.828014007,0.991431519,0.113966042,complex
0.828364182,0.991434278,0.113990352,complex
0.828714357,0.991437037,0.114014658,complex
0.829064532,0.991439796,0.114038958,complex
0.829414707,0.991442555,0.114063252,complex
0.829764882,0.991445314,0.114087542,complex
0.830115058,0.991448073,0.114111826,complex
0.830465233,0.991450832,0.114136104,complex
0.830815408,0.991453591,0.114160378,complex
0.831165583,0.991456351,0.114184645,complex
0.831515758,0.991459110,0.114208908,complex
0.831865933,0.991461869,0.114233165,complex
0.832216108,0.991464628,0.114257417,complex
0.832566283,0.991467387,0.114281664,complex
0.832916458,0.991470146,0.114305905,complex
0.833266633,0.991472905,0.114330141,complex
0.833616808,0.991475664,0.114354372,complex
0.833966983,0.991478423,0.114378597,complex
0.834317159,0.991481182,0.114402817,complex
0.834667334,0.991483941,0.114427032,complex
0.835017509,0.991486700,0.114451241,complex
0.835367684,0.991489459,0.114475445,complex
0.835717859,0.991492218,0.114499644,complex
