K,rho,angle,label
1.000000000,0.984885780,0.103419784,complex
1.163265306,0.984885780,0.191799358,complex
1.326530612,0.984885780,0.204941435,complex
1.489795918,0.984885780,0.217300569,complex
1.653061224,0.984885780,0.133576956,complex
1.816326531,0.984885780,0.240146434,complex
1.979591837,0.984885780,0.146354288,complex
2.142857143,0.984885780,0.261035224,complex
2.306122449,0.984885780,0.158109103,complex
2.469387755,0.984885780,0.280404794,complex
2.632653061,0.984885780,0.169054840,complex
2.795918367,0.984885780,0.298551118,complex
2.959183673,0.984885780,0.179339712,complex
3.122448980,0.984885780,0.184269187,complex
3.285714286,0.984885780,0.323923503,complex
3.448979592,0.984885780,0.331964315,complex
3.612244898,0.984885780,0.339821794,complex
3.775510204,0.984885780,0.347508389,complex
3.938775510,0.984885780,0.207183974,complex
4.102040816,0.984885780,0.362412239,complex
4.265306122,0.984885780,0.215677987,complex
4.428571429,0.984885780,0.376751959,complex
4.591836735,0.984885780,0.383730164,complex
4.755102041,0.984885780,0.390589790,complex
4.918367347,0.984885780,0.397336991,complex
5.081632653,0.984885780,0.403977412,complex
5.244897959,0.984885780,0.239385338,complex
5.408163265,0.984885780,0.416958290,complex
5.571428571,0.984885780,0.423307971,complex
5.734693878,0.984885780,0.429569397,complex
5.897959184,0.984885780,0.435746385,complex
6.061224490,0.984885780,0.441842489,complex
6.224489796,0.984885780,0.447861023,complex
6.387755102,0.984885780,0.264417105,complex
6.551020408,0.984885780,0.459677575,complex
6.714285714,0.984885780,0.465481213,complex
6.877551020,0.984885780,0.274461854,complex
7.040816327,0.984885780,0.476892007,complex
7.204081633,0.984885780,0.482503830,complex
7.367346939,0.984885780,0.488056164,complex
7.530612245,0.984885780,0.493551025,complex
7.693877551,0.984885780,0.498990324,complex
7.857142857,0.984885780,0.293547041,complex
8.020408163,0.984885780,0.509709376,complex
8.183673469,0.984885780,0.299646066,complex
8.346938776,0.984885780,0.520226700,complex
8.510204082,0.984885780,0.525413535,complex
8.673469388,0.984885780,0.530554376,complex
8.836734694,0.984885780,0.311496640,complex
9.000000000,0.984885780,0.540703353,complex
