K,rho,angle,F_triangle,r(theta*),type
1.6,0.7798328588488455,1.725359746827304,-2.0943951023931957,0.9999991136944086,complex
1.6011111111111112,0.7798374087543094,1.726193854007656,-2.0943951023931957,0.9999991149232721,complex
1.6022222222222222,0.779841963466432,1.7270280701159493,-2.0943951023931957,0.9999991161495809,complex
1.6033333333333335,0.7798465229988385,1.7278623957754566,-2.0943951023931957,0.9999991173733429,complex
1.6044444444444446,0.7798510873649982,1.7286968316101636,-2.0943951023931957,0.9999991185945644,complex
1.6055555555555556,0.7798556565787264,1.7295313782447805,-2.0943951023931957,0.9999991198132535,complex
1.6066666666666667,0.7798602306535729,1.7303660363047335,-2.0943951023931957,0.999999121029417,complex
1.607777777777778,0.7798648096032332,1.7312008064161775,-2.0943951023931957,0.9999991222430615,complex
1.608888888888889,0.7798693934414428,1.7320356892060031,-2.0943951023931957,0.9999991234541943,complex
1.61,0.7798739821819782,1.7328706853018314,-2.0943951023931957,0.9999991246628221,complex
1.6111111111111112,0.7798785758386594,1.7337057953320325,-2.0943951023931957,0.9999991258689518,complex
1.6122222222222222,0.7798831744253517,1.7345410199257154,-2.0943951023931957,0.9999991270725903,complex
1.6133333333333335,0.779887777955955,1.7353763597127443,-2.0943951023931957,0.9999991282737446,complex
1.6144444444444446,0.7798923864444199,1.7362118153237367,-2.0943951023931957,0.9999991294724213,complex
1.6155555555555556,0.7798969999047368,1.7370473873900727,-2.0943951023931957,0.9999991306686271,complex
1.6166666666666667,0.7799016183509381,1.7378830765438917,-2.0943951023931957,0.9999991318623693,complex
1.617777777777778,0.7799062417971001,1.7387188834181102,-2.0943951023931957,0.9999991330536544,complex
1.618888888888889,0.7799108702573421,1.7395548086464103,-2.0943951023931957,0.999999134242489,complex
1.62,0.7799155037458297,1.7403908528632608,-2.0943951023931957,0.9999991354288797,complex
1.6211111111111112,0.7799201422767692,1.741227016703911,-2.0943951023931957,0.9999991366128338,complex
1.6222222222222222,0.7799247858644153,1.7420633008043973,-2.0943951023931957,0.9999991377943573,complex
1.6233333333333335,0.779929434523062,1.7428997058015507,-2.0943951023931957,0.9999991389734572,complex
1.6244444444444446,0.7799340882670509,1.7437362323329988,-2.0943951023931957,0.99999914015014,complex
1.6255555555555556,0.7799387471107666,1.7445728810371763,-2.0943951023931957,0.9999991413244126,complex
1.6266666666666667,0.7799434110686431,1.7454096525533211,-2.0943951023931957,0.999999142496281,complex
1.6277777777777778,0.779948080155155,1.746246547521486,-2.0943951023931957,0.9999991436657523,complex
1.628888888888889,0.779952754384823,1.7470835665825417,-2.0943951023931957,0.9999991448328328,complex
1.6300000000000001,0.7799574337722142,1.7479207103781766,-2.0943951023931957,0.999999145997529,complex
