K,rho,angle,F_triangle,r(theta*),type,diagnosis
1.0,0.9910949745515683,0.1071655197331293,-2.0943951023931957,0.9999752532166742,complex (inside/outside),
1.139240506329114,0.9915108006082821,0.11453296975196646,-2.0943951023931957,0.9999809173192028,complex (inside/outside),
1.2784810126582278,0.9919023015678525,0.12145603146966577,-2.0943951023931957,0.9999848379632295,complex (inside/outside),
1.4177215189873418,0.9922734085959672,0.1280068592912341,-2.0943951023931957,0.999987663653239,complex (inside/outside),
1.5569620253164556,0.9926270915905423,0.13423997852620875,-2.0943951023931957,0.9999897671793139,complex (inside/outside),
1.6962025316455696,0.9929656608079453,0.1401977841826337,-2.0943951023931957,0.9999913751964518,complex (inside/outside),
1.8354430379746836,0.9932909562371321,0.1459140131834829,-2.0943951023931957,0.999992631942866,complex (inside/outside),
1.9746835443037973,0.9936044720804497,0.15141603442583637,-2.0943951023931957,0.9999936327519916,complex (inside/outside),
2.113924050632911,0.9939074416924363,0.15672641430772147,-2.0943951023931957,0.9999944426806124,complex (inside/outside),
2.2531645569620253,0.9942008973651341,0.16186401963899935,-2.0943951023931957,0.9999951073551983,complex (inside/outside),
2.392405063291139,0.9944857135278161,0.1668448148026617,-2.0943951023931957,0.9999956595415327,complex (inside/outside),
2.5316455696202533,0.9947626386727173,0.17168245079416627,-2.0943951023931957,0.9999961232616632,complex (inside/outside),
2.670886075949367,0.9950323194139901,0.17638870893287942,-2.0943951023931957,0.9999965164514641,complex (inside/outside),
2.810126582278481,0.995295318931085,0.18097384080556916,-2.0943951023931957,0.999996852721441,complex (inside/outside),
2.9493670886075947,0.9955521313226017,0.18544683264581463,-2.0943951023931957,0.9999971425506466,complex (inside/outside),
3.088607594936709,0.9958031929287803,0.1898156137177648,-2.0943951023931957,0.999997394113085,complex (inside/outside),
3.2278481012658227,0.9960488913712358,0.19408722255154087,-2.0943951023931957,0.9999976138604305,complex (inside/outside),
3.3670886075949364,0.9962895728491336,0.19826794100386486,-2.0943951023931957,0.9999978069398539,complex (inside/outside),
3.5063291139240507,0.9965255480864869,0.20236340344277576,-2.0943951023931957,0.9999979774982003,complex (inside/outside),
3.6455696202531644,0.9967570972236717,0.20637868647566218,-2.0943951023931957,0.9999981289065261,complex (inside/outside),
3.7848101265822782,0.9969844738738557,0.21031838329749972,-2.0943951023931957,0.9999982639279592,complex (inside/outside),
3.9240506329113924,0.9972079085123243,0.21418666576351672,-2.0943951023931957,0.999998384844667,complex (inside/outside),
4.063291139240507,0.9974276113282345,0.21798733657611544,-2.0943951023931957,0.9999984935549288,complex (inside/outside),
4.20253164556962,0.997643774639547,0.22172387344478772,-2.0943951023931957,0.9999985916480958,complex (inside/outside),
4.341772151898734,0.9978565749502754,0.22539946667831262,-2.0943951023931957,0.9999986804630169,complex (inside/outside),
4.481012658227848,0.998066174712772,0.22901705136499786,-2.0943951023931957,0.9999987611339638,complex (inside/outside),
4.620253164556962,0.9982727238452246,0.23257933506379538,-2.0943951023931957,0.9999988346270301,complex (inside/outside),
4.7594936708860756,0.9984763610446479,0.23608882174872314,-2.0943951023931957,0.9999989017691884,complex (inside/outside),
4.898734177215189,0.9986772149281413,0.23954783260812249,-2.0943951023931957,0.999998963271657,complex (inside/outside),
5.037974683544304,0.9988754050290567,0.2429585241894066,-2.0943951023931957,0.9999990197488138,complex (inside/outside),
5.177215189873418,0.9990710426700692,0.24632290429195036,-2.0943951023931957,0.9999990717335967,complex (inside/outside),
5.3164556962025316,0.9992642317312037,0.24964284594053823,-2.0943951023931957,0.9999991196901243,complex (inside/outside),
5.455696202531645,0.999455069327892,0.2529200997153119,-2.0943951023931957,0.9999991640240908,complex (inside/outside),
5.594936708860759,0.9996436464116092,0.2561563046684643,-2.0943951023931957,0.9999992050913744,complex (inside/outside),
5.734177215189873,0.9998300483036467,0.25935299802072975,-2.0943951023931957,0.999999243205201,complex (inside/outside),
5.873417721518987,1.0000143551708889,0.2625116238003508,-2.0943951023931957,0.9999992786421351,NS-candidate,
6.012658227848101,1.0001966424510922,0.2656335405621408,-2.0943951023931957,0.9999993116471108,NS-candidate,
6.151898734177215,1.0003769812341494,0.2687200283035887,-2.0943951023931957,0.9999993424376755,NS-candidate,
6.291139240506329,1.0005554386046578,0.27177229467780706,-2.0943951023931957,0.9999993712075846,NS-candidate,
6.430379746835443,1.0007320779506086,0.27479148058874364,-2.0943951023931957,0.999999398129856,NS-candidate,
6.5696202531645564,1.0009069592421314,0.2777786652421157,-2.0943951023931957,0.9999994233593783,NS-candidate,
6.70886075949367,1.0010801392837785,0.28073487071540454,-2.0943951023931957,0.9999994470351435,NS-candidate,
6.848101265822785,1.0012516719433953,0.2836610661017131,-2.0943951023931957,0.9999994692821648,NS-candidate,
6.987341772151899,1.0014216083601257,0.2865581712750736,-2.0943951023931957,0.999999490213131,NS-candidate,
7.1265822784810124,1.0015899971338704,0.2894270603186235,-2.0943951023931957,0.9999995099298357,NS-candidate,
7.265822784810126,1.001756884498166,0.2922685646518165,-2.0943951023931957,0.9999995285244181,NS-candidate,
7.40506329113924,1.0019223144782141,0.2950834758883646,-2.0943951023931957,0.9999995460804405,NS-candidate,
7.544303797468354,1.0020863290356172,0.29787254845268146,-2.0943951023931957,0.9999995626738293,NS-candidate,
7.6835443037974684,1.0022489682011375,0.30063650197933844,-2.0943951023931957,0.9999995783736969,NS-candidate,
7.822784810126582,1.0024102701966848,0.3033760235171098,-2.0943951023931957,0.9999995932430632,NS-candidate,
7.962025316455696,1.0025702715475482,0.3060917695567245,-2.0943951023931957,0.9999996073394881,NS-candidate,
8.10126582278481,1.0027290071858894,0.3087843678992409,-2.0943951023931957,0.9999996207156303,NS-candidate,
8.240506329113924,1.002886510546205,0.31145441938010066,-2.0943951023931957,0.9999996334197389,NS-candidate,
8.379746835443036,1.0030428136536023,0.3141024994622641,-2.0943951023931957,0.9999996454960899,NS-candidate,
8.518987341772151,1.003197947205464,0.31672915971035387,-2.0943951023931957,0.999999656985372,NS-candidate,
8.658227848101266,1.003351940647179,0.31933492915650813,-2.0943951023931957,0.99999966792503,NS-candidate,
8.797468354430379,1.0035048222423624,0.32192031556750933,-2.0943951023931957,0.9999996783495702,NS-candidate,
8.936708860759493,1.0036566191381266,0.3244858066217576,-2.0943951023931957,0.9999996882908324,NS-candidate,
9.075949367088608,1.0038073574257849,0.3270318710038161,-2.0943951023931957,0.999999697778235,NS-candidate,
