K,rho1,ang1,rho2,ang2,rho3,ang3
0.000130000,0.999584743,0.000000000,0.999584743,0.000000000,0.999483326,0.000000000
0.000410508,0.998520913,0.000000000,0.998520913,0.000000000,0.998076855,0.000000000
0.000691015,0.996913291,0.000000000,0.996913291,0.000000000,0.995104755,0.001231903
0.000971523,0.995109951,0.003458341,0.995106577,0.002275697,0.995106577,0.002275697
0.001252030,0.995115147,0.004733130,0.995110798,0.003696394,0.995110798,0.003696394
0.001532538,0.995120342,0.005731035,0.995115020,0.004706141,0.995115020,0.004706141
0.001813045,0.995125538,0.006579276,0.995119241,0.005534628,0.995119241,0.005534628
0.002093553,0.995130733,0.007329995,0.995123463,0.006254307,0.995123463,0.006254307
0.002374060,0.995135929,0.008010658,0.995127684,0.006899312,0.995127684,0.006899312
0.002654568,0.995141125,0.008637842,0.995131906,0.007488962,0.995131906,0.007488962
0.002935075,0.995146320,0.009222463,0.995136127,0.008035453,0.995136127,0.008035453
0.003215583,0.995151516,0.009772165,0.995140348,0.008547068,0.995140348,0.008547068
0.003496090,0.995156711,0.010292543,0.995144570,0.009029736,0.995144570,0.009029736
0.003776598,0.995161907,0.010787841,0.995148791,0.009487877,0.995148791,0.009487877
0.004057105,0.995167102,0.011261370,0.995153013,0.009924887,0.995153013,0.009924887
0.004337613,0.995172298,0.011715770,0.995157234,0.010343445,0.995157234,0.010343445
0.004618120,0.995177493,0.012153185,0.995161455,0.010745708,0.995161455,0.010745708
0.004898628,0.995182688,0.012575389,0.995165677,0.011133442,0.995165677,0.011133442
0.005179135,0.995187884,0.012983866,0.995169898,0.011508115,0.995169898,0.011508115
0.005459643,0.995193079,0.013379872,0.995174119,0.011870965,0.995174119,0.011870965
0.005740151,0.995198274,0.013764485,0.995178340,0.012223044,0.995178340,0.012223044
0.006020658,0.995203469,0.014138634,0.995182562,0.012565258,0.995182562,0.012565258
0.006301166,0.995208665,0.014503129,0.995186783,0.012898392,0.995186783,0.012898392
0.006581673,0.995213860,0.014858681,0.995191004,0.013223132,0.995191004,0.013223132
0.006862181,0.995219055,0.015205916,0.995195225,0.013540083,0.995195225,0.013540083
0.007142688,0.995224250,0.015545392,0.995199446,0.013849778,0.995199446,0.013849778
0.007423196,0.995229445,0.015877607,0.995203667,0.014152695,0.995203667,0.014152695
0.007703703,0.995234640,0.016203008,0.995207888,0.014449260,0.995207888,0.014449260
0.007984211,0.995239835,0.016521997,0.995212110,0.014739855,0.995212110,0.014739855
0.008264718,0.995245030,0.016834938,0.995216331,0.015024828,0.995216331,0.015024828
0.008545226,0.995250225,0.017142163,0.995220552,0.015304493,0.995220552,0.015304493
0.008825733,0.995255420,0.017443974,0.995224773,0.015579135,0.995224773,0.015579135
0.009106241,0.995260615,0.017740647,0.995228994,0.015849016,0.995228994,0.015849016
0.009386748,0.995265810,0.018032435,0.995233215,0.016114374,0.995233215,0.016114374
0.009667256,0.995271005,0.018319573,0.995237436,0.016375430,0.995237436,0.016375430
0.009947763,0.995276200,0.018602275,0.995241657,0.016632386,0.995241657,0.016632386
0.010228271,0.995281395,0.018880741,0.995245878,0.016885429,0.995245878,0.016885429
0.010508778,0.995286590,0.019155155,0.995250099,0.017134733,0.995250099,0.017134733
0.010789286,0.995291784,0.019425690,0.995254320,0.017380459,0.995254320,0.017380459
0.011069793,0.995296979,0.019692505,0.995258541,0.017622756,0.995258541,0.017622756
0.011350301,0.995302174,0.019955749,0.995262761,0.017861764,0.995262761,0.017861764
0.011630809,0.995307369,0.020215561,0.995266982,0.018097613,0.995266982,0.018097613
0.011911316,0.995312563,0.020472074,0.995271203,0.018330425,0.995271203,0.018330425
0.012191824,0.995317758,0.020725408,0.995275424,0.018560314,0.995275424,0.018560314
0.012472331,0.995322953,0.020975679,0.995279645,0.018787388,0.995279645,0.018787388
0.012752839,0.995328147,0.021222995,0.995283866,0.019011748,0.995283866,0.019011748
0.013033346,0.995333342,0.021467460,0.995288086,0.019233488,0.995288086,0.019233488
0.013313854,0.995338536,0.021709168,0.995292307,0.019452698,0.995292307,0.019452698
0.013594361,0.995343731,0.021948211,0.995296528,0.019669463,0.995296528,0.019669463
0.013874869,0.995348925,0.022184676,0.995300749,0.019883863,0.995300749,0.019883863
0.014155376,0.995354120,0.022418643,0.995304969,0.020095973,0.995304969,0.020095973
0.014435884,0.995359314,0.022650190,0.995309190,0.020305865,0.995309190,0.020305865
0.014716391,0.995364509,0.022879391,0.995313411,0.020513607,0.995313411,0.020513607
0.014996899,0.995369703,0.023106315,0.995317631,0.020719264,0.995317631,0.020719264
0.015277406,0.995374897,0.023331029,0.995321852,0.020922898,0.995321852,0.020922898
0.015557914,0.995380092,0.023553597,0.995326073,0.021124566,0.995326073,0.021124566
0.015838421,0.995385286,0.023774077,0.995330293,0.021324325,0.995330293,0.021324325
0.016118929,0.995390480,0.023992529,0.995334514,0.021522227,0.995334514,0.021522227
0.016399436,0.995395675,0.024209006,0.995338734,0.021718325,0.995338734,0.021718325
0.016679944,0.995400869,0.024423562,0.995342955,0.021912665,0.995342955,0.021912665
0.016960452,0.995406063,0.024636247,0.995347175,0.022105295,0.995347175,0.022105295
0.017240959,0.995411257,0.024847108,0.995351396,0.022296258,0.995351396,0.022296258
0.017521467,0.995416451,0.025056191,0.995355616,0.022485597,0.995355616,0.022485597
0.017801974,0.995421645,0.025263542,0.995359837,0.022673353,0.995359837,0.022673353
0.018082482,0.995426839,0.025469202,0.995364057,0.022859565,0.995364057,0.022859565
0.018362989,0.995432033,0.025673211,0.995368278,0.023044271,0.995368278,0.023044271
0.018643497,0.995437227,0.025875609,0.995372498,0.023227505,0.995372498,0.023227505
0.018924004,0.995442421,0.026076434,0.995376719,0.023409303,0.995376719,0.023409303
0.019204512,0.995447615,0.026275720,0.995380939,0.023589699,0.995380939,0.023589699
0.019485019,0.995452809,0.026473504,0.995385159,0.023768723,0.995385159,0.023768723
0.019765527,0.995458003,0.026669819,0.995389380,0.023946406,0.995389380,0.023946406
0.020046034,0.995463197,0.026864696,0.995393600,0.024122779,0.995393600,0.024122779
0.020326542,0.995468391,0.027058167,0.995397820,0.024297870,0.995397820,0.024297870
0.020607049,0.995473585,0.027250262,0.995402041,0.024471706,0.995402041,0.024471706
0.020887557,0.995478779,0.027441010,0.995406261,0.024644314,0.995406261,0.024644314
0.021168064,0.995483973,0.027630438,0.995410481,0.024815720,0.995410481,0.024815720
0.021448572,0.995489166,0.027818573,0.995414701,0.024985948,0.995414701,0.024985948
0.021729079,0.995494360,0.028005443,0.995418922,0.025155022,0.995418922,0.025155022
0.022009587,0.995499554,0.028191071,0.995423142,0.025322965,0.995423142,0.025322965
0.022290095,0.995504747,0.028375482,0.995427362,0.025489800,0.995427362,0.025489800
0.022570602,0.995509941,0.028558699,0.995431582,0.025655548,0.995431582,0.025655548
0.022851110,0.995515135,0.028740747,0.995435802,0.025820230,0.995435802,0.025820230
0.023131617,0.995520328,0.028921646,0.995440022,0.025983867,0.995440022,0.025983867
0.023412125,0.995525522,0.029101418,0.995444243,0.026146478,0.995444243,0.026146478
0.023692632,0.995530715,0.029280083,0.995448463,0.026308081,0.995448463,0.026308081
0.023973140,0.995535909,0.029457663,0.995452683,0.026468697,0.995452683,0.026468697
0.024253647,0.995541102,0.029634176,0.995456903,0.026628342,0.995456903,0.026628342
0.024534155,0.995546296,0.029809642,0.995461123,0.026787033,0.995461123,0.026787033
0.024814662,0.995551489,0.029984078,0.995465343,0.026944789,0.995465343,0.026944789
0.025095170,0.995556683,0.030157503,0.995469563,0.027101624,0.995469563,0.027101624
0.025375677,0.995561876,0.030329934,0.995473783,0.027257555,0.995473783,0.027257555
0.025656185,0.995567069,0.030501387,0.995478003,0.027412597,0.995478003,0.027412597
0.025936692,0.995572263,0.030671880,0.995482223,0.027566766,0.995482223,0.027566766
0.026217200,0.995577456,0.030841429,0.995486443,0.027720075,0.995486443,0.027720075
0.026497707,0.995582649,0.031010047,0.995490663,0.027872540,0.995490663,0.027872540
0.026778215,0.995587842,0.031177752,0.995494883,0.028024173,0.995494883,0.028024173
0.027058722,0.995593036,0.031344557,0.995499102,0.028174989,0.995499102,0.028174989
0.027339230,0.995598229,0.031510477,0.995503322,0.028325000,0.995503322,0.028325000
0.027619737,0.995603422,0.031675525,0.995507542,0.028474219,0.995507542,0.028474219
0.027900245,0.995608615,0.031839715,0.995511762,0.028622658,0.995511762,0.028622658
0.028180753,0.995613808,0.032003061,0.995515982,0.028770330,0.995515982,0.028770330
0.028461260,0.995619001,0.032165575,0.995520202,0.028917246,0.995520202,0.028917246
0.028741768,0.995624194,0.032327270,0.995524421,0.029063418,0.995524421,0.029063418
0.029022275,0.995629387,0.032488158,0.995528641,0.029208856,0.995528641,0.029208856
0.029302783,0.995634580,0.032648251,0.995532861,0.029353573,0.995532861,0.029353573
0.029583290,0.995639773,0.032807560,0.995537081,0.029497578,0.995537081,0.029497578
0.029863798,0.995644966,0.032966098,0.995541300,0.029640881,0.995541300,0.029640881
0.030144305,0.995650159,0.033123874,0.995545520,0.029783494,0.995545520,0.029783494
0.030424813,0.995655352,0.033280900,0.995549740,0.029925425,0.995549740,0.029925425
0.030705320,0.995660545,0.033437187,0.995553959,0.030066685,0.995553959,0.030066685
0.030985828,0.995665738,0.033592744,0.995558179,0.030207282,0.995558179,0.030207282
0.031266335,0.995670931,0.033747583,0.995562398,0.030347227,0.995562398,0.030347227
0.031546843,0.995676123,0.033901712,0.995566618,0.030486527,0.995566618,0.030486527
0.031827350,0.995681316,0.034055141,0.995570838,0.030625193,0.995570838,0.030625193
0.032107858,0.995686509,0.034207880,0.995575057,0.030763231,0.995575057,0.030763231
0.032388365,0.995691702,0.034359938,0.995579277,0.030900652,0.995579277,0.030900652
0.032668873,0.995696894,0.034511323,0.995583496,0.031037463,0.995583496,0.031037463
0.032949380,0.995702087,0.034662046,0.995587716,0.031173671,0.995587716,0.031173671
0.033229888,0.995707280,0.034812114,0.995591935,0.031309286,0.995591935,0.031309286
0.033510396,0.995712472,0.034961536,0.995596155,0.031444314,0.995596155,0.031444314
0.033790903,0.995717665,0.035110319,0.995600374,0.031578764,0.995600374,0.031578764
0.034071411,0.995722857,0.035258473,0.995604594,0.031712641,0.995604594,0.031712641
0.034351918,0.995728050,0.035406005,0.995608813,0.031845955,0.995608813,0.031845955
0.034632426,0.995733242,0.035552923,0.995613032,0.031978711,0.995613032,0.031978711
0.034912933,0.995738435,0.035699234,0.995617252,0.032110917,0.995617252,0.032110917
0.035193441,0.995743627,0.035844945,0.995621471,0.032242579,0.995621471,0.032242579
0.035473948,0.995748820,0.035990065,0.995625691,0.032373705,0.995625691,0.032373705
0.035754456,0.995754012,0.036134600,0.995629910,0.032504300,0.995629910,0.032504300
0.036034963,0.995759204,0.036278557,0.995634129,0.032634371,0.995634129,0.032634371
0.036315471,0.995764397,0.036421944,0.995638348,0.032763924,0.995638348,0.032763924
0.036595978,0.995769589,0.036564765,0.995642568,0.032892965,0.995642568,0.032892965
0.036876486,0.995774781,0.036707030,0.995646787,0.033021501,0.995646787,0.033021501
0.037156993,0.995779973,0.036848743,0.995651006,0.033149537,0.995651006,0.033149537
0.037437501,0.995785166,0.036989911,0.995655225,0.033277078,0.995655225,0.033277078
0.037718008,0.995790358,0.037130540,0.995659445,0.033404132,0.995659445,0.033404132
0.037998516,0.995795550,0.037270637,0.995663664,0.033530702,0.995663664,0.033530702
0.038279023,0.995800742,0.037410208,0.995667883,0.033656795,0.995667883,0.033656795
0.038559531,0.995805934,0.037549257,0.995672102,0.033782416,0.995672102,0.033782416
0.038840039,0.995811126,0.037687792,0.995676321,0.033907571,0.995676321,0.033907571
0.039120546,0.995816318,0.037825818,0.995680540,0.034032263,0.995680540,0.034032263
0.039401054,0.995821510,0.037963339,0.995684760,0.034156499,0.995684760,0.034156499
0.039681561,0.995826702,0.038100363,0.995688979,0.034280283,0.995688979,0.034280283
0.039962069,0.995831894,0.038236893,0.995693198,0.034403621,0.995693198,0.034403621
0.040242576,0.995837086,0.038372936,0.995697417,0.034526517,0.995697417,0.034526517
0.040523084,0.995842278,0.038508496,0.995701636,0.034648975,0.995701636,0.034648975
0.040803591,0.995847470,0.038643579,0.995705855,0.034771001,0.995705855,0.034771001
0.041084099,0.995852662,0.038778190,0.995710074,0.034892598,0.995710074,0.034892598
0.041364606,0.995857854,0.038912333,0.995714293,0.035013772,0.995714293,0.035013772
0.041645114,0.995863046,0.039046013,0.995718512,0.035134527,0.995718512,0.035134527
0.041925621,0.995868237,0.039179235,0.995722731,0.035254866,0.995722731,0.035254866
0.042206129,0.995873429,0.039312004,0.995726950,0.035374795,0.995726950,0.035374795
0.042486636,0.995878621,0.039444325,0.995731168,0.035494318,0.995731168,0.035494318
0.042767144,0.995883812,0.039576201,0.995735387,0.035613437,0.995735387,0.035613437
0.043047651,0.995889004,0.039707637,0.995739606,0.035732159,0.995739606,0.035732159
0.043328159,0.995894196,0.039838638,0.995743825,0.035850486,0.995743825,0.035850486
0.043608666,0.995899387,0.039969207,0.995748044,0.035968422,0.995748044,0.035968422
0.043889174,0.995904579,0.040099350,0.995752263,0.036085972,0.995752263,0.036085972
0.044169681,0.995909771,0.040229070,0.995756481,0.036203138,0.995756481,0.036203138
0.044450189,0.995914962,0.040358371,0.995760700,0.036319926,0.995760700,0.036319926
