K,rho1,ang1,rho2,ang2
0.500000000,0.000000000,0.000000000,0.000000000,0.000000000
0.568345324,0.000000000,0.000000000,0.000000000,0.000000000
0.636690647,0.000000000,0.000000000,0.000000000,0.000000000
0.705035971,0.000000000,0.000000000,0.000000000,0.000000000
0.773381295,0.000000000,0.000000000,0.000000000,0.000000000
0.841726619,1.008381758,0.101106751,0.995130243,0.101585279
0.910071942,1.009249441,0.109249342,0.996008957,0.109900963
0.978417266,1.010180886,0.116808690,0.996886895,0.117612677
1.046762590,1.011153783,0.123889502,0.997764061,0.124832473
1.115107914,1.012154417,0.130568570,0.998640457,0.131641375
1.183453237,1.013173935,0.136904144,0.999516084,0.138100234
1.251798561,1.014206406,0.142941625,1.000390945,0.144256131
1.320143885,1.015247731,0.148717202,1.001265042,0.150146389
1.388489209,1.016295005,0.154260267,1.002138376,0.155801193
1.456834532,1.017346133,0.159595076,1.003010949,0.161245365
1.525179856,1.018399573,0.164741921,1.003882764,0.166499616
1.593525180,1.019454178,0.169717984,1.004753823,0.171581443
1.661870504,1.020509085,0.174537961,1.005624127,0.176505783
1.730215827,1.021563638,0.179214544,1.006493679,0.181285514
1.798561151,1.022617338,0.183758780,1.007362480,0.185931830
1.866906475,1.023669799,0.188180355,1.008230532,0.190454538
1.935251799,1.024720728,0.192487822,1.009097838,0.194862285
2.003597122,1.025769896,0.196688772,1.009964399,0.199162741
2.071942446,1.026817130,0.200789987,1.010830217,0.203362752
2.140287770,1.027862298,0.204797548,1.011695294,0.207468453
2.208633094,1.028905300,0.208716941,1.012559631,0.211485375
2.276978417,1.029946061,0.212553127,1.013423232,0.215418519
2.345323741,1.030984527,0.216310616,1.014286098,0.219272426
2.413669065,1.032020663,0.219993522,1.015148230,0.223051238
2.482014388,1.033054443,0.223605607,1.016009630,0.226758742
2.550359712,1.034085853,0.227150324,1.016870301,0.230398412
2.618705036,1.035114889,0.230630853,1.017730244,0.233973446
2.687050360,1.036141551,0.234050126,1.018589461,0.237486792
2.755395683,1.037165846,0.237410857,1.019447953,0.240941180
2.823741007,1.038187787,0.240715566,1.020305724,0.244339140
2.892086331,1.039207386,0.243966590,1.021162774,0.247683023
2.960431655,1.040224662,0.247166111,1.022019105,0.250975019
3.028776978,1.041239634,0.250316163,1.022874719,0.254217172
3.097122302,1.042252323,0.253418648,1.023729618,0.257411393
